Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.113,muertes.121,muertes.total
517,8,,,1,,1,,,,1,1,,,,,,,1,,,,1,2,,1,1,,,2,,,1,1,2,,,,3,3,,1,,,1,1,1,,4,2,2,1,1,,1,,2,1,1,,3,,8,1,5,4,3,7,2,3,4,3,6,4,10,1,10,9,6,10,4,11,2,8,5,6,5,8,7,8,4,8,,1,3,3,2,2,,1,,,,,,,,,,,,,,236
518,7,1,,,1,1,,,1,,,,,,1,,,,,1,,2,,,2,,,1,,1,,,,,,,1,1,2,1,1,3,2,2,,2,5,1,3,3,1,2,4,6,4,3,4,,3,3,4,2,6,4,5,3,3,7,8,4,7,8,5,5,11,5,6,3,17,6,4,5,7,6,8,4,2,7,5,3,3,2,,1,2,,3,3,1,,,,,,,,,,,,,,261
519,2,,,,,,,,,,,1,,,,,1,,,,1,,,,,,1,,1,1,,1,,,,,3,2,2,1,,1,,,,4,,1,,1,1,3,,2,2,,2,2,1,1,,2,2,2,5,2,1,5,1,1,3,6,5,4,6,4,1,2,3,2,5,3,2,2,2,1,3,2,3,3,,2,1,1,1,2,,1,1,,,,,,,,,,,,,,130
520,5,,2,,,,1,,,,,,,,,,1,,,1,1,2,1,,,,1,,1,,,,1,,,3,,2,1,2,2,1,1,1,,2,2,1,1,4,,1,9,3,4,,2,,2,5,2,3,3,6,1,3,3,2,4,6,10,9,5,7,8,4,7,10,5,2,3,7,1,5,5,6,5,4,2,1,5,1,2,2,2,3,,2,,,,,,,,,1,,,,,,223
521,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,4,2,,,,,1,,,1,2,,1,,,,1,,,,1,,,1,,,1,,,1,2,1,,3,1,1,3,1,1,2,2,2,2,1,,1,1,,1,1,3,1,,,3,1,,,1,,,,,1,,,,,,,,,,,,,,,56
525,27,,3,2,2,,,1,1,1,,1,,,,1,1,6,1,1,5,5,3,2,3,4,2,5,3,4,2,3,2,5,3,6,8,7,3,1,3,3,9,6,2,13,8,4,6,6,7,10,11,9,12,7,10,13,11,16,15,16,16,16,13,15,16,15,16,14,15,18,30,25,17,27,19,26,25,22,25,21,25,18,19,18,20,15,15,15,13,10,10,8,4,3,3,3,3,1,,1,,1,,,,,,,,,917
526,2,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,,1,,1,,,2,4,2,1,1,1,,2,2,,3,,1,,4,2,1,2,3,2,2,1,2,1,1,2,3,2,,5,2,1,1,2,2,1,,4,4,,1,,,,1,,,1,,,,,,,,,,,88
527,2,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,2,1,,,,1,,1,,,,,1,1,,,,,1,,,,,,,1,1,1,2,4,1,2,1,1,,1,1,2,1,5,1,,2,,2,2,,,1,1,,3,2,3,,1,2,,1,,,,,,,,,,,,,,,,,,,,,59
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,1,,,,,1,,,,1,2,1,1,,,1,,1,1,,1,1,1,1,,1,,2,,2,2,1,1,4,,,3,1,1,,2,,3,,,2,,,,,1,,,,,,,,,,,,,,,,,,,43
529,1,,,,1,1,,,,,,,,,,,1,,,,1,,1,1,,,2,,,,,,1,,,,1,,1,1,1,,1,2,1,1,,2,,2,,1,1,2,1,,1,2,3,1,4,2,2,3,4,2,3,3,4,4,6,,2,6,3,4,2,3,5,2,7,5,1,3,,7,3,9,2,2,4,,1,2,1,1,1,,1,,1,,,1,,,,,,,,,151
530,2,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,1,,1,,,3,,,,,,,,1,,1,,1,2,,2,,2,,2,2,,2,2,2,2,1,3,2,2,2,2,3,1,1,1,2,1,5,3,3,2,5,3,5,3,3,4,1,1,4,4,3,4,2,4,1,1,2,2,,3,,1,1,,,,1,,,,,,,,,,,,123
531,2,,1,,,,,,,,,1,,,,,1,,,,,,1,1,,1,,,,,,,,,,,,,2,,,1,,1,,1,,1,,1,,,,,1,,,,,,,,3,,2,2,,2,,1,2,2,1,2,1,1,3,2,3,1,2,2,2,1,4,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,66
535,45,3,1,,,1,,,,2,1,,1,2,1,1,,2,2,1,5,1,4,,1,1,3,6,3,1,3,3,5,3,5,3,1,2,7,2,4,4,4,8,7,8,8,2,6,6,9,7,13,9,9,11,10,11,10,10,12,10,13,8,15,17,14,18,12,9,20,18,17,20,14,28,17,12,18,19,23,13,12,19,19,10,12,20,18,7,13,14,7,14,3,5,2,,1,1,1,,,,,,1,,,,,,804
536,2,,,,,,,,,,,,,,,1,,,,,1,,2,1,,,1,,2,3,1,1,,1,,,,,2,3,,1,,,1,1,2,2,,3,,1,,2,2,2,2,1,3,4,4,2,4,1,1,1,7,2,1,5,7,2,7,4,3,3,3,4,2,3,2,2,2,3,5,7,2,1,3,2,,2,,2,1,,1,,1,,,,,,,,,,,,,,150
537,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,1,,,,,,,,,,,1,,1,,2,,,,3,2,1,,1,1,,,,1,,1,,,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,25
538,5,,,,,,,1,,,,2,3,,,,,,2,,1,,1,1,1,,,1,1,,1,,,1,1,,1,,2,1,,,,,1,,,1,1,,2,1,,4,2,1,1,2,3,1,1,2,2,2,1,1,,1,3,5,4,5,5,5,3,3,5,5,5,6,2,5,5,8,7,8,8,4,3,5,6,2,5,1,,1,4,1,1,,,,,,,,,,,,1,,187
539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,1,,,,,,,,2,,1,,1,1,1,2,,,,,1,,2,2,1,,2,2,1,3,,4,,1,1,1,,5,,4,3,2,4,,2,3,3,5,,2,2,3,1,2,1,2,1,,,,1,2,,,,,,,1,,,,,,,,83
540,4,,,,,,1,,,,,,,,,,,1,,,,,,,1,,2,2,,,,1,,,1,2,1,1,,1,,,1,,2,1,3,2,,1,,,1,2,,,2,,1,,1,2,2,2,,2,2,,,2,1,1,2,5,3,2,,,,4,2,4,2,3,6,3,1,2,4,,3,,2,1,2,,,,1,,,,,,,,,,,,,,101
541,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,,,,,1,,,1,1,1,1,1,,,2,2,,1,2,,1,,,2,,2,3,,1,,2,,3,8,7,3,4,,1,4,,3,2,2,1,1,1,2,3,1,6,2,1,1,1,2,3,,2,2,1,,,,,,,,,,,,,,,98
542,2,,,2,,,,,,,,,,,,,,,,,,1,,,2,,,,1,,,,,1,,,2,,,1,2,1,,,,1,1,,2,3,,1,1,3,,1,,1,1,,2,1,,1,,1,2,1,1,1,,3,,2,2,1,2,1,1,1,5,1,3,2,,,6,2,3,2,,3,4,1,,,,,,,,,,,,,,,,,,,85
543,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,1,,,1,,2,,,1,2,1,1,,1,2,,,3,1,1,1,,,2,,2,2,,1,3,1,1,1,1,1,1,1,2,1,4,4,1,,2,5,3,,2,1,2,2,2,,1,1,1,,2,1,,2,1,,,,,1,,,,,,,,,,,,81
545,6,,,,,,1,,,,,1,,,,,,2,,,1,,,1,,3,3,,3,,,,1,1,3,,1,1,2,1,1,1,3,,4,2,,2,,3,3,,3,2,,1,3,1,2,4,3,1,2,6,3,4,1,2,3,5,5,4,5,9,3,3,3,2,4,1,2,2,5,6,4,4,3,6,6,3,5,5,1,4,1,3,1,3,,1,1,,,,,,,,,,,,201
546,5,,,,,,,1,,,,,,,1,,,1,1,1,1,,,,1,,,,,,,,,,2,1,1,2,2,3,2,,1,,,,,,3,1,2,1,3,4,5,1,3,1,4,2,2,4,,3,5,2,1,4,2,11,5,4,5,8,6,3,5,2,8,4,2,5,3,8,1,2,9,9,5,5,7,3,6,3,2,3,1,1,,1,,,,,,,,,,,,,216
547,2,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,1,,,,1,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,1,3,,,1,,3,2,2,2,1,1,1,1,2,1,2,,2,1,,1,4,,3,2,1,1,,,,,,,,,,,,,,,,,51
548,2,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,1,,1,,,,,,,,,,1,,,,1,,1,,1,1,,,1,,1,2,2,,2,1,2,,2,1,2,,1,1,1,1,,1,1,2,2,2,3,3,,4,3,2,6,4,,2,1,3,2,3,1,,,,,,,,1,,,,,,,,,79
549,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,1,,,2,,,1,,,,,1,,,1,,,,2,,,,,,1,,,,,,,,,,,,,16
550,3,,1,1,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1,,,1,,,1,,,,1,,1,,,1,,2,,,,1,,,,,,1,,,,2,3,,,,,2,1,1,1,1,,1,,,1,3,6,2,2,1,2,1,3,,2,8,2,,2,2,2,,,2,1,1,,,,1,,,,,,,,,,,,74
551,2,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,2,,,1,,,,,1,,,,1,1,,,2,2,1,2,1,1,,,,2,2,3,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,36
552,2,,,,,,,,,1,,1,,,,,,,1,,,1,1,1,2,,,1,,,2,,,,3,1,,,1,,1,,,,1,,,1,,,1,2,1,,2,,,1,1,2,1,1,,,,1,1,,3,,5,4,,3,,2,,2,2,4,,5,1,4,2,1,4,3,1,1,2,1,2,,1,1,1,,,,,,,,,,,,,,,,90
553,,,,,,,,,,,,,,1,,,,1,1,,1,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,1,,,,,,,,,1,,2,,,1,1,2,,3,3,,1,1,1,2,2,2,,,,1,2,1,2,2,2,1,,,,,,,2,1,,,,,,,,,,,,,45
554,2,1,,,,,,,,,,,,,,,,,,2,1,,,1,,,1,,1,1,,,,2,1,1,1,,,2,,,,2,,,1,1,2,,,1,,,2,2,1,,,1,3,1,4,,2,2,1,,,,1,2,1,1,3,1,1,,,3,2,2,4,1,2,1,2,2,,2,2,4,,,1,1,2,,,,1,,,,,,,,,,,,85
560,2,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,1,,2,1,1,,,,,,,1,,,,,,,,,1,1,,,1,,,,1,,2,,1,1,,,,,,,,,,,1,,,1,1,,1,,1,,1,1,1,2,,,,,,1,1,,1,,,,,,,,,,,,,,,,,32
561,2,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,2,,,,1,,,,,,,,1,,,1,,,,1,,,1,1,,1,,,,,,1,,,1,1,1,1,2,,,2,1,1,,1,1,1,,,,,,2,1,1,,,,1,,1,,,,,,,,,,,,,,,,35
562,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,1,,,,1,,1,,,,,1,,1,,,1,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,13
563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,1,,,,,,,,,,,,1,,,,,,,1,,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,11
565,10,,1,1,1,1,1,,,,,,,1,,1,1,1,,1,,1,1,4,3,1,,,2,2,5,2,1,2,1,1,2,1,3,,,1,3,1,3,2,3,2,,3,3,4,2,2,1,4,3,2,3,5,4,6,2,3,6,8,5,5,3,6,6,2,4,7,2,6,5,6,8,5,5,2,2,4,2,4,3,3,9,2,3,4,5,3,2,3,2,2,,,,,,1,,,,,,,,,259
566,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
570,2,,,1,2,,,,,,,,,1,,,,,,1,1,2,1,1,,1,,1,,,1,,2,1,2,2,,2,1,1,,,,1,1,1,2,2,,1,1,,,1,1,,1,,3,,1,1,1,,2,3,2,2,1,1,1,2,3,2,1,2,2,2,3,6,2,2,1,,2,2,1,,,1,2,2,1,1,,1,1,,,,,1,,,,,,,,,,,99
571,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,2,,,,,1,,,1,,1,,,,,1,,,3,1,1,1,,1,,,,,,2,,1,,,,,,,1,,,,,,,,,,,,,,,,,24
572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,7
575,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,3,1,,1,,1,1,,1,1,3,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,22
576,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,1,1,,,,1,2,,1,,,,,,,1,1,,,,,,,1,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,17
580,3,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,1,,,,1,,,,,1,,,1,1,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,19
581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
582,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
585,3,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,1,1,,,1,1,,1,,1,1,,,,,1,1,1,3,,1,4,4,3,,1,1,,1,2,,4,5,,4,3,4,5,4,3,2,3,3,4,4,5,8,2,2,5,6,4,,2,4,,7,1,3,1,1,1,,,,1,,,,,,,,,,,,,,137
586,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,8
590,14,,1,,1,,,,,,1,1,,,,3,2,1,1,2,4,,2,2,3,,3,3,3,2,3,2,1,2,4,1,2,7,4,4,1,3,3,8,5,3,5,1,7,7,3,10,11,9,8,5,7,10,6,11,17,13,11,10,14,9,11,16,12,11,19,19,14,20,26,5,19,14,25,22,17,23,18,20,20,23,15,13,16,11,20,6,8,1,3,2,5,1,1,,2,,1,1,,,,,,,,,736
595,2,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,1,,1,1,1,,1,,1,,,,,2,,,1,,,1,1,1,,1,2,,2,,,,,1,1,,1,1,1,,3,,,,,1,,1,,1,1,2,1,1,1,,,,2,,,,,,,,,,,,,,,,,41
597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
600,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
605,29,,,,,,,2,,1,,,1,,,,1,2,1,2,,4,,3,2,5,8,2,2,3,5,3,3,1,3,4,5,8,8,3,,6,10,5,5,8,8,5,4,4,4,5,10,11,17,13,12,20,20,13,13,11,18,8,24,27,27,27,28,24,35,30,40,25,37,37,48,32,33,37,23,28,38,32,43,40,56,39,35,43,35,32,24,28,27,21,10,8,14,5,7,6,1,2,,1,,,,,,,1450
606,8,,,1,,1,,,1,,,,,,,,,1,,,1,2,1,1,2,1,,4,,2,3,3,3,,1,1,2,1,,3,4,2,4,1,6,1,,,3,8,8,5,5,5,10,10,6,2,10,7,7,10,5,7,11,7,11,12,23,14,12,14,20,13,14,11,20,18,21,20,25,23,31,27,26,19,25,16,26,24,23,19,29,21,17,3,11,5,5,2,5,1,1,2,,1,,,,,,,797
607,19,,2,1,,1,,1,,,2,,2,1,,,1,,1,,1,2,2,3,2,1,1,2,5,4,6,2,3,3,2,2,5,5,10,3,5,3,8,7,5,8,9,6,11,4,8,5,4,6,8,3,9,10,5,13,14,11,15,17,9,12,12,28,14,19,23,26,24,36,26,18,23,19,16,24,16,19,21,20,21,16,15,22,17,24,12,11,12,5,4,3,6,3,3,,1,,,,,,,,,,,,869
608,14,,1,,,2,,,,,,,,1,,,,,1,2,,,1,3,4,,3,1,3,1,,1,3,1,4,3,2,3,4,3,,2,,2,4,1,1,2,4,1,3,1,2,6,8,6,3,7,4,3,4,4,3,13,8,4,9,6,9,5,11,8,3,5,11,5,8,5,12,5,6,5,4,5,4,4,4,5,7,2,4,5,1,2,2,3,1,1,1,,2,,,,,,,,,,,,327
609,23,3,1,,1,2,,,3,1,1,1,1,,,1,3,,2,7,1,3,2,3,1,2,5,1,5,5,3,2,2,3,5,3,3,4,9,4,3,4,4,6,4,7,4,7,7,6,4,3,8,8,9,15,16,13,15,15,6,17,21,14,21,13,24,15,23,13,27,24,26,20,23,26,24,19,26,28,29,24,27,35,24,33,28,23,27,32,22,13,11,11,14,8,8,5,3,2,3,1,,,,,,,,,,,1067
610,8,2,1,1,2,,1,,1,,,,,1,1,,,,,1,,,2,,,1,,1,1,2,3,,2,,,1,,,1,1,,3,1,1,3,1,3,6,1,4,3,3,2,1,7,8,3,4,9,5,6,10,11,5,6,7,11,17,14,20,10,15,17,25,13,24,21,21,29,24,36,30,30,36,41,35,41,41,43,34,42,35,32,26,26,21,14,17,6,9,7,5,1,2,,1,,,,,,,1019
611,5,,,,,,1,,,1,,,,,1,1,,1,,2,,1,1,1,3,,,,,,,1,,2,,,,,,,,,2,2,2,2,1,4,1,1,1,,2,1,2,,7,4,5,3,6,2,5,6,6,1,2,5,3,8,7,10,5,6,5,2,6,9,12,8,10,8,11,10,11,10,13,10,11,9,6,9,12,1,10,4,4,4,2,5,3,2,,2,,,,,,,,,342
612,3,,,,,,,1,1,,,,,1,,,,,,1,,,1,1,,1,,,1,,,,1,1,,,1,,2,,,2,1,3,1,4,2,1,2,1,,1,1,1,1,2,,2,1,2,3,3,1,3,3,3,7,,1,2,7,2,5,,2,3,6,3,1,3,4,4,5,4,2,9,8,6,3,1,3,4,2,1,2,4,1,,,,,,,,,,,,,,,,165
613,24,2,2,,,1,,,,1,,,1,2,2,,,1,3,,,1,1,5,2,2,1,2,2,2,,4,1,1,,1,1,1,3,1,4,3,3,4,7,5,4,3,6,4,4,7,7,7,7,1,6,12,11,11,10,13,10,10,21,15,16,17,21,27,23,21,26,23,29,34,33,38,34,35,31,40,38,37,37,28,50,51,39,34,42,35,31,27,20,16,13,12,9,3,5,2,1,,1,,,,,,,,1244
614,20,,1,,,2,,,,,1,,,,,2,2,,,1,2,,1,2,2,,2,,,,1,2,5,,,2,4,3,4,1,3,4,2,3,4,5,6,7,3,4,8,8,6,7,9,5,6,9,13,8,5,14,7,10,13,17,10,19,21,16,34,29,34,30,28,37,32,36,30,38,42,38,37,37,57,51,50,49,41,37,41,34,31,32,20,14,19,11,6,5,7,3,1,5,3,1,,,1,,,,1313
615,11,,1,3,,1,,,,,,,,,,2,1,1,2,3,,,,2,2,1,1,,2,2,,2,2,,2,1,2,,2,1,2,3,2,1,1,2,3,1,3,3,,6,4,3,7,1,3,7,5,5,6,2,8,2,5,8,6,9,10,11,13,10,8,10,8,9,13,7,9,15,9,15,12,20,22,17,15,19,12,12,13,18,12,2,13,4,4,3,3,5,2,,1,,,,,,,,,,511
616,11,,2,,,1,2,1,1,,,1,1,,,,,4,2,,,,1,1,1,1,2,1,,7,1,,1,3,2,,2,1,1,3,1,4,7,3,5,3,,4,1,11,5,5,2,5,6,4,3,9,9,5,10,9,8,4,7,11,13,10,10,10,19,11,12,16,17,20,10,14,10,10,16,12,17,16,16,21,18,6,18,7,13,8,7,6,5,5,3,7,3,,1,,,1,,,,,,,,,583
617,33,2,2,4,4,,1,1,2,,1,,2,1,,1,2,2,2,1,,1,3,3,2,4,3,3,4,3,2,3,5,3,1,8,3,4,4,4,4,6,5,1,7,3,7,13,4,8,8,8,9,11,7,14,11,11,11,10,19,10,10,13,12,19,8,17,20,18,15,15,23,14,19,24,29,14,12,15,14,15,10,16,13,19,19,11,10,10,10,8,4,5,8,1,2,1,1,1,,,,,,,,,,,,,786
618,46,2,1,1,1,1,,,,2,3,2,2,,,,3,2,4,4,2,3,1,7,4,5,7,6,5,6,5,4,5,3,5,4,7,6,3,7,3,8,12,10,11,5,8,10,12,18,10,16,15,13,22,14,20,22,18,19,22,18,26,20,27,24,25,26,27,34,34,28,40,44,26,33,34,26,39,36,31,32,28,40,35,32,28,33,29,23,23,12,18,18,12,7,8,7,4,2,,1,,1,,,,,,,,,1448
619,11,1,1,,,,,,,,,,,,,2,,,1,2,5,,,1,2,3,4,2,,4,2,3,1,4,1,1,1,2,5,1,2,1,2,2,2,4,,4,4,2,3,6,10,6,4,4,4,8,15,1,10,12,6,7,11,18,14,10,14,14,24,15,15,20,18,16,18,21,23,10,18,15,21,19,15,17,16,14,18,10,9,7,8,8,7,2,,1,,,1,,,,,1,1,,,,,,648
620,23,2,,,,,,1,2,2,1,,1,2,,2,1,1,2,1,2,1,,1,3,3,4,2,2,1,2,1,1,2,7,3,3,3,4,2,3,8,5,9,3,7,8,4,8,4,5,2,8,7,8,5,8,10,3,5,7,7,12,12,11,11,12,9,15,12,18,19,13,16,13,16,14,12,16,18,13,18,20,12,11,11,14,10,11,13,5,12,4,4,1,2,3,2,1,,,,,,1,,,,,,,,639
621,32,3,4,,2,1,1,,2,3,1,1,,2,,,4,3,6,2,2,3,7,,3,6,7,2,1,5,2,1,2,3,2,5,2,6,5,2,7,4,9,2,5,10,6,13,6,4,6,3,7,12,7,7,11,11,8,8,13,9,9,8,7,10,6,9,18,10,16,18,18,11,8,12,9,9,12,12,12,7,10,12,12,7,5,7,7,9,6,7,1,5,5,3,1,1,2,,1,,,,,,,,,,,,623
622,19,,,,,1,,,,,,,,,,,1,,,2,,,2,,2,1,3,2,2,3,4,2,4,1,,7,4,1,2,3,1,3,,1,3,4,2,4,1,11,6,6,4,9,3,5,7,7,6,6,9,15,8,6,3,7,8,10,11,13,11,17,11,12,9,11,10,19,12,15,13,10,9,11,11,13,6,9,7,3,5,2,5,3,4,3,,,3,,,,,,,,,,,,,,489
623,11,,1,1,,1,1,,,,,,,,1,1,,,,,1,1,2,,,3,1,1,1,,1,2,3,1,4,2,1,3,3,2,3,1,1,3,1,5,1,,4,5,4,2,2,4,4,1,11,6,5,11,5,6,3,6,6,12,7,8,14,13,8,23,19,24,20,22,31,13,18,28,24,16,15,19,25,19,20,19,23,15,16,9,9,11,9,6,5,4,2,5,2,2,,,,,,,,,,,684
624,5,,1,,,,1,,,1,,,1,,,,,1,,,1,1,,,1,,2,2,,1,2,1,3,2,1,1,2,2,4,,2,3,2,3,6,1,1,1,4,1,4,2,3,4,5,4,10,7,2,9,12,7,4,4,6,6,12,14,16,12,15,9,18,15,13,23,19,14,14,15,9,17,15,14,17,23,12,20,11,17,16,17,13,9,9,3,1,2,4,2,,,,,1,,,,,,,,590
625,29,,1,1,1,,,,,,,1,1,,,,1,2,2,7,2,2,1,1,3,2,4,4,3,1,2,3,,4,6,1,4,7,2,7,2,8,2,6,3,6,5,10,6,7,7,10,9,5,9,9,11,10,6,11,14,11,15,9,16,16,15,21,23,26,16,21,23,20,14,22,24,19,21,27,21,21,21,24,14,17,20,10,11,8,12,13,10,4,7,3,3,2,3,1,,,1,,,,,,,,,,846
626,15,1,,,,,,1,1,,,1,1,,2,1,2,1,4,1,,1,5,2,2,2,3,3,1,,1,2,1,,1,4,2,4,3,,4,6,4,6,2,7,3,2,4,2,5,2,6,12,4,8,8,3,7,10,7,10,5,6,4,12,12,11,18,18,32,18,24,27,15,26,25,20,30,32,20,21,26,19,17,25,19,12,13,8,8,10,9,2,3,4,5,1,1,2,1,,,1,1,,,,,,,,753
627,24,3,1,1,,,1,,1,1,,,,,,1,,,1,1,1,3,2,,2,4,3,2,2,1,1,2,3,1,3,5,5,6,3,6,9,5,3,5,1,4,3,6,8,2,3,9,7,6,11,7,5,2,10,3,6,9,8,6,14,6,16,9,29,14,29,12,13,17,7,14,15,12,18,18,17,15,20,20,12,7,17,8,12,6,12,4,1,5,2,2,2,4,,,,,1,,,1,,,,,,,639
628,21,1,1,,1,,1,1,,,,,,,,1,,2,2,1,5,4,4,4,2,,2,1,1,1,3,2,5,2,2,6,4,3,3,6,5,4,4,3,5,7,5,6,2,4,7,8,6,12,12,9,7,12,12,11,16,13,10,17,10,14,10,12,29,15,23,18,25,15,18,21,30,19,39,22,28,16,28,22,22,16,13,22,12,19,17,8,9,9,6,5,3,2,1,3,1,,,,,,1,,1,,,,873
629,5,,1,,,,,,,,,,,,,,1,2,,1,2,1,3,,,2,4,3,,1,2,2,,1,,2,,,5,,1,,,2,5,1,2,1,,,4,3,2,2,5,5,2,5,6,4,4,2,5,5,7,1,7,9,8,5,3,11,12,9,8,6,10,10,12,9,7,9,6,8,11,6,15,10,4,9,4,4,4,4,4,1,1,3,1,,,,,,,,,,,,,,342
630,74,5,2,,2,,2,5,,2,,1,2,1,5,4,3,5,10,4,,4,3,2,1,3,1,6,6,2,5,8,4,4,3,7,6,4,7,6,7,12,8,6,13,10,9,8,10,11,12,15,10,15,16,24,21,17,13,23,17,18,17,11,23,18,22,33,21,32,19,27,34,27,22,30,28,20,33,34,21,22,20,26,23,19,23,26,18,26,12,21,13,10,8,9,2,4,,1,4,,,,,,,,,,,,1263
