Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.112,muertes.Total 
10106,,,,,,,,,,,,1,,,,1,,,,1,,1,,,,,1,,1,,,1,,1,1,2,,1,1,1,1,,,,,2,,1,3,2,1,,1,1,3,,,1,,2,,2,,,2,1,3,1,3,1,6,3,2,1,3,2,4,1,2,7,5,5,1,1,2,2,2,4,2,2,1,1,,,3,4,,2,,,,,1,,,1,,,,,,,115
10107,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,1,1,,,1,1,,1,1,1,2,,5,1,,1,,,1,2,1,2,2,4,,2,3,,1,1,1,,1,2,2,1,2,1,3,5,2,3,4,2,4,4,3,1,,1,2,2,,1,1,1,,1,,,,,,,,,,,,,,,91
10108,4,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,2,,1,,,,1,,2,,1,,,,3,,1,1,4,,,,1,2,1,2,3,2,3,3,1,4,1,,3,3,1,,,1,3,5,3,5,3,2,4,1,2,4,4,2,6,2,,,4,,1,2,1,3,,,1,1,,,,,,,,,,,,114
10109,3,1,,,1,,1,,,,,,,,,2,,,1,1,,,,,,,,,,1,,2,,1,,,1,1,,,1,,1,2,3,3,2,,2,4,4,2,1,1,1,3,3,1,4,,3,2,2,2,2,3,7,2,3,7,2,3,3,7,6,3,4,5,2,4,5,5,5,2,2,2,4,1,2,4,1,2,1,2,1,1,,,1,1,,,1,,,,,,,,,,169
10201,5,1,,1,,,,,,,,,1,,,,,1,,1,,3,,1,1,2,1,,1,3,,1,1,,,1,2,2,1,2,4,1,1,1,,2,,2,,4,3,3,6,,3,7,3,1,8,6,3,1,5,6,4,5,5,5,1,2,6,9,5,11,5,7,10,1,10,8,5,8,6,5,3,4,6,1,5,4,3,4,7,5,3,4,,1,1,,,,,,,,,,,,,,271
10202,7,,,,,,,,,1,1,1,,,,2,1,1,1,1,,2,,,1,2,2,1,,1,3,,,,4,1,,1,1,2,,,1,1,1,,2,2,1,1,2,1,3,1,6,4,5,4,2,1,1,5,4,4,10,5,6,1,3,3,7,5,6,5,8,6,4,7,7,5,3,7,8,7,7,9,7,2,5,3,5,2,2,3,2,1,4,,,,1,1,,,,,,,,,,,256
10203,,,,,,,,,,,,,1,1,,,,,,1,,,,1,,,1,2,,1,,1,,,,,,,1,1,1,,1,1,,2,,,,,,,4,,,1,1,,3,1,1,1,1,,1,4,1,1,3,,1,2,,,,,2,2,2,,3,3,2,1,6,3,3,,1,1,1,,2,2,1,1,,,1,,,,,,,,,,,,,,79
10204,2,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,2,,,,1,,,2,1,1,,1,1,,2,,,1,,2,1,,,1,,,1,,,,,,,,1,,,,,,,,,,27
10205,1,,,1,,,,,,,,,,,,,,,,1,1,,1,1,,,1,,,,1,,,,,,,,,,1,,,,,,1,2,,1,1,1,,1,,,,,1,1,,,,,1,,1,1,,,,1,,,,3,2,,,1,2,1,2,,1,3,2,2,1,4,4,1,4,1,,1,1,,,,,,,,,,,,,,,,58
10206,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,1,,,,1,,,,,,2,1,1,1,,1,3,,1,,1,,1,1,1,1,1,2,3,,,,,2,2,1,2,1,2,,1,,,,,,,,,1,,,,,,,,,,,,40
10207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,,,1,1,,,1,,,,1,,,,,1,,,,,,,1,,1,,,1,,,2,1,1,1,1,,,1,,,,1,1,3,1,,,,1,,,,,,,,,,,,,,,,26
10208,5,,,,,,,,,,,,,,,,1,,,,3,2,,1,1,1,1,,1,,,1,2,,1,1,1,1,,,,3,2,1,1,,,,1,1,2,1,1,,,,2,1,2,,2,2,,,1,2,3,1,1,2,,1,1,3,1,2,2,,2,4,2,1,5,2,3,2,2,2,1,3,3,1,2,2,1,2,,2,,,,,1,,,,,,,,,,108
10209,2,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,,,,,,,,,2,,,1,,,,,,,,2,,,1,1,,,,2,2,1,1,,,,2,,,,1,,1,1,2,1,2,,3,1,2,1,2,2,4,,2,3,2,1,,2,4,1,2,,1,1,1,,,,,1,,,,,,,,65
10210,3,,,,1,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,1,1,,,,,,,2,1,,,,,,1,1,,,1,,,2,,,2,,,1,,2,,,,2,3,1,,1,1,2,,,,2,,2,,1,,4,1,4,1,2,,,1,2,6,1,,3,1,,,,1,,,,,,,,,,,,,,64
10301,22,,2,,,,,,,1,,,,1,1,2,,3,,3,1,4,,3,4,,2,2,3,4,2,1,4,4,6,5,5,3,4,8,5,8,8,7,12,3,10,7,5,8,9,11,10,10,13,13,13,12,11,13,15,16,19,18,10,22,23,23,26,24,30,20,20,26,27,26,31,36,40,16,22,18,18,31,19,21,26,24,18,14,14,16,10,6,15,12,5,5,3,,,,,1,,,,,,,,,1054
10302,1,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,2,1,3,,,,,,,1,,1,,1,,,2,1,2,1,1,2,,1,1,2,,2,1,2,,2,1,,,2,1,1,,1,1,1,1,,5,3,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,53
10303,5,3,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,1,,,,1,1,2,3,1,2,,1,,2,,,1,1,2,1,1,,,,,2,2,3,3,1,6,1,,4,3,3,1,4,2,3,6,1,7,3,2,8,5,6,6,4,4,6,2,1,5,1,2,2,1,3,1,,4,1,,,,,,,,,1,1,,,,,,,152
10304,1,1,,,,,,,,,,,,,1,,,,,,,1,1,1,,,1,,1,1,1,,,,,1,1,,2,,,,2,1,,1,,1,1,,,1,,,2,,,2,1,1,,,,,1,2,2,1,,1,,1,,,1,1,2,1,1,2,,3,1,2,1,2,2,2,,3,,1,1,,,,1,1,,,,,,,,,,,,,,,63
10305,3,,,,,,,,,,,,,1,,,,1,,,,,2,,,,,,,,,,2,1,,,,2,,,,1,,1,,,,,2,1,,2,2,2,,1,1,1,5,6,6,,2,,2,3,2,,2,2,3,3,5,1,2,1,,1,2,1,1,3,4,2,,,5,4,1,,1,4,2,,1,4,,,,,,,,,,,,,,,,,107
10306,2,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,2,,3,,2,,2,3,,,1,,,,,1,,1,1,1,1,,1,4,1,1,,,1,3,2,2,,,1,,1,1,3,1,1,2,,2,1,2,,2,5,1,2,,,3,2,1,,,,,,,,,,,,,,,,,,,,69
10307,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,,,,,,,1,1,1,,,1,,1,1,1,,1,,,2,1,1,1,1,,,,,,1,1,2,,1,,1,,,1,,1,1,1,4,2,1,5,2,2,2,3,2,1,,2,1,,1,2,,1,,2,,,,,,,,,,,,,,,,,62
10401,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,1,,,1,,,,,1,,,,,,,,,,,1,,,1,,,,,,,1,,,1,,,,2,1,2,,,,,,,1,,1,3,2,,1,1,,2,,2,2,,1,1,1,,1,1,,,1,,,,,,,,,,,,,,,,36
10402,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,1,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9
10403,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,1,1,1,,1,1,,,,3,,,,2,,1,,,2,2,2,1,1,,1,2,,1,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,33
10404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,1,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,9
10501,14,1,2,2,1,,1,,,,,1,,,1,,1,2,1,1,1,2,2,1,4,2,2,2,1,2,3,3,2,3,2,,2,3,4,3,4,3,6,6,6,11,2,7,11,5,10,7,8,6,6,9,13,11,12,9,9,11,12,14,8,22,14,11,20,22,11,17,24,21,27,18,22,26,27,18,26,26,22,22,26,18,19,18,15,14,16,10,13,9,6,5,4,3,6,3,1,,,1,,,,,,,,,861
10502,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,1,1,,,1,,,,1,1,,1,,1,1,,,1,,1,2,2,2,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,27
10503,1,1,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,2,1,,,,1,1,,1,1,1,1,1,,,,1,1,1,,,1,,3,,,4,2,2,1,,1,3,1,1,5,3,3,2,1,2,4,1,3,2,1,,2,1,1,,,1,,1,,,,,,,,,,,,,,,,,73
10504,3,,,,,,,,1,,,,,,,1,,,,,,1,2,1,,,2,,,1,1,2,2,,,1,,1,3,2,,1,,,2,3,3,,2,4,1,2,2,2,5,1,,3,4,1,6,4,4,11,2,3,12,1,9,8,7,10,7,9,5,12,10,6,8,13,6,4,6,10,7,6,4,4,7,3,1,2,,4,3,1,,,,1,1,,,,,,,,,,,,277
10505,4,,,,,,,,,,,,,,,1,,1,,,1,1,,1,,,1,1,,,,,1,2,,,,,1,1,,,,,,1,,,1,,,1,1,1,,1,1,2,,,2,,1,,1,,1,,5,2,2,,3,3,4,,3,1,2,4,5,2,1,,2,3,1,,,,,2,2,1,1,1,,,,,,,,,,,,,,,,,80
10506,2,,,,,,1,,,,,,,,1,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,2,2,,,1,,1,,1,,,,1,1,1,,,,1,2,2,,2,1,1,2,2,3,2,1,,2,2,,1,1,2,3,5,3,3,3,2,3,2,2,,3,1,2,1,6,,1,1,,,,1,2,,,,1,,,,,,,,,90
10507,4,,,,,,,,,,,,,,,,1,1,,,1,2,,,,,,,1,,2,1,1,,2,1,,,,2,,,2,1,,3,,1,1,1,,1,3,2,3,2,2,3,,,,3,1,,3,3,1,2,4,3,1,2,3,2,8,1,5,6,3,3,2,2,1,2,3,5,2,2,1,2,3,,3,,1,1,,1,,,,,,,,,1,,,,,,130
10508,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,1,,,,,1,,1,,1,1,,,,1,1,1,2,1,3,1,,2,1,,2,,,3,2,2,4,,1,,1,1,1,,,2,1,,2,2,,1,,,,,,1,,,,,,,,,,,,,50
10509,1,,,,,,1,1,,,,,1,,,,2,,,1,,,2,,,,,,1,,,,2,,1,,,,,2,1,,1,2,,,,4,2,1,2,1,,3,5,,5,,,2,3,3,3,2,2,3,5,2,1,1,2,3,,1,5,2,,1,3,2,1,4,,3,1,4,3,3,1,4,,,2,,2,1,,,1,1,,,,,,,,,,,,,119
10510,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,,,,1,,,,2,,,1,,3,,2,1,1,3,,4,,2,1,1,2,2,,1,2,1,3,2,3,3,1,,2,1,3,4,3,4,6,5,3,5,4,,4,7,10,5,7,6,3,2,2,4,2,1,4,1,1,1,1,,1,,,,,,,,,,,,,149
10511,1,,,,,,,,,,,,1,,,1,1,,,,2,,,,,,1,2,,,1,1,1,1,1,,2,1,,,,3,2,2,,1,1,1,1,3,,,2,5,2,,4,2,3,2,2,6,1,1,1,3,,1,5,3,2,3,5,6,2,8,4,5,6,6,4,4,7,6,9,3,6,2,5,2,4,7,5,,2,1,,1,,,,1,,,1,,,,,,,,191
10512,5,,,,,,,,,,,,,,,,,1,1,1,,,,,2,,,1,,,,,,1,2,,,1,,,1,,1,2,,2,,1,1,,2,,4,2,,2,3,7,2,5,3,3,5,4,7,2,7,5,4,6,2,6,2,4,4,6,10,9,3,5,8,8,8,5,5,6,2,5,8,4,1,7,2,4,,3,,1,,1,,1,1,,,,,,,,,,227
11101,7,1,,,,,,,,1,1,,,,,2,,,,,2,,,1,,,1,,1,1,3,,,1,3,,3,,,2,2,,,1,2,2,2,2,3,1,2,2,6,1,1,2,3,6,4,6,5,5,3,2,6,3,3,2,2,6,3,6,5,2,6,3,9,7,2,4,6,4,2,6,5,5,6,5,4,3,8,2,2,2,1,2,1,,,,1,,,,,,,,,,,,227
11102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,6
11201,3,,1,,,,,,,,,,1,,,1,1,,,,1,1,2,1,2,,1,1,,1,1,,,2,,3,4,,,1,,,,1,,2,1,,2,,1,,2,1,1,,,1,1,3,,,1,,7,3,,2,1,3,1,2,1,5,1,4,2,,2,2,2,5,1,2,5,,2,1,1,2,5,2,1,1,,,1,,,,,,,,,,,,,,,,112
11202,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,1,,,,,1,,,2,,,,,,,,,,,,,,1,2,,,,,1,,1,,,,,,1,,,,,,,,,,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,18
11203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
11301,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,,,,,,,1,1,1,,,,1,,,,1,,1,1,,,1,1,,,,,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,18
11302,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
11303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
11401,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,1,,,,,1,,1,,,,,1,,,1,2,,,,1,1,,1,3,,3,1,1,,,,,,,,1,1,,,3,,,,,,,2,,1,,1,,1,,1,,,,,,,,,,,,,,,35
11402,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,2,,1,1,,,,,1,1,,,2,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,16
12101,16,,1,,2,,1,,,2,1,,1,1,,2,2,2,2,3,,1,3,3,1,3,2,2,4,,3,2,1,,3,1,1,1,3,3,5,3,5,3,7,2,1,6,6,8,3,8,9,4,3,10,8,13,13,9,6,15,10,15,16,15,17,14,13,15,7,13,19,17,21,25,27,22,21,13,27,21,25,17,22,21,13,13,11,11,15,11,11,7,5,10,7,1,1,1,1,1,,1,,,,,,1,,,774
12102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12104,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
12301,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,1,,,,,,,,2,1,1,2,4,,1,,,1,,2,1,1,2,1,1,2,,,2,1,2,1,,,2,,,,,,,,,,,,,,,,,,,,40
12303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12401,1,,,,,,,,,,,,1,,,,,,,,1,,,,,2,1,1,,1,,,,,,,,1,,2,1,,1,,,3,,,1,,1,2,2,2,1,1,1,3,1,5,2,1,4,,2,4,6,3,3,4,2,1,1,3,5,4,4,2,2,5,5,2,2,1,5,3,3,3,2,1,3,2,2,2,,2,1,,,1,,,1,,,,,,,,,,135
13101,19,,,1,,,1,,,,,1,,1,1,1,,2,1,3,2,3,1,1,3,3,3,1,5,2,3,3,1,5,6,4,5,9,6,3,4,8,7,9,9,7,5,7,9,10,7,9,16,7,10,9,18,14,8,17,9,19,18,15,20,10,19,18,20,24,26,35,27,20,37,25,32,36,36,35,35,43,34,37,46,46,58,51,37,34,32,23,27,33,21,18,11,12,7,4,2,1,,1,,,,,,,,,1384
13102,7,,,1,,,,,,,1,,,,,,1,1,,,2,,,1,1,2,1,2,1,1,2,1,2,,1,2,2,1,4,,3,1,3,1,3,3,,2,2,3,4,1,4,2,4,3,5,5,4,2,3,6,9,8,7,6,3,11,6,3,12,3,5,11,8,11,10,13,11,19,12,10,6,11,8,13,3,14,5,5,5,3,2,3,2,5,1,,,1,1,,,,,,,,,,,,367
13103,17,,,,,1,,1,,,1,,,1,,1,,1,1,3,,1,,1,3,2,2,3,1,1,2,4,4,3,3,5,3,3,5,8,5,4,3,5,6,6,6,9,5,5,5,12,11,8,8,8,7,8,15,19,8,15,17,10,20,19,18,19,20,22,18,21,11,20,14,13,24,30,18,14,15,19,20,18,14,11,19,10,17,9,7,3,9,4,5,1,3,,3,,1,,1,,,,,,,,,,776
13104,13,2,,,2,,,,,,,,,,,,1,,1,,1,1,2,,2,4,1,2,,1,4,1,3,3,3,,4,1,3,4,5,2,4,2,6,5,11,8,10,2,3,9,7,7,6,6,8,4,9,9,11,5,15,10,20,13,18,12,14,16,18,26,17,21,20,37,32,29,25,30,26,30,20,27,13,22,22,20,8,12,14,15,12,7,6,5,2,5,3,2,2,1,,1,1,,,,,1,,,848
13105,20,2,1,1,,,1,,,,,,1,,,,,1,2,1,1,6,5,2,2,1,3,4,6,5,5,,3,3,5,4,6,2,4,3,8,3,3,8,4,8,1,11,9,4,5,6,7,12,8,7,10,18,5,13,10,19,16,11,13,12,15,13,24,13,19,18,9,17,22,19,20,25,27,20,21,17,20,27,11,18,8,12,14,13,8,10,11,5,8,5,4,3,1,3,1,2,,,,,,,,,,,814
13106,16,1,1,,,,,,,1,,,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,3,3,1,1,3,2,5,2,7,5,6,2,3,5,2,3,5,5,5,9,4,6,6,5,10,10,8,5,10,20,10,8,4,12,14,10,19,8,16,13,14,16,23,26,14,20,27,23,26,29,33,18,24,20,27,22,24,17,29,14,15,17,10,10,9,10,8,12,7,4,6,4,,,,1,,,,,,,,,875
13107,11,,1,1,1,1,,,,,,,,2,,,,,1,1,,1,,1,1,2,1,,,1,2,,,2,1,3,4,2,1,4,2,1,4,1,2,2,4,3,2,1,4,3,,3,4,2,4,6,8,9,1,3,11,11,9,7,9,9,8,5,8,6,4,11,11,12,9,6,11,4,6,10,5,9,5,6,5,3,3,4,1,1,3,4,2,1,,,1,,1,,,1,,,,,,,,,336
13108,17,,,,1,,,,,1,,,,,,1,1,,,,1,,,1,1,2,2,,,2,1,2,2,,1,1,,2,,1,1,,2,6,4,3,2,5,,3,6,6,6,7,4,5,11,9,12,8,16,9,6,17,7,14,8,13,5,13,12,14,19,13,24,26,19,19,32,18,28,24,23,28,25,21,32,30,30,15,14,23,17,19,25,15,12,9,1,,3,1,1,,,,,,,,1,,841
13109,7,2,,,,,,,,,,,1,,,2,1,,1,,,2,1,,2,,2,,1,,,2,,,1,,2,2,,,,,3,2,6,4,5,3,4,6,2,3,2,5,6,3,2,7,5,10,8,10,7,9,4,11,14,14,12,15,13,13,10,20,21,13,15,15,19,15,21,15,26,17,18,25,16,16,18,16,14,18,12,8,11,6,9,7,1,1,1,,,,,1,,,,,,,642
13110,22,3,3,4,1,1,,,,,,,1,1,1,,3,4,2,2,3,6,1,5,8,6,3,2,2,5,3,4,6,1,10,6,5,3,9,7,13,7,5,7,4,9,12,9,11,11,21,10,13,13,21,18,21,11,27,27,24,37,21,42,34,27,27,26,26,23,41,38,36,31,38,39,35,38,56,47,55,38,40,39,47,38,36,23,38,32,28,22,22,18,13,14,7,5,7,3,2,1,,2,,,,,,,,,1629
13111,8,,1,1,1,,,,1,1,3,1,1,,,1,,,,2,3,3,1,2,2,,,1,3,,4,4,4,2,3,1,,4,4,,4,2,3,9,3,8,5,2,4,4,8,2,4,5,5,8,12,10,12,11,8,9,8,11,13,10,10,17,14,16,22,15,23,22,17,21,25,16,12,28,13,17,12,15,18,16,16,7,11,11,10,6,1,2,2,2,5,2,1,,,,,,,,,,,,,,667
13112,32,2,,2,1,,1,,,1,1,,,1,,2,3,2,2,4,5,6,5,6,1,,3,5,3,2,2,5,5,,4,6,2,2,4,4,6,5,8,11,11,6,5,11,6,6,8,9,11,8,12,11,13,17,4,12,12,20,9,12,12,17,14,24,23,16,20,18,21,13,11,22,13,12,17,15,13,9,13,6,13,7,12,6,9,7,6,5,7,5,3,3,1,1,1,,,,,,,,,,,,,,752
13113,5,2,,1,1,,,1,1,,,,,,,,,,1,2,,1,2,,1,,,,1,,1,2,,,1,,1,,3,,1,4,1,2,2,3,4,1,,3,5,4,3,3,3,3,2,2,5,3,7,2,5,4,8,4,6,9,9,10,7,13,8,11,13,8,17,7,15,15,11,11,15,18,21,20,21,16,17,17,16,23,12,5,16,10,6,4,4,2,3,,,1,,,,,,1,,,529
13114,15,1,,,,1,,1,,,,1,,,1,,2,,,,5,1,2,,1,,1,2,3,4,1,1,4,1,3,2,1,4,1,2,2,3,5,7,5,5,2,8,2,11,6,3,12,6,11,6,11,9,13,10,10,15,12,13,19,13,23,22,16,23,12,21,24,29,37,36,40,35,46,47,51,35,38,45,43,44,37,39,46,54,59,48,38,36,31,35,14,21,15,10,4,5,3,2,5,1,,,,,,,1450
13115,8,1,,,,1,,1,,,,,3,1,,,,,,1,,,1,,4,1,,,1,1,,,1,1,1,,,,,,,,2,1,2,1,2,2,1,3,1,1,,1,3,1,4,3,2,1,1,1,2,6,3,2,,4,4,4,2,3,5,2,6,6,6,2,7,4,9,6,4,11,9,6,4,3,5,7,8,5,2,3,2,3,,1,,,,1,,1,,,,,,,,,218
13116,15,2,1,,,,,,,,,1,,,,1,1,2,2,2,1,3,3,3,3,3,1,,3,3,3,,,,3,,,1,8,4,4,5,6,5,5,7,6,8,3,10,10,7,3,10,4,7,6,5,7,8,8,6,10,8,12,9,13,8,10,11,13,12,17,23,16,21,23,23,17,16,19,24,23,19,15,18,11,11,10,6,8,7,3,5,1,4,3,,2,,,1,,1,,,,,,,,,662
13117,15,1,,,,1,,,,1,,,,1,,1,1,,,,1,,,1,,,,4,,,1,1,3,3,1,5,5,2,4,5,3,5,3,4,3,2,5,6,4,5,4,4,9,5,5,6,5,5,8,8,10,9,7,11,7,14,13,12,13,14,8,12,12,8,16,17,17,12,17,19,16,11,9,15,7,10,13,7,13,7,6,11,11,4,5,2,1,4,2,1,,1,,1,,,,,,,,,561
13118,15,2,,,,,,1,,,,,1,,,1,1,2,,,,1,,,2,1,3,2,,,2,2,,,3,,1,,1,3,,1,1,1,6,3,3,9,1,3,4,8,4,2,3,3,7,8,4,8,6,6,5,13,6,3,9,10,18,9,17,9,12,12,13,14,12,17,17,18,16,14,19,8,12,10,10,26,10,15,14,11,10,14,11,9,9,5,7,2,2,,3,1,,,,,,,,,587
13119,50,3,1,1,1,,1,1,1,4,3,1,,3,4,2,4,4,6,8,4,4,3,2,3,3,4,5,3,1,1,4,8,5,5,2,7,4,6,7,6,10,13,12,11,11,13,6,17,14,9,7,16,14,22,19,16,28,28,17,26,31,20,35,27,25,22,27,31,39,34,30,40,36,38,37,41,49,48,46,42,48,42,38,41,35,38,24,32,21,27,13,13,16,8,9,7,5,3,2,1,1,,,,,,,,,,,1616
13120,13,,1,1,,,,,,,2,2,,,,,,,2,2,1,1,3,1,,2,,,1,1,2,1,3,2,3,1,,3,2,3,,1,3,5,2,7,5,2,8,7,3,8,8,5,3,3,4,5,9,13,10,13,5,12,7,11,14,11,18,14,17,21,22,26,45,33,28,31,51,39,35,47,37,46,54,42,45,39,51,51,37,36,42,27,26,14,27,18,8,10,10,4,3,,,,,,,,,,1291
13121,14,1,,,,,,1,,,1,1,,,1,,3,3,,1,3,4,,2,,,2,,,1,4,,2,2,,1,2,2,,2,7,8,2,8,7,6,4,4,9,9,5,7,4,3,5,9,8,8,14,9,9,12,12,8,4,8,12,9,13,17,5,11,18,17,25,22,26,26,31,28,29,23,23,35,20,23,23,15,20,21,8,15,10,8,5,3,1,2,3,2,2,,1,1,,,,,,,,,795
13122,33,,,1,,1,,,,,1,1,1,,3,5,4,2,2,1,4,3,1,4,2,4,1,2,2,6,1,5,2,2,5,1,3,2,6,7,3,2,6,11,7,4,5,6,3,9,6,9,8,8,13,10,11,18,14,17,19,19,11,17,12,29,21,23,18,20,16,22,22,21,24,23,23,21,20,27,28,20,19,21,22,17,20,17,12,12,12,9,15,4,8,6,5,3,2,,1,,,1,,,,,,,,,950
13123,12,2,,,1,1,1,1,,,,,,,,1,3,,,,1,1,1,1,1,,1,1,1,1,2,1,2,1,1,1,3,1,2,3,1,4,2,9,4,5,5,1,7,,1,3,6,2,2,3,6,5,5,12,8,7,7,18,8,5,12,8,6,12,14,13,12,20,21,25,23,28,31,33,26,25,41,37,34,41,39,39,36,29,33,41,32,41,33,27,19,12,16,10,9,3,1,1,,,,,,,,,1067
