Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.111,muertes.115,muertes.total
13101,40,1,1,,1,,,2,1,1,,,1,,,,2,,,1,2,3,5,3,3,3,2,3,3,6,3,1,7,2,1,3,6,5,12,7,6,4,5,5,4,6,10,10,12,8,8,9,11,17,10,13,14,7,19,17,19,29,14,19,23,18,14,20,26,27,35,41,36,41,36,43,35,47,34,41,49,46,45,45,40,47,57,49,41,38,34,33,29,32,15,16,11,6,7,2,3,1,1,,,1,1,,,,,,,1573
13102,8,,1,,,,2,1,1,1,1,1,,,2,,1,3,2,1,,,2,,2,2,3,2,1,1,2,,1,4,2,2,,3,3,3,,,3,2,5,4,5,3,2,1,2,7,2,2,4,3,4,10,7,2,5,6,9,2,4,4,4,3,10,7,11,10,9,11,10,9,14,6,9,4,16,10,9,4,6,6,14,4,7,4,4,8,,5,,2,,,,,,,,,,,,,,,,,,372
13103,27,1,,,3,,,,,1,,,,,,2,,2,2,,4,4,1,2,,4,2,2,7,5,4,4,1,4,,2,3,2,8,2,4,5,5,5,1,13,9,4,8,4,4,6,11,7,7,12,17,9,12,12,15,19,15,15,21,23,15,14,16,13,19,18,13,19,18,13,10,24,10,13,18,19,12,12,9,11,14,12,7,10,9,8,6,5,2,3,1,1,,1,1,,,,,,,,,,,,,738
13104,34,1,1,2,1,,,,,,,2,,2,3,1,1,1,,1,2,2,3,1,1,1,1,2,1,,5,2,4,3,5,4,11,,4,6,2,2,7,6,6,7,3,7,5,10,6,9,3,6,10,3,10,12,9,16,21,16,22,11,17,14,21,16,31,26,22,26,21,26,20,11,25,24,26,24,15,26,12,26,13,17,18,20,16,15,10,11,7,12,4,4,3,5,1,,,1,,,1,,,,,,1,,,905
13105,21,3,1,,,1,,1,1,1,,,1,,1,,2,3,,7,5,6,4,3,2,1,2,6,3,3,2,3,2,5,7,3,1,4,5,3,4,4,3,3,3,3,6,3,8,6,17,7,13,7,7,13,12,8,11,20,12,17,14,19,16,12,14,22,16,19,17,16,27,28,27,24,20,18,20,22,14,21,18,17,15,9,17,12,13,13,12,6,11,7,5,1,2,3,3,,3,,1,,,1,,,,,,,,855
13106,23,2,,1,1,1,,,,,,2,,,1,3,1,2,1,1,,2,1,2,,1,3,5,2,5,3,2,5,2,1,2,2,5,3,5,3,5,10,10,7,4,6,9,10,5,7,8,5,11,8,17,17,9,11,11,19,18,11,13,15,17,22,8,14,25,25,21,22,24,27,19,18,26,26,33,26,21,21,30,20,21,22,23,21,14,17,12,10,8,5,7,2,4,3,,2,,,,,,,,,,,,,955
13107,7,5,1,,1,,,,1,,,1,,,,1,2,,,2,3,,1,,,3,2,1,2,3,1,1,1,2,4,1,1,2,,2,1,1,1,,4,3,2,2,2,,9,1,4,2,3,5,11,6,10,6,5,5,6,5,2,5,6,5,5,5,14,8,7,5,7,4,10,5,9,3,6,5,6,7,5,3,5,5,5,1,4,6,1,3,2,2,2,,,,,,,,,,,,,,,,,313
13108,10,1,1,1,1,,,,,2,1,,,,2,,,1,2,,,,1,1,3,1,3,1,1,2,,4,4,2,,,2,2,2,,3,2,3,4,5,,2,2,6,1,4,5,3,8,4,8,4,5,6,9,7,8,10,6,6,6,5,10,11,7,17,17,16,18,21,18,17,25,19,21,23,21,18,20,25,23,19,22,26,34,18,18,14,12,16,3,8,4,3,5,4,,,,,,,,,,,,,736
13109,16,,1,1,,,1,,,,1,,,1,,,,,,,,1,1,3,,,1,1,2,2,2,1,2,2,,1,1,1,,1,1,2,1,2,4,3,3,3,1,2,6,3,4,4,3,5,7,6,2,4,5,12,8,6,7,9,5,9,13,13,10,9,9,15,13,18,15,18,14,19,17,18,15,17,13,7,22,19,17,13,14,14,10,5,5,7,1,1,4,,3,1,3,,,,,,,,,,,562
13110,42,4,2,,1,,,1,1,1,,,1,1,1,1,1,6,,2,5,2,1,7,2,6,6,8,3,4,4,1,5,6,4,3,6,7,7,9,6,14,3,9,6,10,8,10,11,16,9,15,16,20,24,25,16,15,23,28,23,26,24,18,23,20,35,33,23,34,34,36,30,49,31,27,33,34,35,42,42,36,21,41,34,43,28,20,38,29,20,19,15,5,13,10,5,6,2,1,1,2,,1,,,,,,,,,,1487
13111,18,1,,,1,,1,1,2,,1,1,1,1,,,1,3,,,1,,2,3,1,4,2,2,5,1,1,3,5,2,6,6,4,3,7,4,1,4,6,5,1,2,4,8,6,5,6,2,3,9,7,8,6,9,11,10,11,9,10,9,18,11,14,12,15,23,15,23,20,18,17,18,23,18,17,12,15,14,16,15,13,8,11,7,8,7,5,4,5,5,2,7,2,2,,,,,,,,,,,,,,,,666
13112,25,1,,3,,1,1,,1,,2,,1,3,2,1,1,4,3,3,3,2,7,2,3,4,2,2,4,1,7,2,3,2,3,3,7,4,7,6,9,3,3,5,5,11,14,6,6,10,5,6,13,10,13,8,7,11,17,12,5,12,6,12,9,10,13,5,9,14,16,12,18,15,9,9,12,7,12,7,10,11,10,7,14,16,9,12,10,7,5,5,4,2,,1,1,1,,1,,,,,1,,,,,,,,,639
13113,6,,,2,1,,,2,,1,1,1,,,,,2,,1,,,3,3,2,1,1,3,1,1,1,1,,,,1,,,1,,,2,2,5,2,2,1,4,,4,3,3,1,5,2,2,6,3,6,1,6,10,4,7,7,3,5,9,9,7,9,13,10,8,16,17,13,11,12,13,18,20,18,15,18,20,20,18,12,15,16,19,12,8,9,12,3,7,3,1,2,1,,,,,,,,,,,,,546
13114,16,1,1,1,,1,1,1,1,,,,,1,,1,,1,6,2,1,1,,3,,1,5,4,,,2,4,,1,1,5,4,3,2,6,4,5,2,4,3,4,3,6,4,9,5,8,12,11,5,6,10,13,15,9,12,6,8,12,8,17,10,19,21,22,23,27,30,26,28,29,33,28,35,41,32,41,48,43,42,41,53,50,36,33,42,43,28,29,26,17,12,11,12,7,2,4,2,2,1,,,,,,,,,1307
13115,2,,1,,,,,,,,,1,1,,,,,2,1,,,,,,1,2,1,1,,1,,,,1,1,3,1,,,,3,1,1,1,,1,1,,1,1,1,1,1,3,1,3,1,1,3,2,1,1,,6,2,3,7,1,4,4,4,2,5,7,6,6,2,4,2,7,5,6,5,5,6,6,9,6,5,4,3,2,4,1,1,3,,1,,,,,,,,,,,,1,,,,194
13116,23,2,2,3,,,,,1,1,,2,,,,1,2,2,2,,4,1,1,,3,3,3,2,4,2,3,5,3,3,3,6,4,5,5,7,6,5,4,2,6,4,8,7,9,2,10,3,5,8,6,8,8,4,5,17,15,9,7,12,11,19,19,14,19,20,21,30,31,23,18,17,19,18,14,14,17,14,7,10,8,16,9,14,12,6,7,3,6,8,1,,2,,2,,1,,,,,,,,,,,,,728
13117,15,1,,,1,,1,1,,1,1,,,1,1,,,1,1,1,2,1,,1,1,2,1,5,3,4,2,1,1,1,2,5,2,4,3,3,5,1,2,4,1,8,2,2,3,2,4,6,2,4,6,5,9,13,12,7,10,14,7,6,12,17,9,3,16,14,16,14,14,20,13,12,17,13,17,11,9,12,11,6,11,14,12,8,8,3,10,9,3,4,4,3,1,,,2,1,,1,,,,,,,,,,,555
13118,12,,,,,,1,,,,,,,,,,,1,,1,,,,1,4,1,,1,,,1,3,2,3,1,4,3,2,2,4,2,,1,9,2,4,5,2,2,6,3,4,1,6,8,5,7,6,9,8,8,8,8,6,6,9,8,15,14,14,17,21,18,20,16,15,10,14,16,24,17,16,18,16,21,17,9,19,15,16,10,7,12,11,8,2,4,2,1,1,2,2,,,,,,,,,,,,630
13119,63,6,3,4,2,,3,3,1,,1,,1,3,4,2,2,2,2,3,5,6,6,3,4,3,3,6,3,4,3,5,8,7,5,6,10,8,8,14,8,10,9,8,11,8,16,17,15,12,14,7,16,16,17,17,25,17,21,16,18,19,21,27,19,22,30,20,25,26,31,25,41,29,20,42,29,24,32,37,32,25,33,27,31,28,27,21,25,22,17,9,10,12,7,8,4,3,,,3,2,,,,,,,,,,,,1385
13120,14,,,,3,1,,,,,,1,1,1,1,3,,,1,1,,,1,,1,4,3,2,1,2,3,3,1,,2,3,5,4,4,2,4,3,2,3,3,3,1,,9,3,10,5,6,10,6,9,8,14,11,7,13,11,11,12,14,17,15,13,19,26,21,25,23,30,34,26,38,39,45,42,46,28,39,45,46,44,44,57,38,34,35,30,38,21,27,14,12,10,12,7,4,2,1,,,,,1,,,,1,,1295
13121,13,1,,,1,,1,,,1,1,1,1,,2,1,2,,,,3,3,1,,2,,2,1,1,3,2,5,3,2,3,4,2,1,1,7,6,3,5,2,3,10,4,3,5,6,10,2,6,2,2,11,9,9,12,9,6,8,10,10,14,14,10,11,15,27,19,22,22,28,21,19,29,24,28,30,30,23,21,22,21,15,14,17,15,11,7,16,8,5,6,2,2,,1,,1,,,,,,,,,,,,,794
13122,21,,3,,,,2,,,1,,,1,,,1,2,,1,3,2,7,1,7,2,2,3,1,2,4,2,3,2,5,5,4,8,4,7,8,4,7,3,7,6,7,9,4,6,9,5,9,7,11,17,11,12,9,17,13,11,16,17,17,18,13,17,13,12,21,19,18,22,25,11,22,15,13,25,13,21,18,20,15,11,19,12,21,10,12,11,8,8,5,2,1,2,,2,,1,1,,,,,,,,,,,,825
13123,5,1,,2,1,,,2,,,,1,,,1,1,,1,,1,1,1,,,1,,2,,2,1,2,,1,2,1,1,2,,2,,1,1,2,1,7,1,4,2,3,2,2,6,6,7,5,6,7,10,8,9,6,11,10,10,7,10,11,9,10,10,13,19,16,24,18,26,29,22,31,26,31,24,33,29,39,52,42,41,44,43,32,31,29,32,26,29,14,9,11,8,7,3,1,1,1,2,,,1,,,,,1058
13124,27,3,3,,1,,,1,,,,3,2,,1,1,,3,3,2,1,2,3,2,3,3,2,2,5,5,3,1,3,7,4,5,6,6,8,5,4,1,8,6,7,4,9,4,4,8,7,12,9,9,7,6,14,10,13,17,16,8,11,17,11,21,17,10,15,17,23,24,18,17,16,15,11,18,13,9,15,10,16,14,15,13,8,13,5,8,11,4,2,3,1,4,1,1,2,,,,,1,,,,,,,,,,739
13125,27,3,1,1,,1,,,1,,,,,,,,,3,3,2,3,1,2,1,,1,1,1,2,2,1,,4,1,3,3,1,5,4,1,5,1,4,4,3,1,2,1,,2,3,3,1,2,4,4,4,4,3,2,6,7,6,5,4,4,4,4,4,5,7,3,4,6,7,8,9,6,6,4,6,3,6,5,5,4,5,4,3,3,3,3,,,2,1,1,,2,,,,,,,,,,,,,,,297
13126,10,,,,,1,,,1,1,,,2,,,,,2,,,,,1,2,,1,1,,5,1,1,2,1,2,3,1,9,2,1,3,3,5,4,4,2,5,6,5,5,6,6,2,3,7,6,7,6,10,13,11,14,14,14,18,15,7,11,13,18,18,18,18,28,20,21,21,22,25,17,29,26,23,18,29,23,32,30,20,32,24,17,20,11,11,8,4,9,5,5,1,,1,1,,,,,,,,,,,880
13127,25,2,1,1,2,,,1,1,,,,,,,2,3,2,1,1,2,3,,1,3,2,2,3,7,6,6,6,1,4,5,4,3,6,5,3,6,3,9,4,5,3,8,5,9,7,7,7,6,11,12,11,12,13,13,13,23,14,14,14,13,14,20,15,21,24,23,31,28,29,18,27,11,26,33,23,31,33,29,32,23,26,20,33,23,17,12,16,18,12,12,9,6,2,5,2,4,2,1,1,,,,,,,,,,1068
13128,13,3,1,1,,,1,1,,,,,1,,3,,,1,2,2,,1,2,2,2,2,,6,1,3,3,2,1,3,1,5,4,6,7,5,4,7,6,4,1,3,1,8,6,4,5,4,7,9,8,9,7,10,6,10,14,9,10,5,8,7,13,8,10,15,15,11,21,16,18,7,18,15,10,19,10,15,16,12,12,14,10,7,4,9,7,8,9,6,3,1,1,2,,1,1,1,,,,,,,,,,,,602
13129,7,,,,1,,,,,,,,1,,,1,,2,1,1,,1,,1,2,1,6,2,5,,3,2,1,3,2,1,3,1,4,2,1,3,3,4,3,3,5,3,4,6,4,4,4,3,5,4,10,6,7,6,11,5,8,10,13,13,15,7,28,10,11,24,23,19,13,25,17,27,13,18,22,22,24,19,17,18,16,20,12,20,14,9,9,1,3,3,1,4,2,1,1,,,,,,,,,,,,,690
13130,11,,,3,1,,1,,1,1,,,1,,,,1,,,2,,1,1,2,,,2,2,,1,2,1,2,3,1,2,1,1,,1,4,5,1,4,3,7,5,2,,4,3,5,3,6,2,8,5,10,7,6,6,8,1,11,15,6,7,12,13,14,18,18,18,24,17,18,13,21,23,20,29,31,23,18,23,20,22,28,22,21,14,11,15,8,15,9,4,5,1,1,2,2,,,1,,,,,,,,,743
13131,22,1,1,,1,,1,,1,,1,1,1,1,,1,,,4,1,1,4,3,,2,1,2,1,2,3,4,1,3,5,5,1,2,1,2,2,4,4,,,3,7,5,2,4,6,4,7,15,4,10,6,6,4,13,8,7,10,5,10,10,10,9,10,13,11,10,15,10,15,8,12,14,16,7,9,16,26,8,14,7,9,5,5,4,9,5,7,2,3,3,,1,,1,,,1,1,,,,,,,,,,,532
13132,1,1,1,,,,,,,,,,,,,1,,,,1,2,,,1,1,,1,,,,,1,3,1,,1,1,1,,1,3,2,1,2,,1,3,1,,1,,2,,2,2,3,3,2,3,,2,2,5,3,5,5,1,5,6,5,11,4,6,3,8,8,6,9,8,9,16,10,14,7,12,8,12,15,14,11,11,10,9,7,11,2,6,4,,1,,2,,,,1,,,,,,,,344
13201,64,5,2,3,,2,1,2,2,1,,1,1,2,2,3,3,2,3,3,10,3,1,5,2,7,4,10,2,4,10,4,9,7,10,7,12,13,14,6,10,11,10,8,8,13,9,13,9,9,11,18,18,12,15,15,23,14,9,23,19,26,20,21,27,31,35,18,30,28,29,41,41,35,30,30,34,24,30,37,28,30,25,27,36,46,22,17,19,24,12,24,10,9,6,4,4,3,6,2,,2,1,,,,,,,,,,,1443
13202,3,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,1,,,,2,,2,,,1,,,,,,1,1,,1,1,,1,,1,,,,,,,1,,1,1,1,1,1,3,6,1,2,2,1,2,3,1,2,2,,3,1,1,2,1,3,,1,,,1,,,,,,,,,,1,,,,,,,,,63
13203,1,,,,,1,,1,,,,,,,,,,,1,1,2,,,,,,,1,,1,,,,,,,1,,,,1,,1,1,,,,1,,1,,,,,1,,2,,1,,,,,2,1,2,5,1,,,2,,2,1,2,3,1,3,2,3,2,1,,1,3,,1,,3,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,69
13301,20,3,1,,1,,1,,,,3,,,1,,,,1,2,,2,2,1,1,1,1,4,2,2,1,,,1,1,,2,1,2,1,,3,,4,3,2,4,4,1,1,3,7,2,3,3,5,6,1,2,2,1,4,2,2,3,2,4,3,1,7,8,8,5,8,4,5,6,3,5,9,7,8,7,10,4,6,9,4,7,2,4,1,,2,1,,1,,1,1,,,,,,,,,,,,,,,279
13302,13,1,,,,,,,,,1,,,,,,1,,1,1,1,,2,2,,1,,,1,,,,,3,,1,1,,,1,,,,1,1,,,3,1,,2,4,,,2,2,1,3,4,2,3,5,2,3,3,2,4,3,4,5,5,4,3,3,1,4,2,4,5,3,6,8,3,7,8,,3,6,5,7,7,3,2,,,,1,1,,,,,,,,,,,,,,,,192
13303,1,,,,,,,,,,,,1,1,,,,,1,,,,,,1,,,,,,,1,2,1,,,,,,,,,,,1,,,,,2,,1,2,,1,1,1,1,2,1,3,1,,,1,,2,1,,2,4,1,2,1,3,1,2,1,1,2,1,1,,2,2,2,2,,1,1,2,1,,,,1,,,,,,,,,,,,,,,,,,66
13401,40,3,,2,,1,,1,,1,1,1,1,,1,3,3,5,4,5,1,2,,1,1,6,3,6,6,3,9,9,4,4,6,6,5,3,6,4,8,6,5,9,9,2,10,7,12,8,8,11,10,13,12,6,8,20,8,14,12,16,12,18,23,20,9,12,27,28,20,32,28,33,30,20,19,15,20,26,24,25,21,18,20,22,23,21,17,25,15,16,13,4,6,5,7,4,1,4,2,1,,1,,,,,,1,,,,1059
13402,7,,1,,,,,1,,,,,,,,,2,,1,,3,2,2,,4,3,1,1,1,1,,,,,1,3,2,1,4,1,2,2,1,5,1,2,2,3,1,3,3,2,4,2,6,2,1,2,2,5,7,3,4,4,5,1,6,1,3,6,4,5,8,11,7,5,6,9,12,7,12,3,9,5,4,5,5,6,8,6,1,2,6,1,3,2,1,1,,,,,,1,,,,,,,,,,288
13403,3,,,,,,,,,,,,,,,,,,,2,1,,,1,,,,,,,,1,,,2,,,,,,1,1,,,,,,,,,,,1,,,,1,,,1,2,,,1,,2,1,,1,3,2,1,1,2,,,2,,2,2,1,1,1,1,,1,1,,,2,,1,,,4,,1,,,,,,,,,,,,,,,,,51
13404,8,1,,,1,,1,,,,,,1,2,,,,1,,1,2,,1,,,2,1,,,2,,,,2,2,,2,,2,1,1,2,2,2,3,1,1,2,2,1,,4,1,,4,2,2,1,2,3,4,2,4,2,5,5,6,4,6,1,9,4,6,8,5,4,7,9,6,7,6,4,7,8,4,5,8,7,7,1,5,5,3,2,3,,1,,,,,,,,,,,,,,,,,249
13501,13,3,2,1,,,,,,,2,1,,,,1,1,2,,,,,1,4,,1,3,,2,,1,3,1,1,1,4,1,3,1,2,1,3,4,3,4,2,6,1,1,6,3,5,5,2,4,6,,4,6,4,3,8,5,6,9,6,7,7,8,8,13,12,15,9,14,11,10,11,13,12,19,14,21,10,9,15,16,12,14,12,4,6,7,7,1,2,2,2,2,,1,,2,,,,,,,,,,,490
13502,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,1,,1,2,,2,1,,,1,2,2,,,,2,,1,,1,,,,,1,,,,1,,,,2,,,1,,,,1,,,,,,,,,,,,,,27
13503,2,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,1,,1,1,3,2,2,,1,1,1,,1,1,1,2,4,3,2,3,3,,1,1,1,1,3,,2,2,1,,4,3,4,4,1,1,1,3,1,1,2,3,1,4,2,4,3,2,2,,3,1,3,2,,3,,,,1,,,1,,,,,,,,,,,,112
13504,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,3,,,,1,1,1,1,1,3,1,1,2,,,,1,2,2,1,1,2,1,,1,,2,3,1,1,,,,,,1,,,,,,,,,,,,,,,,,41
13505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,2,,,,,,1,,,,,,,1,,,1,,,,1,1,,,,1,,2,,1,1,3,,2,,1,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,28
13601,3,3,,1,,,,1,,,,2,,,,1,1,,1,1,1,1,,,,1,,1,1,1,,2,2,,,1,2,,1,1,2,1,1,1,3,1,,1,,2,6,2,2,1,4,1,7,4,4,4,5,5,2,3,7,5,3,7,3,7,11,8,5,3,9,3,4,6,4,6,10,4,5,2,5,4,6,3,6,3,5,7,4,1,3,,,,,,1,,,,,,,,,,,,,251
13602,4,2,,,,,,,,,,,,2,,1,,,,,1,,,,1,,,,,,,,,2,2,2,2,1,,3,1,2,3,,,,,,,2,2,1,3,2,,1,1,1,5,,1,1,1,2,2,4,,2,5,,5,3,3,3,4,6,6,5,5,5,,4,4,,3,2,6,1,5,4,2,,2,1,2,,1,,1,,,,,,,,,,,,,,,148
13603,3,1,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,1,1,,,1,,,,1,,1,,,,,,3,1,,1,,,2,,2,2,,2,2,4,1,1,1,,1,,2,3,,2,1,3,5,5,7,4,2,3,5,4,3,3,3,2,5,2,4,1,,,5,1,2,,,1,2,,,1,,,,,,,,,,,1,,,118
13604,3,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,3,,,2,3,,1,1,,1,,1,1,,2,3,1,2,,1,5,4,5,2,,4,5,2,1,2,3,2,4,3,2,3,3,3,4,6,5,,2,3,1,4,1,1,2,4,4,,3,4,2,1,1,2,2,1,,1,,,,,,,,,,,,,,,,,,135
13605,5,2,1,,,1,,,1,,,,,,,1,1,,1,,1,1,,,,1,,,1,2,,,,2,1,1,1,,,1,1,2,1,2,4,1,2,1,,,,3,1,4,3,4,5,4,3,3,6,2,2,6,4,3,7,6,5,2,3,7,9,11,6,4,7,3,4,6,9,5,7,12,6,10,5,3,9,1,4,5,,1,1,3,2,,,,,1,,,,,,,,,,,,256
