Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.111,muertes.115,muertes.total
9110,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,1,1,,,,1,1,1,1,1,,,,,1,,,1,1,,2,1,,1,1,1,,2,1,1,,4,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,35
9111,10,4,,2,,,,,,,,,,,1,,1,2,1,1,1,,,,,1,1,1,2,,,1,1,,1,,1,,2,1,1,1,2,2,1,1,3,1,,4,5,4,1,,2,2,3,2,1,4,6,1,7,4,4,3,7,5,5,7,5,8,7,11,6,9,6,3,3,10,9,9,15,10,5,2,9,8,5,7,5,4,3,4,5,2,,,,,,1,,,,,,,,,,,,295
9112,9,1,2,,1,,,,,,,,1,,,,,1,2,1,1,1,1,1,1,2,2,,,,,,2,1,2,1,1,2,1,2,1,5,3,3,1,1,2,3,3,1,3,3,4,4,5,1,4,4,6,8,3,5,3,2,4,4,6,7,3,6,11,3,9,7,7,5,9,9,11,4,5,5,9,10,9,4,4,4,7,5,7,4,1,,3,1,1,,1,,2,,,,,,,,,,,,,304
9113,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,2,1,,2,,,,1,,,,1,,1,1,,,1,1,1,1,1,1,1,2,1,,1,1,1,1,,1,,1,1,3,2,,2,1,,2,2,2,1,,,1,,,,,,,,,,,,,,,,,,,,,46
9114,3,2,,,,,,,,1,,,,,,,,,,,,,,,1,,1,1,,,,,2,,2,2,,1,,,,3,4,1,,3,1,1,2,,,4,,,2,2,2,1,5,2,2,1,2,5,,3,3,3,3,6,1,2,4,3,4,6,7,8,5,3,1,4,4,8,6,6,2,3,2,6,1,3,,3,3,2,2,,,,1,1,,,,,,,,,,,,178
9115,4,,,,,,,,,,,,,,,,,,1,,1,1,,1,,,,1,,,,1,1,1,,1,,,,,1,,1,2,2,,,,1,1,2,1,3,,2,1,,1,1,2,3,1,,,,3,1,,2,5,5,3,2,6,,1,3,3,3,1,2,,,3,2,,1,6,1,2,,3,3,1,2,1,1,,,,,,,,,,,,,,,,,104
9116,2,1,,,,,,,,,,,,1,,,,,,1,1,1,,2,1,,1,1,,,,,1,1,1,,,3,,,,1,1,1,3,,1,,,,,,,,1,1,2,1,3,1,,2,1,4,1,1,1,,1,,2,2,2,4,,4,3,4,6,3,1,4,6,2,7,1,6,5,1,3,2,2,,1,1,,,,1,1,,1,,,,,,,,,,,,120
9117,,1,1,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,,1,,,,,,1,,,,,1,,1,,1,,1,1,2,,3,2,2,,1,,,1,2,,1,,1,,,1,1,,1,2,2,4,,2,3,3,1,,2,1,3,5,4,4,3,3,5,3,4,3,,2,1,2,1,,1,,,,,,,,,,,,,,,,,,96
9118,4,1,,,,,1,,,,,,,,,,,1,,1,1,,,,,1,,,1,1,1,,1,,,,,,,,,,1,,1,,,1,1,1,1,,,1,,,1,,,,1,2,1,2,1,,1,3,1,,1,4,1,3,2,2,2,1,,3,3,1,3,2,,1,4,2,,3,1,2,,1,1,3,1,,,,,,,,,,,,,,,,,81
9119,3,,,,,,,,,,,,1,,,1,,,,,,,1,,1,1,,,1,,1,,1,1,,,1,1,1,2,2,,1,3,2,,,1,2,1,,2,1,1,1,1,1,1,1,3,1,1,,,3,2,5,1,1,,3,6,2,6,5,,2,5,2,1,3,6,3,4,6,3,3,4,1,1,1,1,1,,2,,,1,,1,,,,,,,,,,,,,,128
9120,12,1,2,1,,,,,,,,,,,1,1,,1,,,,1,,,,1,2,,1,,2,,2,2,1,1,1,1,,1,1,1,,,1,2,2,1,1,2,1,1,2,2,2,3,3,,1,4,4,7,,3,4,3,5,7,1,2,6,8,8,4,4,6,6,10,9,7,9,10,4,10,8,9,1,2,10,5,2,2,4,4,1,,1,,,,,1,,,,,,,,,,,,252
9201,6,2,1,,,1,,,,,1,,,,,,2,,3,,,1,2,2,,2,1,,,1,,1,1,,,1,1,4,,,,1,4,1,4,1,3,4,,,1,4,,3,3,2,5,4,5,2,6,4,2,4,5,3,7,11,4,10,4,6,5,5,8,9,6,4,8,4,11,5,9,6,7,9,2,4,4,7,6,2,5,1,2,1,1,1,,2,,,,,,,,,,,,,,280
9202,2,,,,,,,,,,,,,,,,,,,,,,2,,1,,1,1,,1,,1,,1,,,1,2,,4,2,,,,,2,2,1,1,,1,,4,4,2,1,2,1,1,1,1,,5,2,4,4,5,5,5,2,2,2,3,2,3,4,5,,5,4,1,8,3,7,3,3,5,8,3,5,1,1,3,3,1,,,,,,,,,,,,,,,,,,,160
9203,2,1,,,,,1,,,,,,,,1,,,,,,,1,1,2,1,,,1,,,,3,,,,1,1,2,1,,,,,,1,2,2,1,2,1,,,3,1,1,3,2,3,2,1,2,4,,3,,5,7,2,1,3,6,3,4,4,7,3,1,5,4,7,2,2,,,3,4,4,,4,,4,5,2,2,,,1,,1,,,,,,,,,,,,,,,149
9204,2,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,1,,1,,,,,,1,,,,2,,,,1,,,1,,,,1,,,,2,,,,,,1,,1,2,1,2,1,,2,1,1,2,,1,4,1,,2,1,1,,1,2,2,,2,2,1,1,2,,1,,1,,,,,,,,,,,,,,,,,,54
9205,3,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,,,,,1,1,,,,,,,,,,,1,,,,,,2,2,1,2,1,1,,2,,1,,1,,1,,1,,3,1,,,2,,1,2,1,,2,2,1,2,1,1,2,3,3,,,1,2,,,1,1,,,,,,,,,,,,,,,,,,57
9206,2,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,1,,,,1,,,1,,,1,,,,1,,,,1,,2,1,,1,,1,1,1,1,1,3,1,3,,,3,1,,,2,1,,1,1,,1,,,3,1,,,,,1,,,,,,,,,,,,,,,,,44
9207,1,,,1,,,,,,,,,,,,,1,,,1,,1,1,,,2,1,,,,,,,,,,,,1,,,1,1,,,,1,,,,2,1,1,,1,1,,,1,,1,,4,,,2,2,1,3,1,1,1,1,1,,2,7,3,2,2,1,4,2,3,,2,1,1,3,2,1,,,1,1,,,,,,,,,,,,,,,,,,,76
9208,3,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,1,,1,1,3,2,1,,,1,1,,,,,,,1,,2,1,,,2,,1,2,,,1,1,3,4,,,,3,6,1,6,4,3,3,,3,3,3,3,2,4,3,4,2,1,1,,1,2,1,,1,1,,,,,,,,,,,,,,,,,98
9209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,1,1,,1,,,,1,,,1,2,1,3,1,1,4,,1,1,1,,3,1,1,,2,2,3,1,2,2,4,5,2,1,2,3,5,1,,,6,1,1,2,1,,,1,1,,1,,1,,,,,,,,,,,,,,,,,81
9210,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,1,,,2,,3,1,1,2,1,1,2,2,1,3,,1,,1,,1,,3,3,,,,3,3,4,1,,2,4,3,2,2,1,4,4,4,3,1,,2,5,5,3,4,2,4,3,2,4,3,2,2,5,5,3,2,2,4,2,2,1,,,,,,,,,,,,,,,,,,144
9211,5,2,,,,,,,,,,1,1,,1,,,,1,3,,2,,,1,3,,1,1,1,1,,1,2,2,2,,,,1,1,,1,1,1,3,1,2,1,3,1,2,3,,2,,1,4,3,3,1,,4,3,2,5,5,6,7,8,8,6,4,5,2,6,4,5,4,5,8,1,6,4,6,6,4,3,5,4,4,,1,6,,1,,1,,,,1,,,,,,,,,,,,216
10101,50,2,2,3,2,2,1,,1,1,,,2,,,1,2,1,2,3,3,3,5,4,2,3,1,,7,1,3,4,3,1,4,4,3,6,4,4,8,8,4,3,4,12,10,8,10,5,5,4,6,11,12,7,7,11,9,9,18,12,16,19,20,16,15,15,15,18,20,23,23,17,26,28,17,18,22,16,16,22,22,16,13,15,14,20,20,15,6,7,10,7,6,8,2,2,1,,1,,,,,,,,,,,,,890
10102,5,,,,1,,,,,,,1,1,,,,,,1,1,1,1,1,1,,1,1,1,2,2,2,1,5,,,,,,1,,1,1,,,1,2,,2,1,,7,2,1,1,3,,1,2,4,2,5,2,1,,3,3,1,1,3,4,7,5,2,8,3,1,4,8,5,7,2,4,8,2,4,3,9,7,5,4,2,3,5,1,4,1,1,,,1,,,,,,,,,,,,,,200
10103,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,1,,,,,1,1,,,1,,,2,,,,,1,,,1,2,1,1,,,1,1,,,,2,,2,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,25
10104,2,,,,1,,,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1,3,,,2,,,,1,1,2,,,,1,,,2,,2,2,,1,1,,,,1,1,2,3,3,3,1,1,1,5,1,4,3,1,,4,,3,2,2,2,6,1,1,2,,3,1,2,1,1,1,,1,,,,,,,,,,,,,,,89
10105,4,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,2,,,,1,1,,1,1,,,,,,,,,2,2,1,2,1,,,1,1,,3,,1,,,,3,2,,2,,3,1,,2,1,2,1,1,2,2,3,3,4,2,7,2,,1,1,2,2,2,1,4,1,2,1,,1,2,,,,,,,,,,,,,,,,,,,90
10106,2,,1,,,,,,,,,,,,1,,,,,,,,1,3,,1,,,,,1,,,,,1,,,,,,,,,,1,1,1,,,3,2,2,1,1,,1,,4,3,2,5,2,2,4,2,3,1,1,,1,3,3,2,2,1,5,4,2,3,6,5,3,2,,1,3,7,4,3,,1,,1,,1,1,,,1,,,,,,,,,,,,,,118
10107,3,,,2,,1,,,,,,,1,,1,,1,1,,,,,,,,,,,,2,,,2,,1,,,1,2,1,3,,,,,,,,1,,,,1,,2,2,1,1,1,,2,1,1,4,3,1,4,1,3,2,1,3,1,3,1,2,3,1,1,3,1,6,2,2,3,1,1,,,1,,2,1,2,2,2,,,,,,,,,,,,,,,,,,98
10108,1,,,,,,,2,1,,,,,,,1,,,,1,1,,,1,1,,,,,,1,1,,1,,,,1,,,1,1,,,,,,,,1,,4,,2,1,,1,1,1,,2,2,,3,2,,1,1,1,1,,5,2,3,3,3,1,2,1,,2,,,6,2,2,2,2,1,1,3,2,,2,3,2,1,1,,,1,,,,,,,,,,,,,92
10109,4,,,1,1,,,,2,,,,,,,,,,,1,1,,1,,,1,,1,,1,1,,,1,,1,1,1,1,1,2,,1,,,,2,1,1,1,3,2,2,3,,,6,,3,4,2,3,4,3,5,4,4,1,4,5,1,4,5,4,4,10,,2,7,1,6,6,5,3,3,3,1,2,10,7,2,2,4,,3,,1,,,,1,,,,,,,,,,,,,184
10201,9,,1,,,,,,,,,,,,,,,1,1,,1,1,,,1,,2,1,1,,,2,,,1,1,,3,,,3,1,4,2,,2,3,1,2,2,1,,1,2,1,4,2,4,3,,7,6,1,2,11,3,3,1,4,3,4,5,7,5,6,6,5,2,6,4,8,8,9,5,9,1,5,8,6,3,4,4,5,1,3,,3,,1,3,1,,,,,,,,,,,,,242
10202,11,,1,,1,1,,,,1,1,,1,,,,,,2,,1,,3,1,,,,1,1,3,1,1,,1,1,3,,,,,2,1,4,2,3,4,2,,1,3,1,3,1,2,2,,,4,2,1,4,3,2,3,8,4,2,2,3,5,9,4,5,4,4,8,6,7,3,5,5,9,3,6,9,1,6,3,5,6,5,1,4,6,1,1,1,,,,,,,,,,,,,,,,,237
10203,1,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,1,,1,2,,,,,,,1,1,,,2,,,,,1,2,,,,1,1,1,1,,1,3,2,2,1,,1,5,2,3,1,,2,5,1,3,4,,1,2,2,2,2,4,2,5,2,2,,1,,1,,2,,,,,,,,,,,,,,,,,,85
10204,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,3,,,,1,1,1,1,,,,,,,,,,,,,,,,,,15
10205,2,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,1,,2,,1,,2,,,,,,,,,,,1,,,1,,1,1,,,,1,,2,1,,,,2,1,,,1,1,,1,1,1,2,1,1,2,1,2,3,,2,2,2,1,1,2,3,3,,1,,2,,,1,,,,,,,,,,,,,,59
10206,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,1,,2,,1,,1,,,1,2,,1,,,,1,1,1,1,1,1,,4,2,1,2,,,,1,1,1,3,,1,,,,1,,,,,,,,,,,,,,,37
10207,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,1,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,1,1,,,2,2,1,1,,1,,,,1,,2,,1,1,,1,,1,1,1,,,,1,1,,,,1,,,,,,,,,,,,,30
10208,7,4,,1,,,1,,,,,,,1,,,,,,1,,,,1,,1,,1,2,,1,,,1,1,1,1,,1,1,4,1,,1,1,,,1,1,2,,1,1,1,2,,1,,3,1,2,1,2,1,,,2,1,,1,,3,3,,2,2,,1,3,3,1,4,,4,3,3,4,2,3,3,4,,1,1,,2,,1,,,,,,,,,,,,,,,,111
10209,4,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,1,1,,,,,,,,,,,,1,,,,,1,,,,,,1,,,1,1,,1,,,2,1,1,2,1,,3,,,2,,3,1,1,1,1,,2,,1,2,2,1,5,2,2,2,1,5,2,,1,5,3,,,1,,,1,1,,,,,,,,,,,,,,74
10210,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,1,,1,,,,1,1,,,1,,,2,,1,,,1,,,1,1,2,,,,,1,,1,,,2,1,1,4,,1,2,2,2,,2,1,2,3,1,3,2,1,,,,1,1,2,1,,1,,,,,,,,,,,,,,,,55
10301,23,3,2,2,1,1,,,2,1,1,2,1,2,1,1,1,3,3,2,8,3,4,3,3,4,5,5,,2,4,8,6,1,3,11,2,7,1,4,3,1,6,6,6,5,9,13,2,9,9,13,14,14,10,5,12,10,12,16,17,13,17,18,12,15,20,25,15,20,22,27,23,27,34,23,27,17,9,20,20,20,26,28,18,25,21,14,21,11,6,11,7,6,5,4,4,2,1,1,,,,,,,,,,,,,,963
10302,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,,1,1,,,1,1,2,,1,,,,,2,,,1,,,2,2,,2,,,4,2,1,,,1,2,1,3,1,1,1,,2,,3,1,,1,,2,1,,,2,,,,,,,,,,,,,,,,,,,,,53
10303,2,,,,,1,,,,,,,,,,,,1,2,1,,,,1,,,2,1,1,,,3,,1,1,2,3,1,,3,2,2,,2,1,,1,,1,1,1,1,,3,4,4,3,2,1,2,2,3,5,1,3,1,3,3,2,3,3,3,7,5,1,4,2,2,8,7,3,6,5,7,2,3,3,5,2,3,1,2,1,1,1,,2,1,,1,,,,,,,,,,,,,,174
10304,2,,,,,,,,,1,,,,,,,,1,,1,,,,,1,1,,,,,,,,2,1,,,1,,,,,,,2,1,,1,,,,1,,1,2,1,,,1,1,2,2,1,,,,2,,1,3,1,4,1,7,2,,,,1,2,1,,,1,1,,1,3,,3,,2,,,,,,,,,,,,,,,,,,,,,,63
10305,2,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,2,,1,,,,,,,1,1,1,,2,,,,2,,1,,,,1,1,5,1,1,3,1,1,3,2,3,,2,2,2,,2,2,4,2,3,2,4,3,4,1,3,3,3,3,2,1,4,2,3,6,1,1,2,,3,2,1,3,1,,,,,,,,,,,,,,,1,,,116
10306,1,1,,,,,,,,,,,,,,1,2,,,1,,1,,,,1,,2,,,,,,1,,,,,,,,1,,,,1,1,,,,,1,,,1,,,,1,4,1,2,1,2,,,1,3,1,,1,1,,1,,,1,2,1,2,2,2,3,1,1,4,2,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,59
10307,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,1,,,1,,,,,,2,1,1,1,1,3,,1,1,3,1,1,,1,2,3,4,1,4,1,2,1,4,2,3,3,1,3,1,2,4,2,1,,3,3,,3,1,,,1,1,1,,,,1,,,,,,,,,,,,,,82
10401,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,1,,1,1,,,,1,,1,,,,,,,,,,,1,,,,1,,,1,,1,1,,,1,1,1,,,1,,2,,2,2,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,26
10402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,1,1,,,,,1,,1,,,,,1,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,11
10403,1,1,,,,,,,,,,,,,,,,,1,,1,1,,1,,,,,1,,,,,2,,,,1,,,,,,,,1,,1,,,,,2,,,,1,,,,,,,1,,,,,2,1,2,1,,,,1,1,1,,2,,,1,1,1,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,33
10404,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,8
10501,18,1,,1,,,,,,,1,,,,2,1,1,4,3,2,4,5,,,,1,5,1,1,,1,1,3,1,1,3,3,4,6,6,3,6,,4,6,3,2,7,3,3,4,10,6,8,9,8,6,12,11,6,11,9,23,8,16,12,10,19,19,19,32,18,15,28,24,14,25,22,19,18,24,22,25,16,26,25,24,15,20,18,13,11,16,8,4,5,6,2,2,1,,,,1,,,,,,,,,,842
10502,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,1,1,,,,,,,,1,,,,,1,,,,1,,,,1,,,,,1,1,,,1,,,1,,1,3,1,,,1,,2,,,1,2,2,1,1,2,,1,1,2,,2,,,1,,,,1,,,,,,,,,,,,,,,,38
10503,5,1,,,,,,,,1,,,,,,,,1,1,,,,,,,,,1,,,1,,,,,,,,,1,,,1,1,,,1,,1,1,,1,2,2,2,2,1,,1,1,1,1,1,1,2,2,1,2,1,3,1,2,,,1,,4,,1,1,,,,3,1,,2,1,,,1,,1,1,,2,,,1,,,,,,,,,,,,,,,67
10504,5,,,,,,,,,,,1,,,,,,,,,,,1,,1,,3,1,,1,1,1,,1,,,,1,1,1,,4,2,1,,1,1,,1,4,,,4,,,1,2,4,,4,3,3,4,3,3,6,1,1,4,3,7,4,8,5,3,7,8,4,6,7,6,5,7,8,5,6,5,4,3,1,2,2,2,1,,2,2,1,,,,,,,,,,,,,,,,200
10505,1,,,,,,,,,1,,,,,,,,,1,,1,2,,,,,1,,,,1,,,1,,,1,,,1,1,,,,,,1,1,1,,3,1,,1,,1,1,,,1,1,,,2,3,2,1,,,1,1,2,1,2,3,1,5,5,1,1,1,2,3,3,3,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,78
10506,2,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,1,,1,,,,,1,,,,,,,1,,,1,,,,,,1,,1,2,1,,1,,,,2,2,1,,2,1,2,3,2,3,4,1,2,4,8,4,3,,1,3,2,3,3,2,3,2,1,4,2,5,1,3,4,1,1,2,,1,,,,,,,,,,,,,,,,106
10507,4,,,,,,1,,,,,,,,,,,,1,1,,2,1,,,,,,1,,1,,,1,1,1,,,,2,1,2,,1,2,,,1,,1,,,1,1,1,,1,1,2,1,,1,1,2,4,2,,2,2,3,1,3,5,5,3,3,2,3,6,3,5,4,1,2,3,3,2,7,2,1,1,,1,1,,1,,1,,,,1,,,,,,,,,,,,120
10508,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,1,1,,,,,,2,,1,,1,,1,1,,1,1,,,1,,2,,,,,1,1,2,,1,1,1,4,2,2,,,,,1,,5,,2,3,1,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,47
10509,3,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,1,,,,,1,1,,,,1,,,1,,2,1,1,2,2,1,1,,1,1,,,2,1,3,1,1,3,,2,,1,2,2,3,2,3,3,2,1,5,2,2,6,1,3,3,5,6,3,4,2,4,5,5,,2,5,1,1,1,,,,1,,1,,1,,,,,,,,,,,126
10510,,,,,,1,1,,1,,,,,,,1,,4,,,1,,1,,1,,,1,,,,,,,,2,,,,,1,1,2,,,1,,,,,,2,1,,3,2,,2,,2,1,5,1,2,4,2,7,4,,5,3,1,4,5,4,7,1,3,3,3,1,4,8,5,2,3,1,,2,3,1,3,,,1,1,,,1,,,,,,,,,,,,,,,132
10511,5,2,1,,,,,,,,,,2,1,,,,,,,,1,,,2,1,,,2,1,3,,1,,1,,1,1,2,,1,4,1,3,4,2,,1,3,,,2,5,3,,1,3,1,1,2,2,3,8,5,4,4,3,5,3,3,7,4,6,9,8,8,8,8,4,5,5,2,1,5,5,7,7,7,3,5,2,,1,2,,,1,,2,1,,1,,,,,,,,,,,,228
10512,8,2,,,,,,1,,,,,1,,,,1,1,,1,2,1,,1,1,,,,1,2,,,2,,,1,,4,2,1,,,3,,,,6,2,4,,3,2,2,2,2,1,1,1,1,,3,3,2,4,6,2,3,3,5,7,1,11,3,5,4,7,4,4,11,10,6,5,3,7,5,5,5,5,2,3,2,4,3,1,1,2,,,,,,1,,,,,,,,,,,,221
11101,7,1,1,,,,1,,1,,,1,1,,,,,,2,1,1,1,,1,1,1,1,,2,,2,2,1,2,,3,4,1,,,3,1,1,2,1,4,3,,2,1,3,1,3,1,3,4,1,1,2,6,5,4,2,5,3,5,3,4,4,4,6,4,3,7,7,4,6,5,6,5,2,4,6,6,7,1,5,5,5,7,6,3,2,1,2,1,1,,,1,,,1,,,,,,,,,,,240
11102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
11201,7,1,,1,,,,,,,,,,,1,1,,,,1,3,1,,,2,1,2,,,,,1,1,,,1,,2,2,,,,,1,1,2,2,2,1,2,1,3,3,1,3,1,,,,1,3,3,,,2,2,2,2,1,2,2,4,3,1,1,2,2,,5,,3,3,1,2,3,1,3,,1,2,,,,,,,1,,,,,,,,,,,,,,,,,109
11202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,1,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,10
11203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,2,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
11301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,2,,1,,,,1,,1,,1,,,,,,,,,,1,,1,2,,1,,1,1,,1,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,20
11302,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
11303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
11401,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,1,1,,2,,1,,,,,1,,,,,,,,,,,,,,,,,,,15
11402,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,1,1,,2,,,,,1,,,,,,,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,14
12101,13,1,1,,,,,,,,,,,,,2,,1,,1,,2,3,4,,3,2,4,,3,2,2,1,2,2,1,4,3,2,5,,3,5,10,5,6,5,5,5,7,7,9,6,6,10,4,8,14,9,7,8,10,12,7,14,12,15,15,12,15,15,17,20,26,17,15,14,20,19,17,21,22,14,15,26,19,25,15,15,12,9,9,7,4,,4,3,3,1,1,1,,1,,,,,,,,,,,722
12103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12201,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
12301,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,1,,,,,,,1,,,,,,,,,,1,,3,,,,,,,,2,,2,,,,1,,,2,2,1,,1,,,,,1,1,,,,1,,,1,1,2,,,,,1,,,,,,,,,,,,,,,,,,,29
12302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12401,4,2,,1,,,,,,,,,1,,1,,,,,,,,,,,1,1,,1,1,,1,,,2,,,,,,2,1,,1,1,,3,4,,2,1,2,,1,1,3,4,2,1,3,1,2,2,3,,1,2,6,3,3,2,3,5,5,1,4,2,4,3,2,3,2,4,,3,2,,7,1,3,1,3,1,1,,1,1,,,,,,,,,,,,,,,,,135
