Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.111,muertes.Total 
4204,,,,,,,,1,,1,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,2,5,1,1,,,1,,,,2,4,,,2,,2,1,,4,4,,,1,3,3,4,4,4,4,4,6,2,6,8,3,6,2,1,6,4,5,2,2,4,2,3,3,,1,1,,2,,,,,,,,,,,,,135
4301,11,1,,2,,,,,,,,,,,,,,2,,3,2,,,3,1,1,4,1,1,2,,1,3,2,1,,,,2,2,3,4,3,2,2,7,6,4,2,3,7,6,5,5,9,7,5,12,9,9,5,7,4,6,7,7,11,10,10,11,17,13,18,17,14,12,18,18,15,22,22,15,11,19,14,23,16,28,14,12,13,10,11,12,13,6,6,5,3,2,2,3,1,,,,,1,,,,,659
4302,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,1,,,,,,,1,,,1,,2,3,1,,1,,1,2,1,1,2,,1,1,1,,3,3,4,4,4,2,3,3,1,2,4,2,7,7,5,6,2,,1,2,,1,1,3,1,1,2,,2,,,1,1,,,,,,,,105
4303,3,,,,,,,,,,,,,,,,,1,,1,2,,,,,1,,,,2,,,,,,,,1,,,,1,1,1,1,1,1,3,1,1,2,2,1,3,1,3,2,2,2,,2,2,3,1,1,,2,3,2,,4,1,4,3,4,5,3,2,4,14,8,6,6,6,9,5,9,9,5,4,2,3,4,7,2,3,3,1,,1,1,1,1,,,,,,,,,,196
4304,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,1,,,1,1,,2,2,,,,,1,1,2,1,1,,3,3,1,1,3,3,3,3,,4,2,1,,3,2,4,1,2,2,1,2,3,1,,,,,,1,,,,1,,,,,,,,,,71
4305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,1,,,,,,,,,,2,,1,,,,,,1,1,2,1,,1,1,2,,1,,,2,1,2,1,2,4,1,1,,,1,2,,1,2,1,,,,,,,,1,,,,,,,,,,40
5101,25,4,1,2,1,1,2,,1,2,,1,,1,,1,3,,2,2,6,4,4,4,6,4,3,,1,6,2,3,4,3,7,8,4,7,3,3,4,2,2,4,12,10,11,19,6,17,20,14,12,18,18,22,23,25,23,30,24,26,40,24,25,32,30,32,46,46,44,41,52,44,53,42,50,55,65,67,63,46,77,68,65,62,80,58,38,61,45,53,38,31,15,14,15,12,5,10,7,4,1,2,1,1,,,,,,,2133
5102,4,,,,,,1,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,1,,,,,,1,,,2,,,1,1,2,,1,1,,,,,1,2,1,2,1,4,2,2,3,2,3,5,1,1,1,1,5,1,2,3,4,1,8,3,3,3,3,1,7,2,3,5,6,8,6,4,2,3,4,3,3,2,1,2,,,1,,,1,,,,,,,,,,152
5103,3,,,,1,,,,,,,,,,,,,,,1,1,1,2,,,,,,1,,,1,,,1,1,,1,,1,1,1,2,,1,1,,1,1,1,4,3,1,3,,2,2,7,1,2,1,6,6,3,6,3,,7,2,8,2,8,2,1,3,5,4,2,5,4,6,10,8,5,9,7,7,6,6,3,5,4,2,1,3,4,1,,,,,,1,,,,,,,,,,215
5104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,8
5105,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,2,1,2,2,,,,4,2,,,1,1,,1,,,1,2,1,4,1,1,2,1,1,1,5,5,2,1,1,1,5,2,3,,6,1,,2,2,2,5,4,5,3,2,2,3,,3,1,2,,,,1,,,,,,,,,,,,104
5107,3,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,1,,3,2,3,1,,1,1,1,,1,3,,3,2,1,1,1,5,6,4,3,9,6,1,2,2,5,5,7,4,7,3,8,2,4,6,7,8,10,4,7,4,5,2,3,2,,2,1,1,,,,,,,,,,,,,,,178
5109,26,4,2,1,,,,1,,1,,,,1,2,1,2,1,5,,,2,6,3,5,3,5,3,3,3,3,2,7,5,3,6,5,1,4,3,10,6,3,6,3,5,8,9,9,18,20,15,16,11,13,18,16,25,26,26,15,33,23,23,28,32,50,46,36,33,47,45,46,49,40,45,50,64,49,62,77,65,94,80,87,101,66,94,78,60,61,56,56,54,37,32,32,14,18,13,5,4,7,,7,,1,,,,,,2397
5201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,1,,1,,1,,2,2,,,,1,1,2,2,2,2,,,2,,1,1,1,,2,,1,1,,1,1,,,2,1,,,,1,,,1,,,,1,,,,,,,1,,,,,,,,,38
5301,6,,,,1,,,1,,,,,,,1,,,1,,1,1,,1,1,,1,,1,,,,,1,,1,1,,1,,,,2,4,2,,1,1,2,2,1,4,3,2,3,2,1,5,4,8,5,7,2,4,8,5,2,10,8,7,8,8,11,6,11,8,12,6,8,5,11,19,9,9,16,19,9,9,15,12,11,6,7,8,3,6,6,4,4,2,2,,1,,,,,,,,,,,396
5302,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,2,,,2,,,,,2,,1,,,,1,1,,1,,2,1,,3,,1,1,2,,,2,2,,1,,3,,,2,2,,1,4,,,,1,1,,,1,,,,,,,,,,,,,,,,43
5303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,1,1,,1,2,3,1,2,1,,,1,1,2,,,,1,,1,1,3,1,2,2,,2,3,1,2,1,2,5,2,,1,1,1,2,,1,,,,,,,,,,,,,,,,,,54
5304,4,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,,,,,,,,,1,2,,1,1,,2,,2,1,,2,,,2,2,1,,,3,2,2,,1,1,1,2,4,1,1,4,3,2,6,4,2,3,1,,4,3,4,3,3,2,3,2,3,1,1,3,2,1,1,,,2,,1,,,,,,,,,,,,,107
5401,5,,,1,,,,,,,,,,,,1,2,1,1,,,,,,,,,,1,,2,,,1,,,,,,,,,,3,1,,2,1,6,1,,2,3,3,4,1,3,1,5,,2,3,2,2,2,7,3,4,5,3,4,5,10,5,5,4,6,9,5,7,6,7,6,9,9,9,12,8,9,4,4,6,2,6,1,2,1,1,2,,,,2,,,,,,,,,,250
5402,,,,,,1,,,,,,,,,,,,,,,1,1,,1,4,,2,,,,,,,1,,,1,,,,,,2,1,,,,1,1,2,1,,3,2,1,2,3,1,1,1,2,2,3,2,2,1,1,6,3,,4,1,5,3,2,1,3,4,3,5,6,2,3,1,2,5,4,2,2,2,,,3,2,1,1,1,,1,,,,,,,,,,,,,,125
5403,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,2,,,1,,1,1,,1,1,1,,,,3,2,,1,2,,1,2,,1,3,2,1,,,1,2,2,1,,,1,,1,1,,,,2,,,,,,,,,,,,,,,,41
5404,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,1,,1,1,,,,,,1,,,,,,2,,,3,1,1,,1,1,1,,,1,2,2,,1,,1,2,1,1,1,1,1,,2,2,5,2,2,2,,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,53
5405,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,2,,,,,,1,,1,,,,1,,,,,,1,,1,,,,1,2,4,2,,,1,1,3,1,2,1,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,34
5501,4,,,,,,,1,,,,,,,,1,,1,,1,,1,,2,,1,1,,,1,,2,1,1,,1,1,1,1,2,2,3,,5,2,1,2,2,,3,3,3,2,5,4,4,5,5,7,7,3,11,14,7,7,10,6,13,16,13,20,14,12,18,14,18,13,16,15,18,22,20,21,17,17,24,29,25,17,13,19,14,12,11,9,6,4,5,4,1,2,3,,,,,,,,,,,642
5502,4,,,,,,,,,,,,,,,,,1,,,1,,1,,2,2,,1,,,,1,,,1,,,,1,3,,,,2,2,3,2,2,1,3,2,2,6,4,,2,7,4,4,3,2,4,7,3,11,6,1,5,7,12,6,11,9,15,7,9,11,9,11,11,9,11,12,9,11,18,10,13,9,4,9,5,6,5,2,5,,2,,1,1,,,1,,,,,,,,,367
5503,2,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,2,2,1,,,3,3,2,2,1,1,2,1,2,1,1,3,2,2,2,1,2,4,2,2,4,7,1,2,,2,3,4,3,7,3,6,4,2,2,,5,6,3,,1,2,,1,,,,,,,,,,,,,,,120
5504,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,1,1,,1,,1,,,2,1,1,,1,1,1,2,,1,,,,1,2,1,1,2,3,3,1,2,2,2,1,3,3,4,2,3,5,2,3,4,3,4,3,5,2,8,4,4,1,2,,3,1,3,,,1,,,,,,,,,,,,,,112
5506,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,1,,1,3,,1,,1,2,,1,,,1,1,,,1,3,,2,1,3,1,5,2,1,2,1,2,1,6,5,1,3,1,5,5,2,1,3,4,4,2,6,2,3,2,6,3,5,4,2,3,4,4,2,2,3,3,2,,,,2,,,,,,,,,,,,142
5601,10,,,1,,,,,,1,,,,1,,1,1,1,2,,,,,1,2,1,2,1,3,2,1,2,2,1,4,2,,1,5,1,3,2,4,3,4,2,6,1,4,2,3,8,5,1,5,10,9,5,12,4,8,9,16,6,13,11,17,16,14,11,12,13,14,19,15,15,17,21,21,12,14,23,24,26,15,21,19,18,18,20,9,17,10,7,9,7,4,4,1,3,,2,,1,,,,,,,,,694
5602,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,1,1,3,,,1,1,1,1,1,1,,1,2,1,1,1,2,,,,2,1,2,2,1,3,1,1,4,6,1,2,,2,3,4,3,,2,5,1,3,,2,,1,,,,,,,,1,,,,,,,77
5603,2,,,,,,,,1,,1,,1,,,,,,,1,1,,,,,,,1,1,1,,,1,,,,,,1,1,,,2,2,,1,1,,,4,1,,1,4,4,1,2,,,,2,2,2,3,3,4,2,1,3,4,4,5,,5,3,2,2,5,,4,3,5,4,6,6,3,2,3,2,4,2,7,5,1,5,3,2,,,,,,,,,,,,,,,,155
5604,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,1,,,,,1,,1,1,1,3,1,1,1,3,,,2,2,3,2,3,2,2,4,2,3,,4,3,1,3,4,3,6,,1,4,3,2,4,2,1,3,1,2,1,,1,,1,,2,1,,1,,,,1,,,,,,,,102
5605,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,1,1,,,,,1,,,,,2,1,2,1,,,1,1,1,2,1,2,,2,1,1,1,3,1,2,1,2,1,1,,,3,4,,1,1,,2,1,4,,1,2,,,1,,,,1,,,,,,,,,,,58
5606,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,2,,,1,,1,1,,,,1,2,,,1,,,1,2,,,,2,,1,3,1,2,1,,1,,,2,,2,2,,1,1,,1,,,,,1,,1,,,,,,,,,,,38
5701,11,2,,,,,1,,,,,,,,,1,,,,,,,1,3,,2,1,1,1,1,3,1,2,3,1,2,1,3,1,1,1,3,3,2,1,2,1,4,3,2,2,5,3,1,4,7,10,4,4,5,10,4,5,5,7,5,2,8,8,14,6,12,8,13,19,14,15,12,17,16,6,11,9,11,16,20,14,20,14,9,10,13,7,11,7,7,5,1,,,3,,2,1,,,,,,,,,507
5702,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,,,1,,,,,,,1,,1,,1,,,1,,,,1,1,,,3,1,,,,2,1,2,2,2,2,1,2,2,3,2,3,1,2,2,5,2,4,2,2,4,1,5,2,1,2,1,2,,2,3,,,,,,,,,,1,,,,,,,,,83
5703,2,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,2,,,,,1,,,2,2,2,,1,1,3,,2,4,3,3,1,4,2,4,4,2,4,3,4,4,1,3,2,7,1,2,4,3,8,5,4,4,4,4,6,4,7,3,2,3,2,1,,1,,,1,,,1,,,,,,,,,,,,,147
5704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1,,,,,,,,,1,,,,1,1,,,,3,,,,1,,1,,,1,3,1,2,1,,2,1,1,2,1,2,4,1,1,,,2,2,4,1,,,,,1,,,,,1,,,,,,,,,,,46
5705,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,1,1,,,1,,4,,1,3,,2,2,1,3,4,3,4,2,3,1,3,3,2,3,5,1,2,1,2,14,4,4,,4,4,5,7,3,12,2,1,2,2,3,2,3,2,1,2,,,,,,,,,,,,,,,145
5706,3,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,1,2,1,,,1,,2,1,1,1,1,,2,2,2,1,4,2,1,4,2,2,3,1,6,4,1,3,3,1,1,1,3,1,1,3,3,1,1,,,,,,2,,,,,,,,1,,,,,84
5801,16,,,,,,,1,,,,,,1,,,,3,2,3,2,,1,1,1,,4,,1,2,1,,4,5,1,1,2,2,,,1,1,5,3,4,6,4,4,7,6,1,8,5,7,7,3,10,11,14,9,13,11,15,15,15,16,19,14,17,19,20,21,23,26,23,25,28,26,31,34,31,25,48,31,41,33,31,33,35,25,24,32,21,23,20,18,11,9,11,4,1,2,1,,1,1,,,,,,,1093
5802,5,,,,,,,,,,,1,,,,,,2,,,,,,,,2,1,,2,,,,,,,,,2,1,,1,,1,,1,1,2,1,2,4,,,5,3,,4,4,1,,4,2,3,7,3,1,6,4,7,6,5,8,7,8,12,9,13,13,13,13,14,6,16,9,13,14,11,16,13,11,12,7,7,11,2,8,7,1,2,2,2,2,3,1,,,1,,,,,,,381
5803,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,1,,1,2,1,,,1,,2,1,,,2,2,,1,3,2,2,1,2,2,5,1,7,2,4,3,2,6,1,5,3,3,,3,2,3,3,6,5,6,3,2,5,2,5,1,4,3,,,1,3,1,,,,,,,,,,,,,129
5804,11,1,,,,,1,,,,,,,,,,,1,1,1,1,,1,1,,4,1,1,2,1,1,1,1,6,2,2,2,2,3,2,4,5,2,2,3,1,3,4,5,4,4,8,7,6,5,8,9,9,6,5,11,6,13,10,13,11,6,12,9,10,16,13,17,14,23,22,20,24,17,28,19,38,19,21,39,38,34,21,22,18,12,16,16,14,16,7,6,6,3,2,6,2,,1,1,1,,,,,,,823
6101,24,1,2,1,1,,2,,1,1,1,1,3,1,,1,2,1,2,4,1,2,1,1,1,1,6,5,4,1,5,5,4,5,2,3,3,3,7,5,5,8,9,4,4,10,9,10,13,9,9,20,16,12,13,14,26,16,16,11,15,27,23,18,26,17,21,19,28,37,27,36,25,36,40,28,35,35,34,34,32,34,46,30,35,35,61,46,25,27,26,22,27,23,16,18,11,6,8,5,3,2,,,1,1,,,,,,,1449
6102,4,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,1,,2,,,,,2,,,,,,,,1,,1,1,,,1,,,2,1,1,2,,3,,3,2,,,4,2,4,1,4,1,2,1,2,4,1,2,2,3,2,2,3,2,2,,2,,2,1,1,1,,,1,,,,,,,,,,,,,,82
6103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,1,,,1,,,,,1,2,1,1,1,1,,1,,1,2,,2,,1,1,1,1,,1,,1,,3,,,1,,,1,,,,1,,,,,,,,,,,,,30
6104,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,,1,,1,3,1,,1,1,1,,,,1,1,1,1,1,2,2,,1,1,3,5,2,1,1,1,1,5,4,3,2,3,2,2,6,4,5,2,5,4,1,2,1,3,3,2,3,2,3,4,4,1,2,1,2,4,,,,,1,,1,,,,,,,,,126
6105,1,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,1,1,,,,,,,1,,,,1,1,,1,1,1,4,1,,,1,1,1,5,,2,1,2,,5,3,,1,1,2,2,2,3,3,2,3,2,2,2,3,3,,1,3,6,6,6,5,3,2,6,2,1,,,1,1,1,,,1,,,,,,,,,,,,114
6106,6,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,,,1,1,,2,,1,,1,1,3,1,,1,1,1,1,1,1,,4,,2,,3,1,1,,2,2,2,2,6,2,2,1,3,8,5,6,5,1,4,6,4,1,2,3,4,5,1,6,4,8,4,3,8,3,,3,2,4,4,1,1,3,1,1,,,1,,,,,,,,,,,172
6107,3,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,,,,1,1,,,,2,,,,,,,,1,1,,,,2,3,,,,1,1,4,4,3,1,,1,1,2,2,3,1,5,3,1,6,5,1,2,3,5,3,3,3,7,7,3,3,9,7,3,4,1,3,1,2,5,3,1,2,,1,,1,,,,,,,,,,,,145
6108,4,,,,,,,,,,,1,,,,,1,2,,2,1,,1,,2,1,1,,,,,,1,2,2,,,,1,2,,3,1,1,1,1,,2,,,2,,2,3,1,1,3,3,4,2,1,6,5,2,1,9,2,4,5,3,5,5,4,6,3,1,8,2,4,5,2,3,6,3,5,,4,2,5,4,4,2,4,4,3,5,1,,,1,1,,1,,,,,,,,,,195
6109,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,1,1,,,1,,1,,2,1,1,,,1,,1,1,,1,1,1,2,2,2,,2,5,2,2,2,3,2,1,3,2,3,3,2,5,2,3,3,2,2,4,3,2,3,6,1,1,,,1,1,,,1,,,,,,,,,,,,,,96
6110,5,,,,1,,,,,,,,,,,,,,,1,3,,1,,1,1,,,,,,,,1,,,,1,1,,,1,1,,1,1,2,1,2,2,3,1,3,3,3,3,4,1,3,3,,3,3,1,1,,4,3,2,3,2,1,5,6,2,1,2,5,5,3,5,4,5,2,2,2,,4,1,6,3,2,2,1,,3,3,,,,,1,,,,,,,,,,,152
6111,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,1,,1,2,1,1,,,,2,1,2,3,2,1,1,2,,1,2,3,1,4,,2,1,1,,1,2,5,1,3,3,3,1,8,2,2,3,1,1,1,,,,,,,,,,,,,,,,,77
6112,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,1,,3,1,2,,,2,1,,3,,,2,1,1,2,3,,3,1,2,,1,1,2,1,,2,4,2,1,1,1,2,7,2,2,,4,3,3,1,1,2,1,,1,,,,,,,,,,1,,,,,,,79
6113,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,1,1,,1,,,1,1,1,,1,,3,2,,1,,2,1,2,2,1,1,7,1,3,3,1,3,1,3,4,4,1,3,4,4,5,2,3,3,,8,2,3,6,1,7,5,4,4,3,3,5,4,3,4,3,1,1,,,1,,,,,,,,,,,,,151
6114,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,,1,,1,,,,,,,,,,1,1,2,,,,4,1,1,1,,1,1,1,,5,,1,,1,,2,1,,1,2,3,1,3,,4,3,1,1,3,6,3,1,1,,3,,7,,,1,1,3,,,,,,,1,,,,,,,,,,,80
6115,3,1,,,,,1,,1,,,,,,,1,,1,1,1,2,,2,,1,1,1,4,,1,1,,,1,2,,2,,1,1,,2,1,1,5,3,,2,1,3,2,3,3,4,1,6,7,2,1,8,3,2,7,5,4,5,5,8,9,5,4,7,6,8,6,4,9,8,10,9,9,9,8,14,10,10,7,7,10,4,10,5,,6,2,4,1,1,,1,2,,,,1,,,,,,,,330
6116,2,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,1,1,,1,,2,,,,,4,1,,4,2,2,3,1,,3,,1,3,,1,1,3,1,2,2,2,1,3,4,3,3,3,3,3,3,4,2,3,2,3,1,7,2,4,4,6,1,2,,1,1,,,,,,,1,,,,,,,,,,,117
6117,3,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,1,1,1,,,,1,,1,1,1,,2,,1,2,1,,,,1,,1,4,1,1,2,3,7,1,6,3,2,8,1,5,4,3,3,4,10,3,3,9,5,6,8,7,7,9,9,7,9,5,7,8,6,8,6,1,5,6,8,3,2,1,1,2,1,1,,,,1,,,1,1,,,,,,247
6201,2,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,1,,1,,,,,,1,,1,1,1,,1,1,,,1,,,1,1,1,1,1,,,,2,1,2,1,1,1,2,,3,4,1,4,3,4,1,3,2,4,3,2,2,,3,4,3,1,1,2,1,,2,,1,,,,,,1,,,,,,,,,,,86
6202,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,1,1,1,,,,,,,,1,,1,,2,,1,,,1,1,,1,,1,2,,,3,,,,,2,,,,,,,,,,,,25
6203,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,2,,,1,,1,1,1,,1,,1,,1,4,1,1,1,,,,2,2,1,1,2,1,1,1,,,,,1,1,1,,,,4,,1,1,,,1,,,,,,,,,,,,41
6204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,2,,,1,,,1,1,2,1,,,2,,,3,1,1,1,,,3,,1,1,,2,,,1,2,1,1,2,2,4,,2,3,,2,1,1,,,,,,,,,,,,,,,,47
6205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,,2,,,1,1,,2,2,2,1,1,1,1,2,,,3,2,2,,5,1,1,1,1,,1,2,3,2,1,1,1,1,,,,1,,,,,,,,,,,,53
6206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,1,,,,,1,,,4,,2,1,2,,,3,1,,,3,2,,1,,3,,2,1,,2,1,5,1,1,4,1,1,4,,,2,2,,,,,,,,,,,,,,,,54
6301,3,,,,,,,,,,,,,,,,1,,,,,,,1,1,,1,1,,,,2,,,1,1,2,2,2,1,,1,1,1,3,4,4,8,5,1,2,7,8,5,5,4,3,7,7,7,10,6,6,5,10,6,6,9,15,6,13,10,7,15,10,13,11,16,10,10,18,18,15,19,12,14,17,15,11,5,10,5,8,3,3,4,,5,1,2,1,2,,,,,,,,,,,484
6302,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,,1,,1,,,,1,1,1,1,,,,,,,,,,,1,1,,,1,1,1,2,1,,2,4,,,3,3,3,1,3,1,2,1,5,4,1,4,1,7,6,3,10,2,,3,3,3,6,3,3,4,3,1,1,1,,,2,,,,,,,,,,,,118
6303,3,,,,,,,,,,,,1,1,,,1,,,,,1,,1,,1,,1,,1,1,1,1,1,2,,,1,2,1,3,1,,,4,3,1,2,3,4,4,4,4,1,2,,3,4,4,2,1,2,2,2,3,2,3,3,2,7,4,7,10,6,7,5,6,5,5,11,2,7,6,6,9,6,6,5,4,4,3,2,5,1,2,5,1,2,,,,,,,,,,,,,,,239
6304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,1,1,,1,1,1,,1,1,1,1,,1,2,,,,,1,,2,2,3,1,1,,4,,3,2,1,,1,,,2,,,1,,,,,,,,,,40
6305,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,1,,,1,2,,2,2,1,2,,1,1,1,,,,2,1,3,,2,,1,1,1,1,4,3,3,2,1,1,2,1,5,1,1,2,2,1,2,5,3,5,3,3,1,3,5,1,2,4,2,2,1,2,1,2,1,1,,1,,,,1,,,,,,,,110
6306,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,2,1,,,,1,1,,1,2,,,,4,1,1,,,1,1,2,1,2,2,4,3,1,1,1,1,,3,2,2,2,2,2,3,3,,2,,2,1,,1,,,,,,,,,,,,,,64
6307,2,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,3,,1,,,1,1,2,,,,,1,,,1,1,1,,,2,1,4,4,,,1,4,2,2,1,2,1,1,1,1,1,,,4,1,1,1,3,3,,4,,1,1,,1,2,,1,1,2,1,,,,,,,,,,,,,,,72
6308,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,1,,,,,,,,1,,,,1,,,,,1,,,1,2,1,1,,1,,1,1,,1,2,1,3,,1,,,,,1,2,1,2,,,,1,4,,2,,3,2,,2,1,1,,1,,,,,1,,1,,,,,,,,,,,51
6309,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,2,2,,1,,,3,1,2,1,1,1,,2,4,,,4,,,1,,,1,,,,2,,,,,,,,,,,,,,34
6310,2,,,,,,1,1,,,,1,,,,2,1,3,,3,,1,,,,,1,,2,2,,,,,2,2,,1,1,2,1,1,4,1,1,1,,4,1,4,,2,1,3,1,,3,4,4,3,4,4,1,1,2,3,5,4,5,4,4,3,3,3,2,8,12,5,6,10,15,10,6,10,7,8,5,7,9,11,8,7,1,1,4,1,1,,2,,1,,,,,,,,,,,,270
7101,21,,,2,1,,,1,1,,,,1,1,2,2,2,2,,4,2,2,3,1,3,1,1,4,4,5,5,3,2,7,2,3,3,4,5,6,2,5,1,4,8,9,7,9,2,11,8,14,14,13,13,12,12,12,15,11,18,21,21,9,13,30,30,22,19,29,34,26,31,25,32,43,33,54,26,27,34,38,34,43,45,42,32,37,37,19,24,25,24,21,11,20,12,9,9,3,2,2,1,4,,,,,,,,,1359
