Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.111,muertes.Total 
8417,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,1,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,1,,,4,2,1,,1,1,1,,,,1,1,1,,2,,,,,,,,,,,,,,,,,27
8418,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,2,,1,,1,,,,,,1,1,2,,1,,1,1,2,3,,1,4,2,2,2,4,5,1,2,3,3,5,4,2,2,4,,5,,3,3,2,4,2,4,2,1,4,5,4,2,2,4,3,4,2,2,2,2,,,1,,1,,,,,,,,,,,,132
8419,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,1,1,,,,,2,,,1,,3,,,1,1,,1,1,1,2,1,,1,1,2,5,,1,4,1,1,1,3,3,2,,,3,2,3,6,1,2,2,1,3,2,3,1,3,1,,,4,1,1,,1,,1,1,,,,,,,,,,,,,,86
8420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,1,2,1,,,,,,,1,1,1,,,1,,1,,,,,,,,2,,2,,,1,2,2,,,,,1,,,,,,3,1,1,,1,,1,1,1,,,,,,,,,,32
8421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,2,1,1,1,1,1,2,,,,4,,1,3,1,2,1,1,3,4,2,2,2,1,4,2,3,1,2,,,3,5,1,2,3,3,2,4,4,7,4,1,3,2,1,7,4,1,1,2,2,2,1,,1,1,1,,,,,,,,,,,,119
9101,38,1,3,1,,2,2,,2,2,,4,,,,3,,1,3,3,2,1,3,2,5,4,5,2,3,2,2,4,3,8,3,5,4,5,6,6,7,5,9,6,8,8,10,14,10,19,7,6,14,9,22,18,17,20,24,26,17,29,25,26,23,30,20,21,19,39,33,25,43,32,40,40,34,37,43,51,39,48,33,34,50,74,38,50,50,36,36,28,37,39,23,13,19,12,10,4,3,2,5,1,3,,,,,,,,1714
9102,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,1,,1,1,5,,2,3,5,1,1,2,1,2,5,1,3,1,3,2,1,6,1,4,5,,3,4,,3,1,3,4,5,1,4,4,3,2,6,3,6,5,7,1,9,8,3,5,5,3,7,6,5,5,4,2,1,1,,1,,,,,,1,,,,,,,202
9103,1,,,,,,,,,1,,,1,1,,,,,,,,,2,,,1,,,,,,1,,1,,,,,2,,1,,,1,1,1,,,1,1,2,,2,1,,,,3,2,,2,2,3,2,1,4,1,3,1,2,3,2,4,4,5,4,3,1,5,3,10,9,4,4,6,8,7,2,5,5,4,1,3,3,2,3,,,2,1,,,,,,,,,,,,,161
9104,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,2,1,1,2,,1,,,,,1,,1,,1,1,1,1,,1,1,,1,2,,1,,2,,2,3,,,1,3,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,40
9105,4,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,1,,,,,,2,2,1,,,,1,1,2,,2,,,1,2,3,4,,4,1,3,2,2,2,3,3,5,5,4,3,5,5,5,7,8,3,2,6,6,6,8,2,6,4,7,4,7,5,5,8,3,3,5,1,2,2,,3,1,,,,,1,,,,,,,,196
9106,2,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,1,,,,1,,,,,,1,1,,,,1,,,2,2,2,,2,2,1,1,,3,2,1,1,2,1,2,,2,4,,2,3,,4,1,1,3,2,,3,2,3,,1,3,2,,2,2,2,3,1,1,3,1,,3,1,,,,,,,,,,,,1,,,90
9107,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,2,,1,,1,,,,1,1,,1,,,,1,2,,2,2,5,1,3,1,,2,,1,1,1,,1,1,4,1,3,5,5,1,6,6,3,3,3,5,4,5,8,3,4,4,3,2,4,2,4,,3,1,3,1,1,2,,1,,1,,1,,,,,,,,,136
9108,7,,,1,1,,,1,,,,,1,,,,,,,1,1,,2,,,,,,,,1,2,,,,2,,1,,1,2,,,1,1,1,1,,1,3,,2,1,2,1,4,2,2,5,3,6,2,4,6,3,6,1,3,4,3,6,6,5,5,6,3,11,4,13,4,10,5,9,9,4,4,6,8,5,6,4,2,3,6,2,3,,2,1,1,,,1,,,,,,,,,,246
9109,3,,,,,,,,1,,,,,,,,,1,,,,,1,1,1,1,,,,,,,2,,,1,,,1,1,1,1,1,,2,1,,,1,2,,2,1,,1,,3,3,1,1,,1,3,1,4,5,,4,6,7,2,8,3,3,3,6,5,6,4,8,6,3,6,7,1,11,7,8,9,6,3,1,3,,3,1,2,,1,1,1,1,,,,,,,,,,,195
9110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,2,,,2,,1,,1,,1,,1,2,,2,,1,1,,1,,2,2,1,4,3,1,3,1,2,1,3,1,1,,1,,1,,1,,1,,,,,,,,,,,,,49
9111,1,,,,,,,1,,,,,,1,,,,,,,1,,,1,,,2,,1,,,,1,1,1,,,,1,2,2,,1,,,,,1,2,1,2,4,2,4,2,3,3,1,3,3,5,6,4,,2,4,3,10,3,6,2,2,5,4,2,7,14,11,7,6,9,12,8,6,3,11,10,5,8,7,7,4,3,5,1,1,2,,2,2,2,2,,1,,,,,,,,,262
9112,11,,,,,,,,,,,,,,1,,2,1,,1,2,,1,1,2,1,,1,,1,1,2,1,,,2,3,,,1,2,1,1,2,3,3,2,3,,3,2,3,5,2,5,3,3,2,10,5,7,8,4,4,6,5,5,9,11,11,8,7,10,9,9,6,6,9,6,4,13,12,6,15,8,8,15,6,11,6,8,9,3,3,8,2,2,1,2,2,1,,,,,,1,,,,,,381
9113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,2,,1,,2,1,1,,1,1,,3,1,,2,1,,2,2,3,2,2,1,,,,3,1,1,,1,1,1,2,1,,,1,2,,,,,,2,,,,,,,,,,,,,,,,,47
9114,1,1,,,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,1,,,,,1,,,,,1,,,1,1,,1,,2,,,1,1,,1,1,3,,1,4,1,,2,1,1,3,4,5,5,3,3,1,2,,1,5,3,3,4,4,6,5,5,6,3,4,7,5,3,7,5,3,1,11,5,2,,1,2,3,2,1,,,,,,,,,,,,164
9115,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,1,,,,,,1,,1,1,2,,,1,2,1,,,,1,,1,1,1,,2,,,1,4,2,,2,1,3,1,1,1,2,1,3,3,1,1,5,2,1,1,,3,2,1,4,3,3,4,3,3,4,6,5,4,1,6,,,4,,1,2,1,,2,,1,,,1,,,,,,,,,120
9116,2,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,,,,,,2,,1,,1,1,,,1,2,,1,2,1,2,4,2,1,1,,6,3,1,1,1,2,2,2,1,1,,1,,3,3,,,7,1,2,2,,2,3,3,4,4,4,,5,2,4,1,2,6,,3,7,1,4,3,2,3,,2,,2,2,,,1,,,,,,,,,,,137
9117,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,,1,,2,,,1,,2,2,1,2,3,,2,3,3,1,1,1,2,1,,3,1,,1,6,3,1,3,4,3,4,4,2,2,3,2,3,2,2,5,5,5,4,4,7,4,4,2,1,1,2,2,,3,,2,1,,,,,,,,,,,135
9118,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,,,2,1,,,,,,,,1,,2,,,3,,2,,1,,,3,4,,1,4,1,3,3,1,2,2,5,1,1,4,1,,1,4,1,6,,3,4,3,2,1,1,2,,1,1,,,,,,,,,,,,84
9119,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,1,,,1,,1,2,1,,,1,1,,1,1,1,2,1,,3,4,3,,1,1,2,2,1,2,1,3,1,4,1,5,2,4,7,3,4,4,6,1,4,7,2,4,3,7,,8,6,4,5,3,6,3,4,6,1,3,1,2,3,,,1,1,1,,,,,,,,,,,169
9120,4,,,,1,,,,,,,,,,,,1,,,,1,,,,,,1,,1,,,3,2,,2,,1,,,,3,1,1,2,,5,2,2,,1,2,1,3,4,,3,5,2,3,1,3,6,9,6,3,7,4,7,4,10,2,8,9,15,11,13,8,12,11,12,6,11,5,8,16,13,14,4,7,5,11,6,5,5,7,4,3,4,2,3,1,,,,1,,,,,,,,359
9121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,1,2,,,1,,1,1,2,,2,,1,,4,,,,2,4,,,,,1,2,2,3,6,4,1,1,1,,1,2,5,1,2,2,1,3,4,2,,3,,,,1,1,,,1,,2,,,,,,,,,76
9201,11,1,,,,,,,,1,,,,,,,,1,,,1,1,,2,,1,1,,2,2,3,1,,1,1,,3,1,2,1,1,,6,1,1,1,1,1,2,4,1,2,6,7,3,1,2,7,2,,7,7,8,5,6,8,4,3,8,8,7,11,7,5,6,12,9,10,13,10,10,9,10,10,10,9,12,10,9,5,15,4,4,6,5,3,1,1,2,3,1,,,,,,,,,,,,379
9202,1,,,1,,,,1,,,,,,,,1,,,1,,1,2,,,1,2,,1,2,1,1,,,,1,,,,,1,3,1,1,1,,,,,1,,4,3,,2,,3,1,,2,3,5,2,2,2,4,,5,6,6,7,4,2,5,4,4,1,6,4,4,2,3,4,4,4,7,6,5,7,2,2,3,3,4,6,1,,,2,1,1,,,,,,,,,,,,,183
9203,2,1,,,,,,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,1,1,,,,,1,,,2,1,1,2,2,2,1,1,,1,2,2,,1,1,2,1,2,5,2,3,2,3,5,5,2,2,,1,3,5,7,5,6,4,2,6,3,2,5,3,4,3,1,4,1,1,1,1,,,,,,,,,,,,,,133
9204,2,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,1,,,,1,,,1,,,,,1,,1,1,,2,2,,1,,1,,,,1,,,,,1,1,2,1,1,,2,2,,,,1,,2,2,1,1,,1,2,,1,,1,2,,2,1,4,1,,,1,1,,,,,1,1,,,,,,,,,,,,54
9205,2,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,1,1,,1,,1,,1,1,,,,,,1,3,,1,,2,,,,1,,,,2,,,1,1,2,3,1,1,1,2,2,1,1,1,1,1,1,,1,1,1,1,3,1,,2,,1,1,,2,,,,,,,,,,,,,,,,,55
9206,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,1,,,1,,1,,,1,,1,1,1,,3,,,1,2,,4,1,,2,2,1,,,2,2,1,,2,,,3,5,,,2,2,3,,,,3,1,,,,1,,,,,,,,,,,,,55
9207,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,1,2,1,,,1,1,2,,,,,1,,1,1,3,2,1,,1,3,3,2,1,1,2,2,5,3,,1,,,1,1,4,2,5,,1,1,1,2,1,,1,4,1,,1,,,,,,,,,,,,,,,74
9208,2,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,1,1,,1,,,1,2,,1,,1,,1,1,2,3,1,2,1,2,2,1,1,2,1,4,1,1,1,1,,1,1,,,2,2,3,4,1,,4,2,4,5,2,3,3,1,8,6,3,2,2,1,3,1,,,2,2,,1,,,,,,,,,,,,,111
9209,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,1,,1,1,1,,1,,1,,,,2,,,,,2,2,,1,,,4,2,4,1,6,2,1,1,1,2,2,3,1,,5,,1,4,2,2,1,1,1,2,1,,,,1,1,,,,,,,,,,,,,72
9210,1,,,1,,,1,,,,,,,,,,1,,,,1,,,,1,,,1,,,,,,,,,,2,,,,,2,,1,,,,,3,,1,,1,1,4,1,2,2,2,2,,3,3,3,,3,2,3,5,1,8,4,1,4,4,9,9,4,5,4,6,2,,5,5,6,3,9,6,1,4,2,1,3,2,4,1,,1,,1,,,,1,,,,,,,169
9211,4,,,,,1,,1,,,,,,1,,,,1,1,1,,,,2,,1,,,,,,,,,,1,1,,1,2,,,1,1,1,1,,1,3,1,2,,2,3,2,1,3,1,,5,2,2,5,8,3,3,4,4,2,5,5,5,5,2,3,10,9,9,8,4,16,4,10,4,8,8,6,6,7,5,4,7,7,4,3,2,1,2,,1,1,,1,1,,,,1,,,,,253
10101,27,,,1,1,1,,1,,1,1,,,3,2,,1,3,1,3,1,4,4,3,4,5,2,,5,4,2,2,3,1,1,3,5,6,4,2,8,8,5,5,10,13,10,7,7,12,9,9,21,10,13,16,11,15,29,14,11,17,18,20,19,16,17,28,20,19,26,23,20,28,25,29,26,29,30,22,37,29,31,30,27,27,31,24,22,22,20,15,21,13,15,7,12,3,7,5,4,2,1,1,,1,1,1,,,,1,1192
10102,2,1,,,,,,,,,,,,,,,1,,,2,,,,1,,,2,2,,,,,1,2,2,,2,1,,1,2,2,2,1,1,2,,,1,1,3,3,1,3,5,2,7,5,,5,,1,5,1,2,2,2,3,9,4,1,6,4,1,1,5,10,4,1,3,6,5,8,1,11,4,8,6,9,7,9,4,7,7,4,2,,3,5,,,1,,,1,1,,,,,,,240
10103,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,1,,,,,,,1,,1,,,,,,,1,2,,2,,,,2,,,,,1,1,1,2,,,,,1,1,,1,,,,,,,,,,,,,,,,,23
10104,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,4,,,1,,,,,,,,,,,,1,1,,3,,1,2,,2,1,1,1,1,3,,1,,1,2,1,,,3,5,3,2,2,1,1,2,5,1,6,,3,3,1,3,3,2,3,4,1,,1,4,2,3,1,1,1,1,,1,,,,,,,,,,,,,,,99
10105,2,,,,,,,,,,,,,1,,,1,,,1,,,,,,,1,,1,,1,,,,,1,,,,1,,,,1,,,1,1,,1,3,2,2,2,2,1,2,,2,1,2,3,,,,,2,2,3,5,,2,2,1,2,,4,1,2,,1,1,2,3,2,3,4,2,5,4,4,2,,1,1,2,,,,,,,,,,,,,,,,,99
10106,,,,,,,,,,,,,,,,,,,,,1,,,1,,,2,,,,,,,,,,,,1,,,,3,,,,1,,1,,1,1,3,2,1,2,2,1,2,2,2,2,2,,,1,3,3,6,1,4,3,4,2,4,6,1,2,4,2,2,,6,1,4,2,4,5,2,2,3,3,,2,2,,,3,,1,1,,,,,,,,,,,,122
10107,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,2,1,1,,,,,,1,2,,1,1,2,1,1,2,2,1,1,4,3,1,1,,,2,2,2,2,4,4,3,3,6,6,1,2,,2,3,1,2,3,3,1,2,6,1,1,2,,1,1,2,1,1,1,,,,,,1,,,,,,,,,,105
10108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,1,,,,1,1,1,1,,1,1,,1,,2,,,1,3,1,,,1,3,3,,2,4,2,,2,1,3,3,2,5,1,7,6,2,3,3,1,4,4,4,1,2,2,3,1,3,,,,,2,,,,,,,,,1,,,,,99
10109,2,1,,,1,,,,,,,,,,2,1,,,1,,,,1,,1,,,,,,,,1,1,,,2,,2,,1,1,2,4,1,1,,2,2,1,,,,2,2,,4,4,6,3,3,2,2,,2,3,3,4,3,3,4,3,4,6,8,4,4,4,4,13,12,2,7,4,9,5,9,7,4,5,2,4,3,2,5,3,2,1,3,,1,,,,,,,,,,,,221
10201,6,1,,,,,,,,,,,,,1,1,,,1,,,,,2,,,1,1,3,,,2,,1,1,1,2,1,1,1,2,1,,1,4,2,5,3,4,2,3,1,6,4,3,1,1,,5,6,4,4,5,1,3,6,8,4,8,4,8,5,7,5,4,5,12,7,12,10,6,9,9,9,9,8,6,10,9,7,6,7,2,1,10,3,1,,1,,,,,1,1,,,,,,,,318
10202,4,1,,,,,,,,,,,,2,,,1,1,1,,1,,3,,,1,1,,3,,1,1,1,,2,1,,,,1,3,3,1,2,2,,2,1,3,1,4,3,1,3,2,5,2,5,4,3,4,2,3,4,1,7,6,9,7,3,6,6,6,9,8,5,3,6,6,5,8,4,5,5,11,9,10,11,5,4,6,5,5,1,3,,2,1,,2,1,,,,,,,,,,,,280
10203,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,1,,1,1,,,,,,2,1,,1,,3,1,,,,2,,1,3,,,1,1,,1,2,,4,,3,1,1,,,6,1,1,3,2,2,4,3,1,,1,3,1,3,2,1,5,4,1,2,1,2,2,1,1,,1,1,,,,1,,,,,,,,,,,90
10204,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,1,,,1,,1,,,,,,1,2,1,,,,1,,,,,,1,,,1,1,3,1,1,,1,2,,1,,4,,1,,,,,,,,,,,,,,,,29
10205,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,1,,,,1,,,,,,2,,1,2,1,1,,1,1,1,,,1,,,,1,,1,,2,1,1,,2,1,,4,1,2,1,1,1,3,,2,,1,,3,2,1,3,1,4,4,1,2,2,1,2,1,,1,,,,,,1,,,,,,,,,71
10206,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,1,,,,,,1,1,,,,,,2,,,,,,,1,,,,,,,2,1,,,,3,1,1,1,,,,,,,1,,,,1,,,,,,,,,,,,,,21
10207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,1,,,,,,,,1,1,,,2,1,2,,,,1,,,2,,,1,1,,1,,,,,1,,1,,,,1,,,,2,1,1,1,,1,1,2,1,1,1,,,,,1,,,,,,,,,,,,33
10208,3,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,1,1,,,,2,,1,1,2,1,,,,3,2,2,,2,,,,2,2,2,2,1,2,,3,1,1,3,2,4,,4,1,1,2,2,1,2,2,3,4,,1,,2,5,1,3,4,6,1,3,3,,2,4,1,1,1,1,,,,,,,,,,,,,,,110
10209,2,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,1,,,1,,,,,,1,,1,,1,2,1,,,,,1,,,,,,2,1,,2,,,,,,,,2,,3,1,,1,1,2,2,,2,,1,2,3,1,,4,1,1,,2,1,2,,1,1,1,2,3,,3,1,,,,,,,,,,,,,63
10210,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,1,,,,1,,1,1,,,,,1,2,,1,,,,1,,1,,,2,,,,1,,,,,,,2,1,1,,,2,3,2,1,,1,3,3,1,2,2,1,3,2,3,2,,2,2,4,2,1,3,,,,1,1,,1,,,,,,,,,,,69
10301,17,,,1,,1,,,,,,,,,,,1,3,,2,1,6,,1,2,4,1,1,2,2,1,2,5,4,2,1,6,3,6,5,2,6,3,8,4,3,4,8,8,7,10,7,13,8,11,11,17,11,9,8,13,12,20,17,17,26,19,22,23,22,21,23,31,24,26,27,26,20,28,30,37,29,28,38,46,29,34,38,30,39,25,28,13,14,10,13,8,6,5,4,3,3,2,2,,,,,,,1,,1170
10302,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,1,,,,,,,1,2,3,1,,,,,,1,1,2,2,,1,,1,,,,1,3,,1,2,2,2,2,2,,2,4,2,1,,2,2,,5,3,2,2,,2,,2,,,,,,,,,,,,,,,,,,,64
10303,,,1,,,,,1,,,,,,,,,,,,,,,,,2,,,,1,,,,1,2,,1,,,,,,1,,2,,1,4,1,1,,4,,3,7,,4,1,4,4,2,1,,2,3,,6,2,5,5,5,2,4,4,5,3,3,3,8,7,11,4,4,4,3,5,7,5,7,2,2,2,4,6,4,1,2,1,1,1,,,,,,,,,,,,,,192
10304,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,1,,1,,1,,,1,,,,,1,1,2,,,,1,1,2,,1,,1,,,,1,4,3,1,4,,1,,,1,,1,,2,2,3,,,,,3,3,3,3,3,3,1,1,1,,,1,2,1,,1,1,1,,,,,,,,,,,,,,69
10305,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,1,1,,,1,1,1,,,2,,1,1,,2,,1,3,,,2,,1,1,1,1,1,1,1,1,1,2,4,2,1,2,3,2,4,7,3,4,3,2,4,1,3,3,5,3,3,5,4,2,2,2,1,,1,2,1,1,,,,,,,,,,,,,,,111
10306,1,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,1,,1,1,,1,,,,1,,,,,,,1,1,1,,,,,,1,1,,,1,3,1,1,2,1,2,1,1,,1,1,,,1,2,1,4,2,1,1,1,1,1,1,2,2,1,,1,,2,,,,1,,1,,,,,,,,,,,,,,,,55
10307,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,1,1,,,,1,1,,2,,1,2,1,1,2,,1,1,1,1,,1,1,3,4,2,2,3,3,1,2,2,1,1,2,3,1,1,2,2,1,1,2,3,,1,3,1,,1,,,,,,,,,,,,,,72
10401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,,,,,,1,,,2,1,,,,1,,,,,,1,,,,1,,,1,,,,1,,1,2,1,1,,,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
10402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,1,,,,,,,,,1,,,,1,,,,,1,1,,,2,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,14
10403,2,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,1,1,,,,,1,,2,,2,1,1,,,,1,1,1,1,,1,1,1,2,,,,2,2,2,,2,1,,,3,,1,1,1,,1,1,,1,1,1,,,,,,,,,,,,,,,,,44
10404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,1,,,2,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,10
11101,5,,,,,,,,,,,1,,1,,,1,1,,,,1,,,,,,,3,1,,2,,2,1,,,,2,,,2,,,4,3,3,,1,4,1,1,,4,1,2,5,1,4,5,8,6,4,3,5,7,3,5,5,3,9,5,5,9,7,9,6,7,3,3,4,5,4,6,4,7,10,2,4,2,9,5,4,1,2,3,2,2,1,,1,,1,,,,,,,,,,253
11102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,4
11201,2,1,1,,,,,,,,,,,,,,,2,1,1,1,,,2,,1,,1,,,,1,1,,,,2,,2,1,1,,1,1,,1,,1,4,,2,2,3,2,5,3,2,2,3,1,1,,3,,5,1,3,1,,2,1,4,5,2,1,3,2,2,3,3,7,,2,,4,1,2,1,4,3,1,2,,3,,,1,1,1,,,,,,,,,,,,,,129
11202,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,1,,,,,,,,,2,1,,,,,,,,,1,,,,1,,,,,,,,1,,,1,,,1,,1,,,,,,2,,,,,1,,,,1,2,,1,1,,,1,,,,,,,,23
11203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3
11301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,1,,,,1,,,1,,1,,2,1,1,2,,,,,1,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,18
11302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,4
11303,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
11401,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,1,,1,,1,2,,,,1,,1,,,,,1,,,,,1,,1,,,,1,,1,2,2,,1,3,1,3,,2,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,36
11402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,1,,,,,2,,,,,,,,,,,,,,,2,2,,,1,2,1,,1,2,1,,,1,,,1,1,,,1,,,,,,,,,,,,,,24
12101,12,1,1,2,,,,,,,,1,,1,,,,1,2,1,,,2,2,2,1,1,3,3,,1,2,1,5,1,3,1,1,,1,2,3,5,4,5,3,3,2,7,4,5,10,8,9,11,6,12,12,9,11,13,11,16,14,15,19,15,23,16,14,14,19,18,10,15,20,15,25,21,16,19,27,25,20,31,20,26,23,15,13,11,12,7,15,7,8,5,2,4,3,3,2,,1,1,,,,,,,,812
12102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
12301,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,3,1,,1,1,1,1,2,1,1,1,1,3,2,,1,1,2,2,1,1,1,,1,,,2,,,,,,,,,,,,,,,,,,,36
