Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.109,muertes.110,muertes.Total 
10203,1,,,,,,,,1,,,,,,,,,1,,,1,,1,,,1,,,1,,,1,,,,,,,3,,,1,,,1,,,,,1,,,,1,,,1,1,,2,,5,2,1,,1,2,4,1,2,2,3,2,1,1,2,,3,2,2,2,3,3,3,2,2,5,2,1,2,1,3,,,1,1,,,,,,1,,,,,,,,,87
10204,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,1,3,1,,1,1,,,2,1,,,,,,,,,,,,,,,,,15
10205,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,1,,1,1,2,,1,,,,,1,,1,,1,,1,3,1,,,,,1,2,,2,,1,,1,2,1,,,,3,3,,1,,1,1,1,1,3,2,5,1,4,,1,2,2,1,2,,1,,,,,,,,,,,,63
10206,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,2,,,,,,1,,,,,,,,,,,,,1,,,,2,,1,,,,,,1,2,,,1,,,,3,,2,,1,1,,1,2,4,1,,1,,,1,,,,,,,,,,,,,,31
10207,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,2,,,,,,,1,2,,1,1,,2,1,1,1,,1,,,1,2,,,1,,1,,1,2,1,1,1,,,1,1,,,,,,,,,,,,,32
10208,6,,1,,1,2,,,,,,,,,,,1,,,2,,,1,2,,,,,1,1,3,2,1,1,,,1,2,,3,,2,1,,,,2,2,,1,3,1,2,1,,1,2,1,1,1,,1,4,2,2,4,,1,,,1,3,2,,1,3,1,,1,1,,1,,3,3,2,3,4,3,6,1,1,2,,2,,3,,,,,,,,,,,,,,113
10209,1,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,2,,,,1,,,,,,,,,1,,,,1,1,,,2,1,,1,1,,,2,1,,,,1,1,2,,,,,,,1,1,,4,1,,1,1,3,,,2,2,4,1,1,3,2,,5,4,1,1,2,2,,1,,,,,,,,,,,,,65
10210,3,1,,,,,,,,,,,,,1,,,,,,,1,,1,,1,,,1,,,1,,,,,,,,1,,,1,,1,,,,,1,,,,1,,,1,,,,1,,,,,,,2,1,1,,1,2,3,1,,1,4,2,2,3,1,2,3,,3,2,5,1,2,1,2,3,,1,,1,,,,,,,,,,,,,,67
10301,20,1,3,3,,3,1,,,,,1,1,1,1,,2,1,1,3,1,1,2,3,2,1,3,1,4,4,3,3,1,1,7,6,3,3,8,7,2,3,6,7,5,7,6,4,6,5,7,8,8,9,9,15,10,13,16,10,21,16,21,13,22,19,13,23,17,21,25,18,17,26,22,32,28,24,28,26,20,29,20,25,11,26,20,21,14,12,20,11,12,8,10,5,7,4,5,2,2,1,,,,,,,,,979
10302,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,2,,,,,1,,,1,,1,,,,,1,,1,,3,2,2,,1,1,,1,2,1,2,1,2,2,,5,5,1,3,1,,,2,1,,2,,,1,1,,1,,,1,1,,,,,,,,,,,,58
10303,1,,1,,,1,,,2,1,,,,,,,,1,1,2,,,,1,1,3,1,,,1,1,1,,,1,1,,1,,1,3,,1,2,1,1,,4,,,,,,,3,,,2,1,2,,2,1,2,6,4,4,4,4,3,3,3,3,2,1,3,7,5,10,3,6,6,10,,3,1,4,5,3,3,4,4,2,2,1,1,,,,,1,,,,,,,,,,169
10304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,1,,,1,,1,1,,1,,1,1,2,,2,1,,1,1,3,2,1,,1,1,2,3,2,5,3,1,,1,3,2,1,1,,2,1,1,1,1,,1,1,,,1,,,,,,1,,,,,,,,59
10305,2,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,1,,,1,,,,1,1,1,1,1,2,1,,1,,1,,1,1,,3,5,1,1,,1,1,1,,1,4,,,1,2,2,3,2,,2,4,5,1,2,2,1,4,9,3,3,3,2,2,3,5,1,1,1,1,3,,1,,1,3,,,,,,,,,,,,,,,110
10306,2,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,,,,1,2,,,1,1,,1,,2,,,,,2,1,,,1,,,,,,,1,,,1,1,1,1,4,,1,2,1,,1,1,3,,2,3,2,2,1,1,1,1,1,1,2,1,,2,1,,,1,,,,,,,,,,,,,,,,63
10307,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,1,1,,,,1,,,,,1,,,1,,,1,1,,,1,1,1,1,2,1,,4,1,1,2,2,2,1,2,1,1,,4,,2,,3,2,3,5,2,,1,2,,2,5,,1,,1,,,,1,,,,,,,,,,,,,,,69
10401,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,1,1,1,,,,,,1,,,,,,,,2,,,,1,,,,,1,2,,,,,,,4,,2,,1,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26
10402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,1,,,,1,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,9
10403,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,1,,1,,,,,1,,,1,,,,2,,,2,1,,,,,,,,,,,1,2,1,1,,,,,,1,,,,,1,1,1,,,1,1,,1,1,,,,1,,1,,,,1,,,,1,,,,,,,,,,,,29
10404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,1,,,,1,,1,,1,1,1,1,,,2,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,15
10501,21,1,1,2,,,,1,,1,1,1,1,,2,,1,2,,2,1,1,1,2,1,3,3,4,,1,1,,2,4,9,2,1,9,1,2,5,6,2,6,3,3,5,3,7,2,10,10,10,6,5,6,7,11,11,16,20,13,15,16,19,12,10,11,14,15,18,24,18,28,19,23,26,23,27,26,28,19,24,23,23,20,19,26,13,18,10,13,8,11,8,9,4,6,3,2,,,2,,,,,,,,885
10502,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,2,2,,,1,2,1,,3,1,2,1,,1,1,,,,,,2,2,1,2,1,,1,3,,,,,,,,,,,,,,,,35
10503,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,1,,,,1,,1,,,,,1,,,1,,,1,,1,1,1,1,,,2,2,1,2,1,,1,1,,1,1,1,4,,1,2,3,1,4,2,6,3,2,1,5,1,2,3,2,3,1,1,,,,1,,,,,,,,,,,,,,,77
10504,3,1,,,,,2,,,,,,,,,1,,1,2,1,1,,1,,,1,1,,,,,,,,,2,1,,2,3,,1,1,1,2,,,1,2,2,2,1,1,4,3,2,,6,1,3,3,3,4,1,6,5,6,4,4,5,5,6,8,4,3,9,4,4,8,7,4,6,6,6,7,2,4,5,10,6,2,2,2,,1,2,3,1,,,,,,,,,,,,,224
10505,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,3,1,,1,,,,2,,,,1,,1,,1,,,1,1,,3,,,,1,2,2,,2,2,3,1,1,1,3,,,2,2,5,2,2,2,,2,,1,2,3,1,,2,2,1,,,,,,,,,,,,,,,,,,68
10506,3,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,2,,,1,1,,,,,1,1,,,1,2,,1,,3,2,,,1,1,,1,,1,2,1,1,,2,1,,,1,2,,4,1,5,4,3,2,2,4,3,2,3,5,2,4,3,6,2,5,2,1,,,1,1,3,1,,1,,,,,,,,,,,,105
10507,5,,1,,,,1,,,,,,,,,,,,,3,1,,,,1,,1,,,,,,1,,,1,1,,,,1,2,3,3,1,,,,2,1,,1,,,4,1,3,1,1,1,1,,,,2,,3,2,2,2,2,1,4,4,3,4,2,4,3,4,6,5,5,1,2,1,3,2,3,1,4,2,,,,,1,,,,,1,,,,,,,,,121
10508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,1,,1,,,,,,,2,,2,2,1,1,,3,,1,1,,,,1,,4,,1,1,1,1,2,2,2,1,2,1,2,,4,1,1,,,1,,,,,,,,,,,,,,,,,46
10509,1,,,,,,,,,,,,,,,,1,1,,1,,,,,,2,1,,1,,2,1,,,1,,,,,,,1,1,1,1,1,1,,,,3,1,,,3,,1,4,2,1,1,1,5,1,,,,1,2,4,10,3,1,3,1,4,3,2,6,5,3,2,1,6,5,3,7,5,4,4,2,2,1,1,,3,2,1,1,,,,,1,,,,,,,140
10510,2,,1,,,1,,,,1,,,,,,,,,1,,1,1,,,,,,,1,1,,,,1,,1,,1,,,,,,1,1,,1,1,,,,1,,,2,1,1,,3,3,3,1,1,1,,2,3,2,2,1,1,,3,4,2,2,,11,1,1,2,3,8,4,6,1,6,4,3,1,1,3,1,1,1,1,,,1,1,,,,,,,,,,,117
10511,6,,2,,,1,,,,,1,,,1,,,,,3,,1,1,1,1,,,1,2,,,2,,3,,,2,1,,1,,1,,3,1,1,2,2,2,2,4,,2,1,4,1,1,3,4,2,1,2,4,4,,3,4,3,2,5,8,5,5,8,7,3,6,5,2,5,8,6,5,7,4,3,3,7,2,5,6,4,1,7,4,3,,1,,,,,,,,,,,,,,224
10512,3,,,,,,,,,,,,1,,,,,,,2,,,1,1,,1,2,,,,,2,,,1,,2,1,,2,,2,1,,1,,2,1,3,3,1,1,3,2,1,5,3,,,4,1,2,6,1,1,4,3,7,8,6,1,5,1,5,7,8,8,2,8,3,14,7,9,1,10,2,3,5,5,6,4,2,5,5,1,,3,,,,,,,,,,,,,,221
11101,11,1,,,,2,,,,1,,,1,,,,,,,,1,,,,2,1,,,,,4,,1,2,2,4,1,3,,,3,,1,2,,3,1,3,3,4,,1,3,2,1,3,6,5,6,3,1,3,4,1,4,5,3,1,1,6,6,3,5,4,4,1,8,9,3,3,9,3,2,2,6,8,5,4,5,3,4,2,3,4,2,,2,2,1,,,,,,,,,,,,229
11102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5
11201,3,,1,,,,,,,,,,1,,,,2,2,1,2,2,,1,,,,2,,,1,,,,,1,1,,1,4,,2,,2,1,1,4,,3,1,1,,2,,5,2,,,1,,1,,1,2,1,2,,2,2,1,2,1,,3,3,1,2,1,,3,2,4,3,1,,2,5,2,2,2,3,1,1,1,3,,1,,1,,,,,,,,,,,,,112
11202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,1,,,,2,,,1,,,1,,,,,,,1,,1,,,1,2,1,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,19
11203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
11301,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,1,,1,1,,,,1,2,1,1,,,,,,2,2,,,1,,,,1,,,,,,,,,,,,,,,,,,19
11302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
11401,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,1,,1,,,,,,,,1,,,1,,2,,1,,,,1,1,,,,,,1,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,19
11402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,2,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,9
12101,14,1,2,,,,,1,,,,3,1,,,,,2,,3,2,2,5,1,2,,1,3,,3,3,2,3,3,2,,5,1,5,4,5,6,3,4,6,9,5,6,5,6,14,5,8,8,9,16,20,9,12,11,9,9,12,14,16,17,14,14,8,17,19,13,18,23,14,21,19,21,22,23,17,12,12,25,15,7,15,17,12,9,21,14,11,7,7,6,3,,,2,,,1,1,,,,,,,778
12103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12201,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
12202,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
12301,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,1,1,,,,1,,1,1,2,,2,,1,1,1,,2,,2,1,,1,,,,,,,1,1,1,1,,1,,,,,,,,2,1,,,,,,,,,,,,,,,,30
12302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
12303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
12401,6,,,,,,,1,1,,,,,,,,,,,2,1,,,,,,1,1,1,,,,,1,1,1,1,1,,2,3,1,,4,2,1,1,,1,1,,1,1,4,,1,1,4,2,1,2,3,3,2,1,5,1,2,,2,1,3,6,5,6,2,4,3,2,5,1,2,3,4,2,3,5,1,5,1,,5,2,,1,1,1,1,,2,,,,,,1,,,,,149
13101,24,1,,1,,,,1,1,,,,1,,,1,,3,1,,2,2,5,3,5,4,4,8,6,3,5,4,6,7,2,4,4,1,4,7,8,5,6,4,8,5,8,2,10,7,11,6,6,11,13,10,8,15,12,23,11,22,23,14,19,33,30,17,21,27,33,28,30,35,36,32,39,26,38,41,36,48,50,40,29,44,36,44,42,42,36,33,25,21,22,22,10,9,9,8,6,2,1,1,1,,,,,,1470
13102,7,1,,,,,,,,,,,2,1,1,,1,1,,,1,3,,1,,1,1,,3,2,3,2,,3,,1,,2,1,1,1,2,3,,2,4,1,4,3,4,2,5,3,5,3,2,5,4,4,5,5,2,6,7,8,9,10,5,5,5,11,9,6,16,12,13,10,5,10,7,10,11,12,7,13,9,8,8,10,4,10,6,4,8,4,,3,1,,1,1,,,,,1,,,,,393
13103,19,2,1,2,1,,,,,,,,,1,2,1,1,2,,1,3,1,2,1,1,2,1,1,6,6,2,2,1,2,4,2,4,3,2,2,4,5,,8,8,5,5,4,7,3,8,6,12,11,8,14,11,11,11,20,16,22,19,8,8,11,13,13,19,9,21,22,24,21,26,26,21,20,20,18,14,20,12,23,9,16,14,8,9,7,6,12,6,5,2,1,1,2,,,1,,,,,,,,,,767
13104,23,1,1,,,,,1,,,1,1,1,,,1,,2,1,1,2,,2,2,1,4,1,3,4,1,1,2,5,1,,7,2,4,2,3,5,6,9,6,7,5,3,6,4,3,10,6,5,9,6,7,7,8,8,7,13,13,12,18,15,13,17,17,21,12,19,23,18,28,32,39,19,20,26,20,27,22,26,16,24,17,9,15,21,15,13,18,6,7,4,3,1,2,1,2,2,,,,,,,,,1,855
13105,24,2,,,1,1,,1,,,,,2,1,,,1,2,1,2,3,3,2,1,,3,,2,1,,3,3,6,6,2,5,2,8,2,4,7,3,7,4,4,10,5,5,8,8,7,6,7,11,9,6,9,9,12,10,17,11,17,20,16,9,13,23,17,11,14,17,23,22,25,25,13,17,17,17,22,16,16,22,14,17,15,15,13,20,18,8,7,9,10,2,5,1,3,,,2,1,,,,,,,,821
13106,17,,,,1,,,1,,1,,,,1,,3,,,,,1,,3,2,4,3,,1,4,,2,1,4,,,4,2,3,4,4,2,2,6,3,5,6,5,5,5,5,5,7,4,8,4,11,14,10,18,10,13,12,17,13,14,14,13,11,13,13,13,23,29,22,22,19,29,22,16,21,31,23,22,20,27,17,18,17,15,21,12,13,9,8,6,5,6,2,3,,1,1,,,1,1,,,,,829
13107,9,,1,,1,,,,1,1,,,,,,,,,1,,2,,1,,,1,2,1,4,1,2,,,3,,4,,1,1,3,1,2,2,5,3,4,4,,3,2,1,3,3,6,4,7,5,7,6,5,6,10,5,10,9,9,6,7,10,7,6,5,15,8,7,5,8,6,11,3,3,5,5,4,2,1,3,4,4,2,,1,1,1,2,2,,1,,1,3,,,,,,,,,,311
13108,13,3,,1,1,1,2,,,1,,,,,1,,,,,,3,,,1,2,1,,2,1,2,1,1,1,2,,5,3,2,2,1,7,2,,3,2,1,2,7,5,10,4,9,4,6,5,7,8,5,9,4,12,11,15,12,10,5,10,14,9,11,15,21,20,18,28,30,26,22,14,23,21,33,30,25,21,37,36,26,33,28,25,20,15,10,12,9,7,5,6,3,2,,1,,1,,,,,,885
13109,6,,,,3,,1,,,,,,,1,,,,,4,4,1,,1,2,1,2,1,,,2,,,2,,4,1,2,,3,1,1,2,2,2,1,3,4,4,2,1,4,3,4,2,3,3,8,10,7,7,7,5,7,4,7,6,3,9,5,12,4,7,9,11,19,19,24,15,16,17,24,15,19,14,18,20,15,15,15,22,9,14,10,11,7,2,7,4,2,1,1,2,1,1,1,,1,,,,572
13110,40,5,4,,,2,2,1,1,2,,,1,1,4,1,1,3,3,,4,4,5,3,1,4,4,6,3,3,2,6,2,7,9,9,6,6,7,7,8,4,8,6,2,11,9,6,11,16,13,13,25,14,18,27,18,15,25,27,25,23,22,22,22,28,30,39,25,28,34,32,47,40,51,46,38,33,36,34,37,30,39,52,33,35,46,33,32,28,19,25,25,18,9,12,2,4,4,1,,1,1,1,,1,,,,,1588
13111,11,,1,1,1,,,,,,,,,,,,1,,1,,2,3,3,1,1,1,1,2,1,2,2,1,1,2,3,2,3,2,2,3,1,7,2,1,3,5,4,6,6,4,6,11,7,4,5,6,9,9,6,7,13,13,11,4,11,4,15,15,7,10,17,20,17,18,16,24,20,27,14,23,18,13,9,22,11,11,10,13,11,9,7,5,9,6,3,3,2,1,2,1,,,,,,,,,,,628
13112,19,,,,,,3,,,1,1,2,1,1,,3,4,3,3,1,1,1,5,3,3,4,1,2,3,1,4,3,6,2,3,1,5,3,4,4,7,5,3,7,7,7,5,6,5,4,10,13,10,7,5,7,11,9,7,14,11,11,17,15,20,11,13,9,12,14,7,10,16,21,12,17,15,10,15,18,13,15,9,11,12,8,9,7,6,12,9,4,4,4,2,2,4,1,,1,1,,,,,,,,,,658
13113,2,3,,1,,1,,2,,,1,,,1,1,,,,,1,1,1,,2,,1,,1,2,2,1,1,1,1,2,1,2,1,,3,,1,2,,2,1,1,2,4,2,4,2,4,2,2,6,5,,3,3,4,8,10,5,8,10,7,8,7,8,14,11,15,11,10,14,15,11,10,14,19,17,17,17,20,20,15,16,15,24,16,13,11,12,8,8,,2,4,2,1,2,,1,,1,,,,,543
13114,18,1,,1,2,,1,,2,,,1,,,,,1,1,2,2,,2,,1,3,2,2,1,3,2,1,4,3,,4,4,2,3,1,6,5,2,1,4,3,5,6,7,8,4,7,4,5,12,7,12,8,10,3,13,8,15,13,20,20,17,11,16,16,29,20,26,18,32,33,20,33,36,36,31,34,38,43,47,45,48,45,47,47,52,35,33,29,26,19,19,12,5,7,13,4,3,3,,,,,,,,1306
13115,9,2,,,,,,1,1,,,,,,,2,,1,,,1,2,1,,2,1,,,2,1,1,,1,1,,,,,1,1,2,1,4,1,2,1,2,3,2,1,1,2,2,1,3,4,1,1,2,4,4,2,3,2,3,6,5,5,2,4,6,,1,8,4,3,5,4,5,4,6,5,4,6,7,5,7,7,5,4,3,7,1,5,2,2,1,,1,1,,,,,,,,,,,226
13116,13,,,1,,,,1,1,,,1,1,,2,1,,,2,2,2,2,1,5,2,1,1,2,2,2,3,7,4,1,2,1,3,3,7,2,3,5,6,4,9,7,7,3,7,8,6,6,2,9,4,5,5,9,11,7,7,9,4,11,8,9,15,18,10,12,27,27,22,19,26,32,13,24,17,24,17,20,14,12,14,12,11,16,10,12,8,7,1,2,,1,1,3,1,1,,,,,,,,,,,698
13117,11,1,1,1,1,,,,,,,,,,,1,2,2,,1,1,3,2,3,2,,,,3,1,3,,2,1,2,4,4,1,3,4,2,2,5,4,2,3,1,2,2,5,2,3,4,3,6,9,11,6,10,5,14,11,11,11,11,10,13,11,14,13,11,10,13,15,25,16,18,17,10,20,11,10,7,8,10,7,8,8,14,8,7,4,2,5,5,2,3,1,2,4,1,,,,,,,,,,548
13118,10,4,,,,,,,,,1,,1,,,,,1,,,,,,2,,,2,1,1,3,2,1,4,2,3,2,,4,3,3,4,2,1,4,3,1,1,3,4,8,7,3,2,9,4,3,7,8,6,14,8,10,6,16,8,9,12,4,7,15,16,21,17,19,25,20,20,13,20,17,21,17,23,16,18,17,20,13,11,10,16,12,9,6,7,10,4,3,,3,,2,1,,,,,1,,,667
13119,59,1,2,,1,1,1,1,2,,,2,4,1,3,,2,,1,3,2,4,5,4,4,4,3,3,6,3,4,2,5,5,5,6,4,6,6,10,11,9,5,7,11,13,12,11,18,12,13,21,16,25,16,16,12,16,26,25,26,26,24,30,20,26,23,21,26,32,21,24,31,28,30,40,33,50,24,37,30,34,25,35,24,29,22,32,24,24,29,19,13,14,7,9,8,7,6,,2,1,,,,,,,,,1436
13120,6,,,,,1,,,,,,,,,1,,,2,1,1,,,1,,1,,,1,,2,2,1,2,2,2,1,4,1,3,6,2,2,2,3,3,6,7,6,1,4,4,4,3,7,7,2,2,8,8,9,5,11,12,13,15,12,19,11,22,13,29,23,26,29,34,31,35,35,52,32,56,48,40,43,36,50,45,46,31,52,38,39,36,26,21,19,17,17,8,9,,7,5,1,,,1,,,,1281
13121,13,2,,,,1,,1,,,1,,2,,1,,,1,2,1,1,2,3,1,2,,,1,3,1,,1,,3,5,3,3,1,3,3,4,2,2,4,5,4,4,6,8,6,5,3,13,6,6,8,4,7,7,6,9,5,12,9,13,9,7,14,15,24,19,20,19,22,37,22,27,25,29,26,32,25,34,25,20,22,15,14,11,11,16,10,7,5,5,3,3,,,2,3,1,1,,,,,,,,799
13122,27,2,4,3,1,,,1,1,1,,2,1,1,,,2,1,1,2,5,4,1,4,1,2,10,2,3,2,6,6,5,6,6,4,7,3,5,4,4,6,7,9,5,4,4,8,12,10,13,12,8,8,7,13,9,12,22,10,13,15,18,16,22,15,18,22,22,11,17,14,26,16,22,23,24,17,15,22,19,19,21,20,19,21,18,13,8,7,12,10,8,6,8,2,3,,3,,2,,,,,,,1,,,907
13123,16,1,,,1,,,,,,2,,,,,1,,,,,1,3,2,,1,,,2,1,1,3,,1,1,1,,,3,1,1,2,,2,2,4,1,1,,2,6,8,3,4,5,3,5,8,5,9,10,12,7,13,9,11,13,13,12,11,5,12,7,22,23,18,20,28,25,18,34,29,32,34,34,41,39,54,47,43,37,44,37,37,28,31,27,22,14,9,6,6,5,3,3,,,,,,1,1099
13124,22,3,1,,,1,,1,,,2,,,1,2,,,1,3,1,1,,4,1,1,,5,2,2,5,4,2,,4,2,3,4,,4,9,4,3,5,7,9,5,8,4,9,4,9,12,12,7,15,12,14,13,8,15,14,14,13,14,5,18,15,15,17,11,20,17,20,18,15,16,13,19,13,8,22,20,12,21,8,16,12,14,8,6,9,8,12,5,2,3,2,1,1,1,1,,,,,,,,,,745
13125,13,,1,,1,1,1,1,,1,,,,,,,2,,,1,,1,1,2,1,1,1,,1,,1,2,4,1,,1,2,2,5,4,2,2,4,3,1,2,4,6,4,3,3,5,3,5,5,5,7,4,9,5,3,6,7,4,6,12,2,7,6,1,8,8,10,5,7,3,4,7,2,9,3,7,7,3,3,6,8,5,,6,1,,3,1,2,,1,1,,1,,,,,,,,,,,309
13126,13,,,1,,,,,1,,,1,,,1,,,,,,,1,3,2,2,2,,2,3,,1,,1,4,3,,4,1,2,2,4,4,,2,2,4,6,3,5,3,4,5,4,5,8,6,7,12,11,10,15,8,12,14,15,9,14,24,27,17,18,17,19,21,20,15,27,23,31,24,21,23,18,30,22,18,25,14,19,21,17,18,10,8,8,6,2,2,4,3,2,1,1,1,,,,,,,819
13127,26,5,1,1,,,1,,2,,,,1,2,1,,3,1,1,,,1,2,3,2,5,2,4,3,3,3,5,2,2,5,3,2,2,2,1,3,5,7,5,4,8,7,6,6,11,10,7,8,10,14,10,9,7,12,9,12,13,11,21,15,23,15,13,25,23,25,26,26,34,27,36,35,34,24,38,24,25,27,39,32,31,37,23,21,18,24,17,15,18,10,5,4,2,4,4,2,1,2,,,,,,,,1116
13128,22,1,,,1,,,,1,,,,,2,1,1,3,2,2,2,2,1,3,3,2,3,,2,2,1,1,1,2,2,5,4,1,3,4,3,2,5,4,4,1,11,3,5,6,3,8,8,7,10,3,9,7,12,11,17,8,12,7,21,10,9,12,18,8,19,20,10,13,19,20,17,20,18,12,19,16,10,20,12,14,9,8,15,7,13,4,6,5,1,1,5,2,1,1,,1,,,1,1,1,,,,,665
13129,12,1,,,1,,,,,,1,1,,,,1,,,,,1,1,,,,3,2,1,3,,2,,2,,2,2,2,1,1,1,5,3,6,1,5,6,2,6,3,7,7,5,8,5,6,6,10,7,6,7,9,10,7,13,11,8,7,6,13,13,16,14,23,16,11,11,16,17,12,19,23,19,23,24,26,9,20,5,7,11,17,10,5,3,5,3,3,1,1,2,,2,1,,,,,,,,624
