Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.111,muertes.112,muertes.Total 
8201,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,,,2,,,,2,,2,1,1,1,,1,1,,,,3,1,,2,1,1,1,,1,3,1,1,1,2,,,3,2,1,3,5,4,4,1,8,1,3,2,2,5,3,3,4,5,5,4,5,3,1,7,8,3,3,6,7,5,3,5,3,2,1,2,,,1,,1,,1,,1,,,,,,,,,,169
8202,5,1,,1,1,,1,,,,,,,,,,,,1,,,1,,1,1,,,,,1,,,1,1,,1,1,,,,,1,,1,1,1,,1,2,3,2,2,3,2,3,1,1,1,5,2,1,3,3,4,3,,5,1,4,3,1,8,3,2,5,5,7,9,3,3,4,3,2,4,8,7,7,9,1,5,3,6,1,2,2,4,1,1,1,2,,2,,,,,,,,,,,,198
8203,4,,1,,,,,,,,1,1,,,,,3,,,,,,,,,,1,2,1,,3,,,,1,1,,,,1,1,1,1,1,,1,2,3,1,3,3,,3,1,3,3,2,2,2,1,4,5,2,4,6,6,9,7,2,3,1,7,5,4,4,,6,9,5,7,6,8,3,6,7,10,7,6,4,7,4,3,3,3,1,,4,4,,,,,,,,,,,,,,,,236
8204,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,1,2,1,,,,,,1,1,1,,,,3,2,1,,,1,,1,,,2,,1,2,,3,2,2,2,,3,1,,2,,1,,2,,,1,,,,,,,,,,,,44
8205,6,2,1,,,,,,,,,,,,,,,,1,,,,1,,1,,1,,,,,,,1,1,2,,2,2,1,,1,,1,2,,1,3,4,3,1,2,,1,3,2,,4,3,3,1,4,2,3,3,3,5,4,6,2,4,8,8,10,6,5,8,3,1,3,4,,3,4,9,6,6,2,4,1,2,2,5,2,,2,2,,1,,,1,1,,,,,,,,,,,202
8206,3,,2,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,,,1,,,,,,,1,1,,1,2,,1,1,1,1,,2,2,,,2,4,,3,1,1,2,3,,,3,4,1,,3,3,1,1,2,4,3,6,3,7,3,5,1,2,1,4,6,2,2,5,4,2,,,,,1,,,1,,,,,,,,,,,,,,120
8207,3,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,1,1,,,,1,,,,,,,2,1,,,,,,2,,,2,1,,1,,1,1,2,,,1,1,3,,1,1,1,2,1,,3,4,3,3,1,4,1,3,,,,4,2,1,3,,2,3,1,1,3,1,,1,,1,1,1,,,,,,,,,,,,,,,,80
8301,29,,,1,2,,,,,,1,,,1,,,,4,1,1,4,6,1,1,3,,1,3,3,2,2,3,3,2,5,1,4,3,5,1,5,6,7,7,9,3,7,7,8,8,5,10,7,11,11,14,8,5,13,17,17,17,14,16,16,18,19,15,21,24,26,22,16,24,22,29,30,24,23,25,34,31,18,28,34,35,26,33,24,14,16,11,20,17,8,9,8,8,7,3,1,2,1,,,,,,,,,,,1067
8302,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1,1,,,,1,2,,1,2,,,1,1,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,19
8303,2,,,,,,,,,,,,1,,,,1,,,2,1,,,,,,,,,,,1,,,,,1,,1,,2,1,1,,1,,,1,,,2,1,,2,,3,2,1,2,1,2,2,3,3,4,2,6,7,4,3,4,2,6,6,4,2,4,5,6,5,3,5,5,1,2,4,4,3,3,3,3,2,1,3,2,1,1,,,,2,,,,,,,,,1,,,,159
8304,2,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,2,,,,,,,,,,,1,1,1,,2,1,3,,1,,1,,1,1,,3,3,1,2,5,2,3,5,2,1,2,4,4,4,4,4,1,6,4,3,2,4,2,3,2,3,4,5,3,5,9,2,5,7,6,1,3,3,1,3,,,1,,,,1,,,,1,,,,,,,,,158
8305,4,,,,,,,,,,,,,,,1,,,,,1,,,,3,1,,2,,,3,1,,,3,,1,1,,,1,1,1,2,,,,1,1,,1,2,1,1,1,2,3,5,,3,1,2,2,3,1,3,1,4,5,6,3,5,5,4,3,4,7,5,4,9,4,3,7,2,10,6,6,7,3,6,3,5,3,1,,1,1,2,,1,,,,,,1,,,,,,,,196
8306,,,1,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,1,,,,1,1,,2,,3,,1,,,,1,1,1,1,,1,2,1,2,4,3,1,5,2,4,1,3,2,3,2,1,2,6,3,1,6,4,3,4,11,6,4,1,3,5,6,3,7,1,2,5,3,5,5,3,6,5,2,2,2,1,2,2,3,,,,,,,,,,,,,,,,178
8307,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,,,,,2,,,,,,2,,1,1,,,,1,1,3,3,3,2,1,,1,3,2,2,2,,1,,1,,2,,4,1,1,1,1,1,1,,,3,2,1,,,1,,,,1,,,,,,,,,,,,,,,57
8308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,,1,1,1,,,2,,,1,,,,,,1,,1,1,,3,,,2,3,,1,2,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,30
8309,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,1,,,1,,,,,,,,,,,1,,,,,1,,1,1,2,,2,,,,1,,,3,2,,2,2,2,1,2,1,3,2,2,2,4,2,2,1,1,4,3,1,1,2,2,1,2,1,1,3,,,,1,,,,,,,,,,,,,,71
8310,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,2,,,,,2,1,1,1,2,,,1,1,1,1,,,1,,,,1,1,1,,2,1,,,2,,,1,,,,1,,,,,,,,,,,,,,,,,,,27
8311,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,2,,,,1,3,,,3,5,1,,1,1,2,,5,3,4,1,3,6,4,2,2,4,3,1,2,4,5,6,7,5,2,3,2,,1,1,3,,,2,3,1,,,,,,,,,,,,,,,109
8312,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,2,,,,1,,1,,1,1,1,3,,1,1,,,3,,2,,1,1,2,1,4,3,2,2,2,3,2,2,3,3,,1,2,3,3,6,4,5,8,5,5,5,2,2,3,2,1,3,2,3,1,2,2,,,,,1,,,,,,,,,,,123
8313,1,,,,,,,,1,,1,,,,,,,,,,,,1,1,1,,,,,1,1,,,,,,,,1,,,,1,1,,3,2,1,,3,1,4,1,1,,,,2,1,5,,2,4,4,3,3,11,2,4,4,7,1,6,4,5,6,8,5,3,5,4,4,4,5,6,4,4,1,1,6,3,5,6,,,2,2,2,,,1,,,,,,,,,,,,,182
8314,6,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1,1,,1,,1,,,,,,,,,1,,1,,,,,1,,,1,,,,,1,,,1,2,,,,,,1,1,,,1,2,3,1,1,,,2,,,1,1,1,,1,1,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,43
8401,15,3,1,2,1,,,1,1,1,,,,1,,1,1,3,2,1,2,,2,2,5,1,2,1,2,6,1,3,3,3,2,1,1,4,4,2,2,6,5,9,4,7,9,4,4,9,5,7,14,12,16,14,7,14,9,11,17,14,23,16,18,22,23,25,15,26,32,28,31,24,33,30,26,32,21,32,25,21,39,35,33,23,35,22,34,31,22,21,21,25,12,13,14,8,5,4,1,2,3,2,,,,,,,,,,1189
8402,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,1,,,,1,,2,,,,1,2,,,1,,3,,1,,1,3,2,2,5,1,2,4,6,2,5,7,1,5,2,,3,,4,3,2,5,1,4,2,3,4,3,2,5,4,6,1,2,2,3,8,3,5,2,5,3,,2,4,1,1,,,,,,,,,,,,,156
8403,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,3,,,1,,2,1,,,2,,,,,1,,2,,3,,1,1,,,,2,,1,,,,2,3,2,3,3,1,1,1,1,2,1,2,2,1,,2,,,1,,1,,,,,,,,,,,,,53
8404,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,1,,2,1,,3,1,,,,3,3,3,3,1,3,2,3,3,3,3,4,3,1,6,4,3,7,2,3,2,3,3,6,3,4,5,8,4,2,4,,1,1,1,2,,2,1,,,,,,,,,,,,,,,,128
8405,,1,,,,,,1,,,,,,,,,,,2,,,,,,,,,,1,,1,,,,1,,,,,,2,1,,,,,1,2,,1,2,5,,,,3,4,1,3,3,4,2,3,,3,2,4,4,5,2,1,2,5,6,8,3,4,4,3,4,5,6,5,1,5,4,7,3,1,4,4,2,3,1,3,1,1,2,,,,,1,,,,,,,,,,,163
8406,2,,,1,,,,1,,,,,,1,,,,,1,,,,,,,1,,1,1,,,,1,,1,1,,,,,,,,,2,,1,1,,1,2,1,1,2,,1,,2,3,3,3,2,2,,1,2,3,1,4,3,3,,4,2,3,5,4,3,6,5,4,1,4,5,2,7,2,1,2,3,,1,2,1,,,,,,,,,,,1,,,,,,,,,124
8407,2,,,,,,,,,,,,,,,,,,1,3,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,1,,2,2,,,1,,,3,1,,2,1,1,1,,1,2,1,,2,,1,4,1,4,1,,4,2,2,4,1,3,7,2,3,5,4,6,2,3,2,,2,2,1,1,2,1,,,,2,,,,,,,,,,,,,,103
8408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,1,,,,1,,3,,,,2,1,,,,,,,,,1,,,1,2,3,,,2,2,1,2,4,,1,3,1,3,,2,2,2,1,,1,2,1,1,1,,,1,,,,,,,,,,,,,,,,51
8409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,1,,,,1,1,1,1,,,,,3,1,1,,,,3,2,1,2,2,1,,2,2,3,3,1,2,2,2,1,1,1,1,1,1,3,,4,3,3,2,4,4,3,1,1,3,1,1,5,1,1,2,,,1,1,,,,,,,,,,,,,,,91
8410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,1,,,,,,,,2,1,,,1,2,,,,3,,,2,,2,2,,,,1,2,1,1,,2,,3,1,,1,2,1,1,1,3,,2,2,1,2,1,,,2,2,,,,,1,,,,,,,,,,,,,,,,52
8411,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,2,,1,,,2,,1,,,,1,,,,,,1,1,2,,1,1,,1,,1,1,1,1,5,2,,1,1,6,5,2,2,,1,,3,,3,,2,5,2,5,1,3,4,3,2,2,4,4,2,4,1,1,3,1,,1,,,1,1,,,,,,,,,,,,,,105
8412,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,,1,1,1,1,1,,,,1,1,,,,,1,,,,2,1,2,,2,,,1,2,3,,,,2,1,2,,2,1,1,4,,,2,,,1,,1,,,,,2,,,,,,,,,,,,,45
8413,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,1,,,,,,,1,,1,1,,,,,2,2,2,,3,,,,,,2,,1,1,,1,6,3,1,1,3,2,2,2,3,3,5,7,4,3,1,4,2,1,1,4,3,10,3,1,3,5,4,4,4,4,2,4,2,2,1,,,2,,2,,,,,,,,,,,,,,136
8414,7,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,1,,,,,,,,1,1,,1,,1,,2,,,,,,1,1,2,1,1,,1,1,,,2,1,3,2,2,2,1,2,1,1,1,4,,4,2,1,2,3,4,3,2,3,2,1,3,6,3,3,4,2,1,4,,,2,1,,2,1,,,,,,,,,,,,,,,107
8415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,,1,,,1,,2,,,,2,2,3,1,2,2,2,1,,,1,1,3,1,,1,1,1,1,2,2,1,,3,1,,3,2,,1,1,1,3,,,1,1,,,,,,,,,,,,,,,55
8416,2,,,,,,,,,,,,,,,1,,,,2,,,1,,1,,,,1,,,1,,,1,1,,,1,1,,1,2,,2,2,3,4,1,3,1,4,2,5,4,3,4,9,4,3,3,5,13,5,9,6,11,7,4,6,5,9,8,7,7,12,15,7,11,10,11,12,8,13,9,12,14,14,3,9,8,9,12,8,3,3,3,2,,2,1,1,,,1,,,,,,,,,388
8417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,1,1,,,,3,,,,1,,,,,,2,,1,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,19
8418,3,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,1,,,1,,,,,1,,2,2,1,,2,1,,,,1,,2,2,,1,4,2,,1,5,4,3,2,5,5,2,3,4,2,2,1,3,3,1,5,1,,3,6,2,4,3,1,2,2,5,4,,,,,,2,,,,,1,,,,,,,,,116
8419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,,1,,3,4,1,,1,,5,,1,2,2,,2,2,1,3,1,1,1,2,2,1,3,2,1,1,2,,3,2,,,,,,,,,,,,,,,,,,,,55
8420,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,2,,1,,,,,,,,,1,,,,,2,,1,,,1,,2,1,2,2,2,3,2,1,1,5,,1,1,,1,2,,,1,,,1,2,,1,,,,,,,,,,,,,,,,,,43
8421,2,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,1,,,,1,,1,,1,,1,,1,1,1,,,,1,1,2,,3,,,2,1,4,2,4,2,3,1,2,4,2,3,4,4,7,4,3,5,3,4,4,1,3,7,5,4,4,1,5,4,1,3,1,3,,,,,1,1,,,,,,,,,,,133
9101,32,2,2,,,,,,,,1,,,2,1,1,1,,2,4,2,2,3,5,1,5,3,1,4,7,7,1,8,3,2,5,6,4,4,10,3,6,5,3,6,5,10,7,10,11,8,14,14,15,13,19,22,19,23,14,23,13,22,23,17,21,20,32,31,34,32,31,31,24,37,33,42,40,36,32,30,40,31,42,47,44,43,41,37,26,31,38,21,28,17,17,14,12,8,8,7,2,4,,1,1,1,,,,,,,1524
9102,1,,,,,,,,,,,,,,1,,1,,,,,3,,,1,,1,1,1,,,,,,1,1,,1,1,1,2,1,,3,,,1,,1,1,1,1,1,3,,2,2,3,5,1,2,4,,,3,2,4,12,3,3,4,3,5,2,4,3,2,5,2,4,5,2,5,7,4,5,6,2,2,8,2,5,3,,1,3,2,,1,,,,,,,1,,,,,,,,174
9103,,,,,1,,,,,,,,,,1,,,,,,,1,,2,,,,,,1,,,,1,,,,,1,1,,,1,1,3,,,,,4,1,,2,,2,2,,1,,,,1,1,2,2,1,2,1,2,1,4,2,5,2,1,2,3,4,7,5,3,5,6,6,9,8,4,3,6,6,6,5,2,3,2,1,,,1,,,,,,,,,,,,,,,150
9104,3,,,1,,,,,,,,1,,,,,,,,,,,,2,1,,,,,,,1,,,,,,,,,1,,1,,1,,,2,,1,,,1,,1,1,,,,,1,1,,,,1,1,2,3,,2,1,1,,3,1,,,2,2,2,3,1,1,1,1,3,1,,1,2,2,,1,,,,1,,,,,,,,,,,,,,,,59
9105,3,,,,,,,1,,,,,,,,,,,,,,,,1,1,,1,,,,1,,,,,,,,,,1,1,,2,,2,2,2,,1,,1,4,,,6,,1,1,2,4,2,,3,6,,5,5,5,3,2,1,5,2,2,3,6,6,5,5,1,3,10,2,6,4,6,5,5,3,5,4,5,5,1,2,1,3,1,,,,1,,,,,,,,,,,177
9106,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,1,,1,,,,,,1,1,,1,3,2,,1,,,,,3,,2,1,,,1,1,2,,3,3,,,2,1,2,4,1,1,2,4,1,1,1,,6,7,2,4,1,1,,,1,,1,1,1,,1,,,,,,,,,,,,,,,78
9107,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,1,1,1,,,1,,,1,,,1,,,1,,,,3,3,,,1,,1,2,1,2,1,,,2,1,,1,1,1,,,1,1,,3,4,1,,2,4,4,,2,3,2,5,4,4,4,5,8,7,5,2,4,5,3,2,2,2,2,3,1,,2,,,,,2,1,,,,,,,,,131
9108,2,,,,,,,,,,1,,,,,,,,2,,1,1,,,,1,,,,,,,1,,,1,,2,1,,2,2,1,,1,1,2,,1,2,1,,,4,3,2,3,2,3,3,2,4,5,6,3,7,3,2,5,3,11,3,8,6,2,4,5,5,6,8,8,9,5,6,7,7,8,5,5,7,4,7,4,1,4,2,2,1,1,,,,,,1,,,,,,,,,238
9109,1,,,1,,,,,,,,,,,,,1,,,,2,1,,1,,,,,1,,,,,1,1,1,1,,,,,,,,,1,,,2,3,,1,1,2,4,2,2,1,3,2,1,1,4,1,4,5,4,,2,2,,2,5,4,6,3,3,4,3,6,2,5,4,10,4,3,9,8,4,4,2,4,6,1,5,1,,1,,,,,,,,,,,,,,,,169
9110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,2,,,,,1,2,,,2,,,,,1,2,1,4,1,2,2,3,,1,2,1,1,4,1,1,1,,1,1,2,1,,,,1,,1,,,,,,,,,,,,45
9111,4,1,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,1,,1,1,1,1,,1,1,,,1,,,1,2,1,,,2,1,1,,6,1,2,3,1,1,2,2,6,3,2,3,4,1,3,3,3,3,2,7,7,4,6,4,4,8,8,9,3,7,12,10,9,7,11,6,6,7,4,5,6,6,3,4,2,3,2,,,,1,,,1,,,,,,,,,248
9112,14,2,,1,,,,,,,,,,,1,1,1,,,1,,,1,,,3,,,3,,,,,1,,1,,,3,1,4,,2,4,2,3,2,6,3,3,3,2,5,2,4,4,2,3,7,7,6,3,8,8,9,3,6,13,4,10,6,5,10,9,7,9,9,10,6,5,16,14,21,10,11,8,11,10,6,5,6,7,5,3,4,3,2,2,1,1,1,,1,,,,,,,,,,,396
9113,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,,2,2,1,2,1,1,1,,,,2,1,6,1,,,1,,2,,2,1,1,,1,,,,,,,,,,,,,,,50
9114,2,,,,,,,1,,,,,,,,,,1,,1,,,1,,1,,1,1,1,,1,,,,,1,,,,,,1,,2,,,3,,1,,2,4,3,2,2,,4,,1,,,7,,4,3,1,3,1,2,5,5,5,3,8,2,4,5,7,3,6,3,6,5,5,6,6,7,3,3,3,7,2,6,5,5,1,5,1,,,2,1,,,1,,,,,,,,,196
9115,3,,,,,,,,,,,,,,1,1,,,1,,1,,,,1,,,1,,2,,,,,,,,1,,,1,,,1,,1,,3,,,1,,1,1,2,1,,1,2,2,3,3,2,2,1,5,,4,2,1,1,2,2,1,3,6,6,3,3,5,3,4,7,6,5,2,2,2,1,2,2,2,3,3,,1,,4,1,1,,,,,,,,,,,,,,135
9116,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,2,2,1,,1,2,,,2,2,,3,1,3,1,1,1,,1,,1,3,,1,2,4,3,3,2,2,1,8,2,1,,4,4,1,5,1,4,9,5,6,,6,1,,6,1,4,3,2,1,2,,,,,,,,,,,,,,,,,,127
9117,2,,,,,,,,,,,,1,,,,1,,1,,,1,,,,,1,,,,1,1,,,1,,1,3,1,,,1,1,1,1,1,1,1,3,,1,,1,,,2,,5,,3,,2,2,1,2,,5,3,2,1,,2,4,3,3,2,4,,2,3,4,5,6,3,3,3,3,2,4,7,1,1,1,2,,3,1,,1,,,1,1,,,,,,,,,,,130
9118,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,1,,2,1,1,1,2,,2,,,,1,4,,,,,2,3,,2,3,1,6,5,1,2,1,3,4,1,1,1,1,1,3,,,,,1,1,,1,,,,,,,,,,,,,,,,65
9119,5,,,,,1,,,,,,,,,1,,,1,2,1,,1,,1,,1,1,,,,,,,,1,1,,,,,1,,,2,,,2,1,6,3,,1,2,3,4,2,2,5,2,3,,,2,1,1,2,6,3,10,1,5,2,2,8,5,1,6,3,7,4,3,5,6,2,5,1,5,4,2,3,2,8,2,2,,,2,2,,,3,,,,,,,,,,,,,182
9120,5,,,1,,1,2,,,,,,,1,,,,,1,,2,1,,,,,1,,,,,,2,,,,1,,,,2,2,2,4,,2,2,1,5,3,4,3,3,3,1,3,3,2,5,2,5,6,8,1,6,2,5,6,8,10,5,4,5,3,12,6,3,7,9,10,7,12,10,12,6,10,3,12,9,8,6,3,10,1,5,4,2,5,1,1,1,,,,,,,,,,,,,319
9121,2,,,,1,,,,,,1,,,,,,,1,,,1,,,1,,,,,,,,,,1,,1,1,,,1,,,,1,,,,,,,1,,1,3,2,,,3,2,1,,,1,1,1,,,1,1,1,1,,1,1,2,,2,2,1,3,1,1,5,2,3,4,2,1,2,4,1,,,2,1,1,2,2,1,,,,,,,,,,,,,,,79
9201,8,,1,,,,,,1,,,,,,,,1,1,1,1,,1,1,1,,,,,,1,,2,2,,1,1,,1,1,1,2,1,1,1,3,3,4,2,4,2,2,2,2,3,4,2,4,3,3,2,7,3,6,4,3,2,15,5,7,5,10,7,13,8,7,11,17,9,8,8,13,6,12,7,11,8,13,16,6,7,6,9,5,7,3,3,1,2,1,1,,,,,,,,,,,,,,369
9202,3,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,,2,,,,,1,,,,2,1,1,1,,1,,1,2,1,1,1,1,1,,1,1,3,4,,4,1,,2,1,1,1,1,2,3,6,2,1,3,2,2,6,2,4,2,5,2,3,3,,6,6,2,1,3,2,3,6,,3,1,,2,,1,1,,,,,,,,,,,,,,,130
9203,4,,,,,,1,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,,1,1,,,,,1,,,,,,1,,1,,,1,1,,,,2,1,2,2,1,,,1,,3,1,4,2,2,5,,2,4,5,4,4,3,10,3,4,4,1,5,3,1,3,7,3,2,4,5,2,2,2,3,1,,1,1,,,,,,,,,,,,,,131
9204,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,1,,,,,,3,1,1,1,,,,,1,2,,,2,,,,1,1,,1,1,2,,2,,2,,1,2,2,2,,2,3,2,1,,3,3,2,1,2,1,1,1,7,4,2,1,,1,,,1,,1,,,,,,,,,,,,,,,,,71
9205,1,1,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,1,2,,,,,1,,,,,1,1,1,1,1,,3,,,1,,1,1,1,1,3,,1,,1,2,1,,,1,,1,,,,1,,1,1,2,2,2,,3,2,,2,2,1,1,2,3,1,2,,,,1,1,,2,,,,,,,,,,,,,,,,64
9206,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,1,1,,,,2,1,,,1,1,,1,,,,,,1,,1,,1,1,3,3,1,,,1,,2,2,3,3,2,,2,2,2,,3,,6,2,2,3,,2,1,2,1,,1,,,1,,,,,,,,,,,,,,,66
9207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,1,,,,,1,,2,1,,1,,1,1,,1,,1,1,,1,2,1,,3,2,1,2,1,4,1,3,1,1,,2,3,2,1,3,2,4,,3,2,,1,,,,,,,,,,,,1,,,,,,,,61
9208,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,1,,1,1,1,2,,,1,1,1,,,1,1,,2,1,1,,,,1,1,2,1,,1,,1,3,2,2,2,3,4,1,2,2,5,1,3,2,2,3,3,3,2,3,2,4,,6,3,1,1,1,3,,2,,,,,,1,,,,,,,,,,,,98
9209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,2,,2,,1,2,,1,,,,1,,1,,2,1,,1,2,2,1,2,,4,,1,3,3,2,1,1,2,6,2,,5,1,,1,,1,1,,1,,,,1,,,,,,,,,,,,,,61
9210,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,1,,1,1,1,,1,1,2,,,1,1,1,,,1,1,1,2,1,3,,2,2,2,2,2,2,2,2,7,2,6,7,4,3,2,4,3,3,7,4,3,4,6,6,8,4,4,3,3,5,2,2,4,2,,,1,,,2,1,,,,1,,,,,,,153
9211,10,,,,,,1,,,,,,,,,,,,,,,1,1,2,1,2,1,1,,,1,,2,,,,,2,,2,1,2,2,1,,2,1,1,3,,1,1,1,1,2,3,3,5,3,3,3,3,2,5,3,2,7,6,4,5,5,6,7,6,7,6,9,5,9,8,5,6,7,11,7,12,5,5,15,6,7,3,5,1,,1,1,2,2,3,,,,,,,,,,,,,,275
10101,25,3,2,,1,,2,1,2,,1,2,,1,1,4,1,1,3,5,2,1,3,4,5,3,4,2,4,4,,1,5,6,,6,6,5,5,5,8,4,11,7,7,10,4,12,12,8,12,9,14,14,17,15,18,16,12,28,11,16,18,16,11,25,20,24,22,15,20,22,26,26,35,21,26,30,30,22,25,26,29,37,30,25,35,18,24,13,19,15,14,20,9,14,10,4,3,5,2,3,1,,1,1,,,,,,,,1183
10102,4,,,1,1,,,,,,,,,1,,1,,,,,1,1,,,,,,,,1,1,,,,3,2,3,1,1,,1,2,,1,,,,1,1,,1,1,1,2,1,,2,2,1,1,1,2,2,2,,3,4,4,1,3,5,3,2,6,6,4,7,9,3,6,3,2,2,5,6,4,4,6,8,8,3,4,4,8,2,1,3,,2,2,,,,,,,,,,,,,,190
10103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,1,1,,,1,,1,,,,,2,1,,,,,1,,1,,1,2,,1,1,,1,,,1,1,,1,1,1,1,1,3,3,,2,1,,2,1,1,1,,,,,,,,,,,,,,,,,,40
10104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,1,4,1,2,,2,1,,,2,2,1,2,,2,,2,,,4,2,1,1,,4,3,4,3,3,4,3,3,1,2,3,1,8,4,3,3,2,2,3,1,5,1,,2,1,,2,1,,1,,,,,,,,,,,,,,106
