Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.112,muertes.118,muertes.121,muertes.Total 
7406,4,1,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,1,1,,1,1,1,,2,,1,1,1,1,1,1,1,4,3,3,4,3,2,2,4,1,4,4,3,2,4,4,5,3,5,5,4,2,1,2,4,1,8,3,4,8,8,10,7,5,7,14,7,11,7,8,7,7,7,11,10,7,3,6,5,2,1,2,3,,1,,,,,,,,,,,,,,,280
7407,2,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,2,,,,,,2,1,1,,,1,,1,,2,,1,1,,,2,,3,,2,2,3,2,,4,1,,3,5,2,1,1,2,4,1,2,3,2,2,1,10,1,2,3,5,2,3,2,3,4,1,1,2,,,,,2,,1,,,,,,,,,,,,,,,108
7408,2,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,1,1,,,1,,,,,,1,,,1,1,1,1,,,,,,1,1,1,,1,2,1,2,1,4,2,2,1,3,3,1,3,2,2,4,3,3,4,2,1,2,8,1,2,,3,1,2,3,5,,1,1,,,,,,,,,,,,,,,,,,,,92
8101,48,1,,1,1,,2,1,1,1,,,,2,2,1,1,2,3,3,1,5,5,,1,3,1,,2,2,1,6,3,,3,4,8,3,12,3,5,5,8,7,10,7,7,9,16,8,12,15,16,14,17,9,12,9,10,10,18,16,15,15,25,22,27,23,22,18,22,24,28,24,29,33,34,39,47,20,38,38,36,39,33,25,32,33,27,36,39,28,17,17,13,14,11,7,4,3,3,2,1,,,,,,,,,,,1336
8102,14,,,,1,,1,,,,,,,,,1,1,,3,,,3,,1,2,2,,3,1,,,2,1,3,1,2,,3,3,3,7,2,5,,1,4,2,2,4,4,5,12,3,4,6,8,5,9,6,4,6,5,10,15,6,8,16,9,4,15,13,12,12,15,13,16,15,12,12,22,13,10,12,11,5,6,10,9,12,9,7,6,2,1,2,3,3,3,,,1,,,1,,,,,,,,,,506
8103,11,1,1,1,,,,1,,,,1,,,,,,,2,1,1,1,3,,2,1,1,1,1,,,1,,,,,2,1,3,,1,1,1,3,3,2,,2,1,2,9,2,2,5,3,10,2,6,3,6,5,5,4,6,7,6,8,7,1,12,5,13,4,8,14,17,13,14,5,9,14,9,18,6,8,9,13,9,11,7,8,5,6,4,2,4,,1,1,1,,,1,,,,,,,,,,,401
8104,,,,,,,,,,,,1,,,,1,1,,,,1,,,1,,,,1,,,2,,,,1,,,,1,,1,1,,1,,1,,,1,,,1,1,,1,,1,,,1,4,,2,,,,1,1,1,2,2,2,2,1,3,3,3,3,1,2,1,,2,1,2,4,2,1,,,2,1,,1,1,,,,1,,,,,,,,,,,,,,,72
8105,2,,2,,,,1,,,,,,,,,,,,,,,,1,,1,1,,,,1,2,,,,1,,,,2,,2,,1,,1,1,,,1,2,,1,,3,,,1,1,,,,1,1,2,2,1,5,1,3,2,2,1,3,3,3,2,1,3,2,2,3,3,5,1,,2,2,4,1,2,4,1,6,,3,3,,1,,,,,,,,,,,,,,,,109
8106,4,,,,,,,,,,1,,,,1,,,,1,,,2,,2,,3,1,1,1,1,1,2,1,,,1,,2,,3,4,1,4,4,1,3,1,5,3,3,7,2,1,6,5,6,6,5,7,6,3,8,7,4,7,3,9,7,5,10,5,5,8,10,11,8,6,12,7,10,6,11,6,2,5,8,8,10,5,4,2,6,1,3,1,1,,,,2,,,1,,,,,,,,,,,335
8107,10,,1,1,,,,1,,,,,,,,,,,2,,,1,1,1,,1,1,,1,1,1,,,1,1,1,1,2,1,1,1,1,1,2,,2,2,2,2,2,2,4,,5,6,1,6,3,5,6,3,4,5,5,2,3,2,3,5,5,8,6,9,7,6,6,5,7,5,4,7,5,6,3,4,5,3,1,8,7,,5,1,2,2,,,,,,1,,,,,1,,,,,,,,245
8108,10,1,2,,,,,,,1,,1,,1,,3,,,,2,,,1,2,,2,,1,3,2,,1,1,1,3,1,2,,4,1,1,2,4,1,2,2,2,3,,1,3,3,2,4,4,1,3,7,6,5,3,6,9,3,9,6,8,9,9,7,4,10,5,9,8,6,6,7,2,8,5,6,6,4,7,7,9,5,6,2,5,2,3,4,1,2,1,2,,1,,,,,,,,,,,,,,314
8109,2,1,,,,,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,1,,,1,,,1,1,1,,,1,,3,2,,1,2,,1,2,3,1,2,4,1,1,1,2,3,1,2,2,1,2,4,4,2,1,3,2,,1,2,,2,,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,80
8110,20,1,1,,1,,,,,,,1,1,,2,1,1,4,2,5,4,3,1,5,1,2,3,4,1,3,6,3,6,1,4,5,3,3,4,11,7,6,3,13,8,13,11,11,8,11,11,18,16,11,15,16,14,21,16,18,18,19,20,29,19,32,24,21,26,22,30,27,28,40,44,36,32,33,30,22,25,29,19,31,27,23,25,25,21,17,21,17,13,10,12,3,2,3,5,,3,1,,,,1,,,,,,,,1245
8111,7,,,,,,,,,1,,1,,,,2,1,1,,,1,,2,1,1,,,,,1,,1,1,2,1,1,2,,,,1,,2,,3,4,2,4,3,1,,6,4,3,1,5,3,3,8,4,4,5,5,6,4,5,3,3,6,4,3,9,11,8,7,7,13,9,8,6,15,7,11,7,9,6,7,5,4,9,2,3,5,2,5,3,1,2,,,,,,,,,,,,,,,,313
8112,6,,,,,,,,,,,,,,,1,,,,,,1,1,,,1,,1,,,,,1,,,1,,,,1,,1,,,2,,2,1,2,1,,1,1,1,1,5,1,3,,3,1,2,1,3,4,6,2,5,3,7,2,6,4,4,5,3,3,4,1,2,1,3,4,6,1,3,,1,,,6,1,1,1,,,,2,,2,,,,,,,,,,,,,,139
8201,3,1,1,,,,,,,,,,,1,,,1,,1,,,,,,,,1,,1,1,,,,1,1,,3,2,1,,,3,1,1,,2,2,,,1,,1,2,2,1,1,1,2,3,2,1,,1,2,2,3,5,2,5,2,6,7,2,3,4,5,3,4,4,4,3,5,3,1,3,2,1,3,1,5,2,5,,1,2,1,,,,,,,,,,,,,,,,,,147
8202,9,,1,,,,,2,,,3,,,,1,,1,,,,1,3,,2,,,,3,1,1,,,1,,,,,,2,,3,1,,,1,1,2,1,1,1,3,3,3,2,4,4,1,2,2,1,2,3,4,5,2,4,1,1,2,4,3,3,7,5,2,3,5,1,4,5,3,2,6,6,3,6,9,5,3,2,1,6,3,2,1,3,2,1,,,,1,,,,,,,,,,,,198
8203,10,,,,,2,,1,,,,,,,,,,,1,,1,1,,1,,1,,1,,1,1,,2,1,1,1,2,,2,,1,2,,3,,1,3,4,,,3,2,4,3,,3,2,1,1,4,2,3,2,3,2,2,3,1,2,4,4,6,3,6,8,8,6,4,5,3,8,1,2,2,2,4,3,4,2,1,3,3,3,2,1,,1,,1,,,1,,,,,,,,,,,,188
8204,2,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,1,,1,,,,,1,,1,2,,,,1,1,1,1,1,1,1,3,,2,,1,1,,2,,,,1,,,,,,,,,,,,,,,,31
8205,3,1,,,,1,,,,,,1,,,,1,1,,,,1,,,,,1,3,1,,1,2,1,3,1,,2,,1,2,1,,2,1,2,1,2,4,2,1,1,2,1,2,4,6,1,2,3,1,3,2,4,1,1,1,3,6,2,4,1,3,4,5,2,4,4,5,3,6,5,5,5,5,7,1,3,7,,3,6,2,3,,1,1,,,1,,,1,,,,,,,,,,,,,186
8206,5,,,,,,,1,,,1,,,1,,,,,,,,,2,1,,1,1,,,,,1,2,1,1,,1,,,,,1,1,,,3,2,1,1,,,,4,2,1,4,,2,1,,2,,1,,,1,,4,2,1,3,,,3,4,1,1,2,5,1,5,2,1,2,3,1,2,3,1,1,2,1,1,,,2,,,1,,,,,,,,,,,,,,,101
8207,2,,,,,,,,1,,,,,,,,,,,1,1,,,,1,,1,1,,1,1,1,,,1,,1,,,1,,,,,,,1,,1,2,,,,1,,,1,1,,,,,,1,,1,3,1,1,3,,1,,,2,2,1,,1,,1,3,,1,,3,1,,2,,,,2,,1,,,,,,,,,,,,,,,,,,,52
8301,28,3,2,2,2,,,2,,1,,,2,,2,1,3,1,2,2,,3,2,2,3,3,5,1,2,1,3,2,3,4,4,2,2,4,4,3,5,6,3,6,6,4,4,6,3,5,9,9,6,9,6,5,12,6,11,9,13,13,10,14,16,11,11,16,14,17,19,22,22,29,30,21,24,27,28,20,25,20,20,33,22,24,13,16,20,19,11,10,18,9,7,4,2,2,1,2,3,3,,,,,,,,,,,,897
8302,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,1,,,,,,,,,,1,,,,2,1,,,1,1,,1,1,,,,,,,,1,,3,,2,,1,,1,1,,1,,,1,,,1,1,,2,,,,,,,,,,,,,,,,,,,28
8303,4,,,,,,,,,,1,,,,,,,1,2,3,,1,,1,,,,,1,1,,1,2,1,,,1,1,1,2,,2,,1,2,,1,,1,4,2,2,2,2,4,2,2,1,,,,1,3,3,2,2,3,3,1,5,5,3,6,3,6,5,2,2,4,4,2,1,3,5,4,4,3,2,,2,4,,1,1,2,3,,,,,,1,,,,,,,,,,,,153
8304,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,2,,,1,1,,,1,,,,1,1,3,,3,2,,1,,3,,1,,2,4,3,3,1,4,,5,5,6,1,5,2,2,2,3,3,2,4,,1,1,1,1,1,3,2,2,3,3,3,1,,1,1,,,1,,,,,,,,,,,,,,,,109
8305,4,,,1,,,,1,,,,,,,,,,1,1,1,1,2,1,,2,,2,1,1,,,1,1,,1,3,4,1,1,,,1,1,,1,1,1,,,1,,3,2,2,1,1,2,,4,2,,1,3,2,4,2,2,1,5,4,3,7,2,7,8,6,3,4,1,7,7,7,4,4,6,6,2,4,8,5,6,6,1,2,,3,1,1,1,1,,,,,,,,,,,,,,201
8306,10,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,1,2,,2,,,,,1,,2,1,,,1,2,,1,,,1,3,2,,3,2,3,4,3,3,,2,4,5,3,2,3,4,3,1,2,8,2,2,6,2,6,2,4,3,6,7,3,5,3,5,1,2,,4,,2,,2,1,,,,,,,,,,,,,,,,156
8307,2,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,1,,,,1,,1,,,,,,,2,2,2,2,,,,,,,,1,1,,,1,,1,,,2,,1,2,1,,,1,1,4,,1,1,2,1,,2,,1,3,1,1,1,1,,,3,,2,,,2,,,1,,,,,,,,,,,,,,,,,,,55
8308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,2,1,,1,,,,,,1,,,,2,,,,5,,2,1,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,23
8309,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,1,,,,,,,,2,2,,,,,,,2,1,1,,2,,3,2,,,,1,2,2,,4,1,3,3,2,1,1,3,1,3,3,2,2,,,2,1,1,,1,,,,1,,,,,,,,,1,,,,,65
8310,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,2,,1,,,,1,,2,1,2,,1,1,,1,2,1,1,,1,1,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,31
8311,1,,,,,,,,,,,,,,,1,,3,,,,,,1,,1,2,,,,,,,,1,2,1,,,,1,,2,1,2,,1,1,1,1,,,1,,2,1,,4,1,1,2,4,1,2,2,,1,3,3,4,1,3,2,1,7,3,4,3,4,5,4,1,3,4,1,1,6,2,3,3,5,2,1,,1,2,,1,,1,,,,,,,,,,,,,,129
8312,2,,,,,,,,1,,,1,,,,,,,1,1,,,,,,,1,,,,1,,,2,,,,,,,,2,,1,2,,,,2,,3,,,1,1,,,,,1,2,1,2,2,4,2,2,1,3,2,1,3,1,3,2,,4,1,,2,2,4,5,2,5,3,3,2,,2,2,2,1,,,1,1,,,,,,,,,,1,,,,,,,97
8313,2,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,2,,,1,1,1,1,1,1,,,,1,,,,2,,2,,,1,1,,,2,2,1,2,2,3,3,3,7,2,3,4,4,5,3,2,3,4,2,2,7,9,5,5,,6,5,3,3,6,1,3,5,1,6,2,4,6,,,1,2,1,1,,1,,,,,,,,,,,,,,162
8314,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
8401,24,1,2,,,,,,,,2,,1,,2,,2,2,4,4,3,5,3,2,1,,3,1,3,4,,4,1,1,4,6,7,7,4,1,5,9,1,7,7,6,14,10,8,7,9,11,5,8,10,19,8,17,10,17,16,13,15,13,19,7,22,16,16,16,20,17,17,23,31,33,30,21,29,30,25,29,19,24,22,14,23,27,21,23,16,15,10,6,6,4,4,3,6,2,2,1,2,,,,,1,,1,,,,1002
8402,1,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,1,,1,,1,,1,1,,1,1,,,,,2,,2,1,,1,1,1,1,1,1,,,3,4,,2,1,2,,1,2,3,3,4,1,2,2,5,4,5,5,,7,1,6,6,1,5,2,2,1,3,1,1,3,,2,2,2,2,1,1,,,1,,,,,,,,,,,,,,122
8403,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,3,,,1,1,1,,1,1,,,1,,2,1,,,,,,,,,3,1,,,,,,1,1,,,1,1,,,2,1,1,1,1,,1,1,,,1,,1,,,,,,1,,,1,,,,,,,,,,,,,35
8404,3,,,,,,1,,,,,,,,,,,,,1,2,,,1,1,,,,,,1,,,,2,,,,2,1,,1,1,1,2,,2,,2,,,1,1,,2,1,2,3,5,1,1,,4,3,2,2,1,1,2,3,5,1,4,2,3,4,1,1,3,4,2,5,5,3,5,,2,,,3,2,4,1,1,3,,1,,1,1,,,,,,,,,,,,,,126
8405,4,2,,1,,,,,,,,,,1,1,,,,,,1,1,,,2,,,,,,,,,1,,,,1,1,1,,,,,4,,1,,,1,,,1,1,2,1,2,,2,2,3,2,5,2,1,1,1,2,2,1,2,2,2,2,4,3,7,4,3,5,4,3,1,4,2,1,3,7,3,3,3,,1,1,1,,,,,,,,,,,,,,,,,,,125
8406,3,1,1,1,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,1,1,2,,1,,,,,1,2,1,,,1,,2,1,1,3,1,,2,1,3,2,2,1,3,4,3,1,4,,,1,,,2,3,2,3,3,4,2,1,2,4,5,2,4,2,2,3,5,1,1,,2,4,4,1,1,1,,,,2,1,,,,,,,,,,,,,122
8407,1,1,,,,,,,1,,,,1,,,,,,,1,,,1,,,,1,,,1,,1,1,2,,,1,,,2,,1,,,,2,,,,,1,,2,,4,3,4,1,1,1,3,1,,2,3,1,1,1,3,3,2,3,4,7,2,2,5,3,5,3,2,1,7,3,4,1,2,1,2,2,1,3,2,2,1,,,,,,,,,,,,,,,,,,,123
8408,,,,,,,1,,,,,,,,,,,,1,,2,,,,,,,,,,,,2,,,1,,,1,,,,,,1,,,,1,,,,,1,,1,1,,2,1,2,2,1,,1,,,,,,1,1,,1,2,2,1,1,,2,1,1,1,,,1,,1,2,,3,,2,1,1,,,,,,,,,,,,,,,,,,,47
8409,1,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,2,1,,1,,1,1,,,2,,1,1,1,,2,2,2,4,,,3,2,1,,1,,,2,3,2,,4,3,10,3,1,2,2,2,1,4,2,1,2,1,,,,,1,,,,,,,,,,,,,,,,80
8410,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,2,,,1,,,,1,1,,,,1,,,,1,1,,1,,,,2,1,1,2,,,1,1,1,,,1,,1,1,,2,3,1,,1,1,1,1,,,2,1,2,,,1,,,2,1,,1,,,,,,,,,,,,,,,,,44
8411,2,,,,,,,,,,,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,,,,1,,,1,,1,,1,,1,,,1,1,1,1,,1,,2,,1,1,,4,1,,2,1,2,2,3,3,1,4,4,4,4,2,2,,3,3,2,1,1,1,1,4,2,,2,2,,,2,,,,,,,,,,,,,,,,,83
8412,,,,,,,,1,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,1,,,1,,,1,1,,1,,,,,,1,,,,,1,,1,,,2,2,,1,,1,1,2,2,2,,2,,4,1,,1,,1,1,1,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,40
8413,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,,,,,,1,,,1,,,1,2,,2,2,2,,1,,,,3,2,4,1,2,1,1,5,,1,3,3,1,1,2,2,2,,1,1,1,1,1,4,2,2,4,4,4,2,3,1,5,4,5,6,4,,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,113
8414,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,,,,1,1,,1,,2,,,,1,1,,1,1,2,,1,,,1,,,2,,1,,2,2,,4,1,1,2,4,3,1,2,,1,2,3,2,4,,3,1,1,3,,2,5,4,1,4,1,1,2,5,1,2,3,,,3,,,,1,,,,,,,,,,,,,,97
8415,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,2,,,,1,2,1,,,,2,,,1,1,2,,2,2,,,1,,1,,1,2,,,1,1,1,1,2,2,,1,3,,1,1,2,3,,4,,,,,1,,1,,,,,,,,,,,,,,,51
8416,3,3,,,,,,,,,,,,,,,2,1,,1,,1,,,,,3,1,2,2,,1,,3,2,1,2,2,1,2,1,3,1,2,,2,3,2,1,4,1,2,3,2,2,7,5,5,1,6,8,4,6,4,5,5,7,2,9,8,7,14,7,7,10,11,11,11,12,12,7,14,11,5,7,9,15,9,7,7,7,4,6,2,4,2,4,1,2,1,2,,,,,,,,,,,,,372
8417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,1,,,,,1,1,1,,2,1,,2,1,,,,,1,4,,,1,,,,2,,1,,,,,,,,,,,,,,,,,24
8418,2,1,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,,1,,,,,,,1,3,,,1,1,2,,,,,,,1,1,1,1,,,4,,,,2,1,2,1,1,,2,1,1,1,1,,2,2,1,4,7,5,4,5,1,4,3,2,2,3,3,5,2,1,4,,6,4,1,1,1,,,1,,,1,,,,,,,,,,,,,112
8419,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,1,1,,,1,,2,,,,2,,,1,1,,1,1,,,,,,1,,1,1,1,1,1,3,1,3,2,3,3,2,1,3,1,1,2,,1,4,2,1,2,1,4,1,,3,1,1,,1,,,,,1,,,1,,,,,,,,,,,,69
8420,2,1,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,2,1,,,,,1,,,,,,3,1,1,,,,,,,1,,,1,,1,1,,,1,2,1,3,1,1,1,3,,1,,1,,1,,2,,1,1,1,2,2,1,1,1,1,2,,1,,1,,1,,,,1,,,,,,,,,,,,56
8421,1,,,,,,,,,,,1,,,,,1,,1,,,,1,,,,1,1,,,1,,,1,,1,,1,,1,,1,1,1,,1,,1,1,2,,1,1,2,2,2,,1,,,3,1,4,5,,4,3,1,2,2,2,7,,2,,5,1,1,4,2,2,4,1,3,5,2,2,5,1,2,2,2,1,4,,,,1,3,1,,,,,,,,,,,,,,119
9101,37,6,,2,2,2,2,,,1,1,1,2,1,1,,2,1,1,2,1,3,2,2,2,5,2,3,3,6,3,3,2,3,10,,7,6,6,8,9,4,4,1,4,9,12,10,9,9,7,15,13,10,12,9,14,12,16,8,18,19,25,26,25,12,22,18,17,30,25,25,23,42,25,38,29,26,24,41,31,33,33,33,32,30,29,23,38,28,21,24,19,11,13,9,8,4,4,3,2,1,,1,1,,,,,,,,,1269
9102,2,,,,,1,,,,,1,,,,,,,1,,,,,,,,1,1,,,,1,2,,1,1,,,,1,2,1,1,1,1,2,,,1,5,1,3,2,2,2,1,4,3,2,1,1,,1,2,2,1,1,2,8,2,3,4,1,7,3,9,2,6,7,7,3,1,4,6,4,5,4,3,4,9,,5,5,4,3,3,2,,,,,,,,,,,,,,,,,,182
9103,1,,,,,,,,,,,,,1,,,,1,,,2,1,1,,,,,,,,,,,,,,,,1,,,,2,,,1,,1,1,,1,,,,1,1,3,1,,,1,1,1,1,2,2,2,4,1,1,6,5,6,4,4,4,4,3,2,5,4,5,5,3,4,3,4,3,4,4,2,1,1,2,1,2,,,1,1,,,,,,,,,,,,,,129
9104,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,1,,1,1,1,,,,,3,,,,,1,1,1,,,,,2,1,,1,1,,,2,2,2,,,1,1,2,1,,1,1,1,,,2,1,,2,,1,2,4,,,,1,,,,,,,,,,,,,,,,,,,46
9105,3,,,,1,,,,,,,1,1,,,2,,,,,,1,,,,2,,1,,,,,1,,1,1,,2,2,,2,,,1,,2,1,2,1,1,,3,1,,3,1,1,2,1,1,1,1,,1,3,4,1,3,4,4,4,4,2,2,5,5,5,4,9,6,7,7,7,13,5,5,6,5,3,1,1,3,1,2,1,,3,,1,,,,,,,,,,,,,,,181
9106,1,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,1,1,,,,1,,,,1,3,,,1,,1,,,1,,,1,,,,,,,,1,1,,,,2,3,,,1,4,4,4,,3,3,6,3,2,2,1,5,5,5,1,1,4,1,2,1,2,4,1,1,2,1,1,4,,,1,,,,,,,,,,,,,,,,,97
9107,3,,,,,,,,,,,,,,,,1,,2,,1,1,,,,,1,,,1,,1,,1,,,1,1,,1,,,,,,1,,,2,,,1,,2,2,3,1,3,1,1,3,1,,2,1,1,1,2,2,1,2,2,6,1,8,4,4,3,4,2,5,4,4,3,1,6,5,4,6,5,1,3,,4,,1,,1,3,,,,,,,,,,,,,,,138
9108,3,,,1,,,,,1,,,,,,1,,1,,1,1,1,2,,,1,,1,,1,,1,,1,2,1,,,2,1,1,3,2,1,1,,4,1,2,1,1,2,2,,1,2,2,2,,2,2,5,7,2,2,4,3,2,4,9,4,7,6,8,5,10,10,4,9,7,7,7,11,5,2,8,4,5,7,3,4,5,7,1,2,2,2,1,1,2,,,,,,,,,,,,,,,249
9109,3,,,,,,,,,,1,,,,,,,,,,,1,,1,,,1,,,,,2,,,,1,,,1,,1,1,2,1,3,1,,,1,1,,2,1,1,3,,1,2,2,1,2,2,3,1,3,1,1,3,4,1,5,2,2,2,3,4,6,2,4,,3,3,8,5,6,7,4,8,5,4,3,3,4,1,3,1,1,1,,,,,,1,,,,,,,,,,157
9110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,1,,1,1,,,,1,,2,1,1,,,1,,1,1,1,,1,,2,1,,1,1,1,1,3,,1,1,1,3,1,,1,1,1,4,1,,1,,2,,,,1,,,,,,,,,,,,,,,47
9111,8,,,,,,,,,,,1,,,,1,1,1,,2,,,2,2,,1,,2,1,1,,1,2,,,,,1,,1,,1,,1,1,,1,2,2,2,2,2,2,2,2,3,2,1,3,2,,5,1,1,3,4,5,5,2,4,12,5,11,4,9,6,4,9,9,8,11,6,9,8,9,4,4,3,3,4,9,5,7,6,1,1,1,1,,,,1,,,,,,,,,,,,259
9112,5,,1,1,2,,,,,1,1,,,,,,1,1,,1,3,1,1,2,1,,,2,2,1,1,,1,1,2,2,1,4,2,4,1,1,1,1,4,2,1,3,1,2,1,3,3,2,3,3,2,1,5,4,4,1,4,3,6,7,7,9,9,8,9,3,6,9,8,9,8,7,11,8,11,8,5,7,6,8,4,11,7,2,5,6,4,4,3,1,,1,,1,,,,,,,,,,,,,,319
9113,1,1,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,1,,2,,3,,,1,,1,3,2,3,1,,2,1,1,2,3,1,1,3,2,1,1,,2,,,2,,,,,,,,1,,,,,,,,,,,,,,,49
9114,4,,,,,,,,,,,,,,1,,,1,,3,,,,,,,1,,,1,,1,,,1,2,2,,,,1,,1,1,1,,1,1,1,,,1,1,,1,2,1,3,1,3,2,2,1,5,,6,5,7,2,1,2,6,3,2,6,5,5,4,4,8,8,7,4,4,7,3,7,2,5,10,3,1,1,3,,2,,1,1,1,,,,,,,,,,,,,,183
9115,2,1,,,,1,,,1,,,,,,,,,,,2,,,,,,,,,1,,1,,,2,,,,,,,3,,1,2,,1,2,2,,,,1,,,2,1,1,,2,,,1,1,3,3,2,,4,1,1,3,2,4,4,2,1,,2,2,5,3,4,6,5,2,5,4,7,3,4,5,2,1,,2,,,2,,,,,,,,,,,,,,,,125
9116,2,,,1,,,,1,,,,,,,,,,1,2,1,,1,,,3,,,,,1,,1,,,,2,,,,,,1,1,,1,2,1,2,,,,2,1,1,,1,1,,3,1,1,1,,1,,2,1,3,1,1,2,,5,1,1,7,4,1,6,5,4,,3,3,3,4,3,3,5,4,1,5,3,,2,,1,,3,,,,,,,,,,,,,,,124
9117,3,,1,,,,,,,,,,,2,,,,,,,,,,1,,,1,,1,,,,1,1,,1,,,,,,1,,,1,,1,,1,,2,,1,1,,2,,,1,1,1,,,2,1,4,1,1,1,1,2,3,2,5,3,2,4,7,2,2,,6,3,3,3,3,2,1,3,1,5,,,3,,,,,,,,,,1,,,,,,,,,,102
9118,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,1,1,,,,,1,1,,1,,,,1,1,1,1,1,1,,1,1,1,1,1,1,,,1,,3,1,1,1,3,1,2,2,1,1,3,3,,1,2,3,1,2,2,4,,3,2,,2,1,1,1,,1,,,,,,,1,,,,,,,,,,,71
9119,4,,1,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,,,2,,1,,2,,1,1,2,,1,4,1,,1,2,2,1,,2,3,,1,1,,1,,4,2,1,,3,3,,1,4,4,4,6,3,5,4,5,5,4,5,5,3,2,1,4,2,5,5,3,4,4,2,1,2,,2,3,,1,1,,,,,,,,,,,,,,,151
