Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.112,muertes.118,muertes.121,muertes.Total 
5501,7,,1,,1,,,,,,,1,,,1,,1,,2,1,1,2,1,1,3,1,1,1,1,1,2,2,1,2,,1,,1,1,1,1,3,5,3,4,3,,4,3,4,4,2,1,3,4,4,2,4,7,4,8,6,12,6,5,13,13,6,9,10,9,13,9,19,15,19,12,12,19,20,12,18,11,13,16,9,11,14,14,18,12,7,9,9,8,2,1,,7,2,2,,,,,,,,,,,,,534
5502,3,,,,,,,,,,,,,,,1,,,,1,,,,1,2,,,,,,,,1,2,1,1,4,2,,1,,2,1,2,1,1,3,2,2,,3,2,3,5,5,2,6,2,3,4,10,3,5,2,7,4,7,6,5,6,8,5,8,9,7,6,5,19,5,9,14,10,13,9,6,7,7,7,7,5,3,3,4,3,2,4,1,,1,1,,,,,,,,,,,,,,312
5503,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,2,,,1,,1,,,,,,,1,,1,1,,,1,1,1,2,1,,,,1,,,2,1,,,,1,,2,3,1,,,1,,1,1,4,,4,,3,1,,2,1,,1,,3,2,2,4,5,2,,2,4,1,,1,1,,1,,,,,,,,,,,,,,75
5504,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,1,,,,,1,,,,,,,,1,1,,,,,1,,,,,,,,,,4,1,3,1,,,3,2,3,,2,2,,4,3,6,2,3,4,2,,1,2,1,2,2,2,1,2,4,,3,1,1,,,1,,,1,,,,,,,,,,,,,,77
5505,4,1,,,,1,,,,,1,,,,,1,,1,,,1,,1,,,2,1,,1,,,2,1,2,,,,,,,,1,2,,,1,3,4,1,1,2,1,2,3,1,2,5,3,1,1,3,1,,3,6,4,6,1,7,8,7,10,10,10,10,9,8,3,7,9,11,8,7,10,5,9,8,3,6,8,8,5,3,3,6,3,3,2,,,,,1,,,,,,,,,,,285
5506,,1,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,1,,,,,,1,1,,1,1,1,3,1,,2,,1,,,,,,2,2,,1,,,3,3,1,3,1,4,3,2,,2,2,3,5,6,5,3,1,7,5,5,4,4,6,4,5,6,2,3,5,4,3,2,2,1,1,,,,,,,,,,,,,,,,,,,140
5507,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,1,,,,,2,,3,1,1,1,,2,1,2,3,1,1,1,1,1,1,,,,3,3,3,,1,1,1,3,6,4,6,4,1,3,1,1,3,2,2,3,2,1,1,1,,1,,1,1,2,,,,,,,,,,,,,,,91
5601,13,,2,1,,,1,,1,,1,,1,,1,2,,2,1,,2,1,3,1,1,2,4,,,,,1,2,1,3,1,2,3,1,6,1,2,6,5,3,2,3,6,4,2,11,3,5,4,11,12,6,5,10,5,10,18,8,12,6,6,6,10,15,19,15,22,17,16,23,17,21,18,16,17,19,18,17,15,19,18,14,12,10,7,8,11,3,7,5,3,2,3,1,,1,,,,1,,,,,,,,,652
5602,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,1,,,,,,,1,,,,2,1,1,,,,,,,1,,,,1,1,,1,1,1,,1,2,,,2,,1,5,1,,2,2,1,4,,1,,1,1,1,1,2,3,6,1,,,4,3,1,,,,3,,,,,,,,,,,,,,,,,,67
5603,,1,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,1,,,,,1,,1,,1,,1,,2,1,,,2,1,,1,,2,,,2,2,4,2,,1,5,4,2,1,5,2,3,1,1,4,5,3,3,3,4,3,1,,5,3,2,1,1,,,1,,2,,,,,1,,,,,,,,,,,97
5604,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,1,1,2,2,,1,1,,,1,2,1,1,2,2,5,2,1,,3,,,1,1,1,1,2,1,,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,48
5605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,2,1,,,1,,,1,1,1,,,,,2,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,17
5606,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,2,1,,,,1,,,1,,,1,,,,2,,1,2,1,,1,,,2,,1,4,,,1,1,,2,1,1,,,,,,,,,,,,,,,,,,,,,32
5701,7,,,,,,,1,,,,1,,1,,,,3,,2,2,3,,,1,3,3,1,1,2,3,1,,,,3,2,1,1,,3,2,5,2,1,4,1,,,3,,2,3,2,5,2,3,2,5,6,4,4,5,6,2,7,6,7,7,7,6,13,3,8,13,11,14,6,5,8,6,9,10,7,13,11,10,9,8,5,5,5,9,1,4,1,1,,1,1,2,,1,,,,,,,,,,,354
5702,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,1,1,1,1,1,,1,,1,2,,1,1,,1,,,1,,1,1,2,,4,1,,1,5,,1,2,,4,,1,1,,5,4,1,,1,1,,1,,5,1,1,1,,,,,,,,,,,,,,,,,,63
5703,3,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,2,,,2,2,1,1,,,,,1,1,,2,,2,1,,1,3,,2,1,1,3,,1,2,,1,2,2,1,6,4,3,1,2,2,5,3,1,1,6,3,4,3,7,4,4,1,5,5,4,1,3,3,3,,2,2,,1,1,1,,,,,,,,,,,,,,,1,133
5704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,1,,,,1,,,,,,,,1,,,1,,,2,,2,1,1,,,1,,,,1,1,1,1,,1,1,1,2,2,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,29
5705,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,1,2,1,2,,2,,,1,1,1,,,,,2,1,1,,1,2,2,3,1,1,1,,1,4,3,2,1,2,4,1,4,5,3,2,4,3,5,4,6,3,6,4,4,2,,3,1,1,,,,1,,1,,,,1,,,,,,,,,,,111
5706,4,,,1,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,1,,,1,,,,1,1,1,2,1,,,1,1,,,,,,,,,2,,1,1,,2,,1,,2,2,,,1,1,,2,3,,1,4,2,2,,6,2,3,1,2,1,2,1,4,3,2,1,5,2,,1,,,,,,,,,,,,,,,,,,,81
6101,28,3,4,3,2,,1,1,1,1,1,1,,3,1,2,3,2,2,2,3,2,4,3,6,2,5,5,3,3,3,7,5,4,4,4,9,4,7,6,4,15,8,6,8,6,6,8,12,15,8,12,8,9,12,8,12,15,13,13,19,22,10,13,18,22,16,24,19,18,37,27,31,25,27,29,33,34,32,36,27,34,22,28,23,25,23,25,21,16,24,11,18,11,7,10,7,4,5,3,1,1,,1,,,,,,,,,,1187
6102,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,1,,,1,,,2,,,1,3,1,,,1,2,1,1,1,4,1,1,1,2,2,1,1,1,1,1,,,1,1,1,2,1,,,,1,,3,1,2,1,,,,1,1,,,,,,,,,,,,,,,53
6103,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,1,,,,,,,1,,1,,,,,1,1,,,1,,3,,,1,,1,,1,1,2,1,2,2,1,2,1,1,1,5,2,2,2,,1,1,1,,1,2,3,1,1,,1,,1,1,1,,,,,,,1,,,,,,,,,,,57
6104,2,,,,,,,,,,,,,,,,1,,,,,1,,,1,4,,,,1,,,,,,,,,,,1,1,1,1,,,,,1,,,,3,1,1,,,,,2,1,,1,2,1,,2,3,5,3,4,2,3,5,3,2,,2,2,6,3,2,5,3,5,2,2,1,4,2,1,1,3,5,1,1,2,1,,,,,,,,,,,,,,,,113
6105,2,,,,1,,,,,1,,,,2,,,,,,,1,,,,,,,,,,1,,1,,1,,1,,1,,1,2,,,,1,,,,,1,1,1,2,2,,,2,1,,1,,3,1,1,2,4,2,2,3,1,3,2,2,3,3,3,,2,2,3,3,4,4,5,1,4,2,1,2,1,1,,,,1,,1,,,,,,,,,,,,,,,,99
6106,6,,,,,,,,,,,1,1,,,,1,,,,1,1,,,2,,,1,1,1,,,,,,,,1,,2,,,,1,,,3,1,2,1,1,2,5,3,3,3,1,1,1,4,1,1,1,3,4,4,3,1,4,6,,4,2,4,2,5,4,2,4,4,5,5,4,5,2,2,3,2,4,2,,1,2,1,1,3,,1,,,,,,,,,,,,,,,,153
6107,3,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,1,,2,,,3,,,,1,1,1,2,2,2,,,2,2,,1,1,,,1,1,,1,2,4,2,2,2,1,2,1,1,2,2,2,4,4,3,2,,6,2,3,5,4,2,2,4,5,5,5,3,,,3,1,,1,1,,1,,,,,,,,,,,,,,120
6108,6,1,,,,,,,,,,,,,,,1,,,2,1,,1,,,,1,,1,1,,3,,1,,,1,1,,,1,1,1,2,2,,3,3,,,1,,1,1,1,,,3,2,4,3,1,,1,,2,1,5,3,1,2,4,5,3,3,1,6,2,2,2,3,2,4,,,3,1,2,2,2,2,3,1,1,2,,,1,,,,,,,,,,,,,,,,123
6109,3,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,1,,1,1,,1,1,,1,,,,,,,1,,,,,1,,1,1,,1,2,2,,3,3,1,1,1,3,2,,2,3,2,3,1,,1,3,1,,2,3,2,2,2,1,4,1,,1,1,1,2,,,,,2,,,,,,,,,,,,,,,76
6110,5,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,1,,,,,,,,1,1,,2,,1,3,1,1,1,,,2,1,1,1,1,2,1,,,2,,3,,,3,3,7,4,5,6,2,1,3,2,6,4,4,4,2,1,2,2,6,5,2,,,4,2,,,2,1,,,,,,,,,,,,,,,119
6111,1,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,2,,1,1,,,1,,1,,,1,1,,1,,3,2,,,1,,1,,1,,,4,,1,2,1,,1,3,,1,3,1,1,1,1,,2,2,,2,2,1,,,1,3,,1,,2,1,,1,,1,,,,1,,,,,,,,,,,,62
6112,1,,1,,,,,,1,,,1,,,,,,,,1,1,1,,,,,,,,,,,2,1,,,2,,1,,,,,,,3,2,1,1,,,,1,,,,2,1,3,1,2,,,,1,2,1,1,1,1,2,,2,3,4,1,4,1,3,1,3,3,1,1,1,1,1,2,3,2,1,1,1,,,1,,,,,,,,,,,,,,,,,,80
6113,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,1,,1,1,2,,1,1,1,,,,1,1,1,,2,2,1,2,2,1,1,,1,2,1,2,3,4,3,3,3,5,3,5,1,2,2,4,3,5,4,1,2,1,4,4,2,2,3,4,1,1,1,1,,,1,1,,,,,,,,,,,,,114
6114,1,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,1,,,,,,,,,,,1,,1,1,,1,2,1,,2,,2,1,,,,,1,2,2,1,,1,,1,,1,1,1,,,1,1,3,2,8,3,,1,,1,3,2,2,2,2,2,1,1,,,,,1,,,,,,,,,,,,,,,,,66
6115,11,2,,,,,,,,2,,,1,,,,,1,,,1,,1,,1,2,1,1,2,,,,,3,2,2,2,3,1,1,,8,1,2,,2,3,3,1,4,1,1,,1,2,2,2,4,2,4,4,5,5,4,5,5,1,5,2,5,12,9,9,6,5,2,6,7,10,5,6,6,7,6,8,2,9,5,10,5,5,5,7,2,,4,2,1,2,1,,,1,,,,,,,,,,,289
6116,5,,,,1,,,,,,,1,,,,,,,,,,,,2,,1,,2,,,,,1,1,,1,1,,1,,,2,1,1,2,1,,,,1,,2,2,,2,,,1,,1,1,2,2,1,1,5,4,2,5,2,3,2,2,4,4,3,3,2,3,3,2,1,2,3,2,1,1,1,1,,1,2,1,,,1,,,1,,,,,,,,,,,,,,,107
6117,5,1,1,,,,,1,,,,,,,,,,,1,,,1,,,2,,1,,2,,,1,1,1,2,,2,,2,3,1,1,1,1,1,,2,4,1,,5,4,2,2,4,2,3,3,4,1,3,2,1,6,4,4,8,3,5,10,3,3,8,7,6,7,8,7,9,6,13,5,5,5,7,7,3,5,6,6,5,5,5,3,2,1,3,,2,,,,,,,,,,,,,,,267
6201,1,,,1,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,1,1,,,,3,,1,1,1,,1,,2,1,2,,,2,2,1,,1,,,1,1,1,1,1,,1,,2,4,3,1,1,3,1,3,2,,1,1,2,,2,2,2,6,3,1,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,77
6202,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,1,,,,,,,,1,,,,1,,1,,,,,,,,1,1,1,1,1,,1,,4,2,1,1,1,,1,,3,,,,,1,,,,,,,,,,,,,,,29
6203,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,1,,,,,1,,,,,,1,,,2,1,1,2,1,3,,,1,2,2,1,,1,,1,1,2,1,,1,,,,1,,,1,,,,,,,,,,,,,,,36
6204,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,2,,,1,,,,,2,,,,,,,,1,,,,,,,1,1,2,1,1,1,1,,,,2,,1,,1,1,2,,,1,3,1,5,1,1,1,1,1,2,1,1,,,1,,,2,,,,,,,,,,,,,,,,47
6205,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,1,,,,2,,1,2,,,1,1,2,1,3,,,,2,,,,2,4,1,3,2,2,,,1,3,3,,,,,,,,,,,,,,,,,,,,,,44
6206,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,1,,1,,1,1,1,1,,1,,,1,1,,,2,1,,3,1,1,2,1,,,,2,2,,,2,,1,1,1,,1,,,,1,,,1,,,,,,,,,,38
6301,11,1,,,,,,1,1,,,,,,,1,1,1,,1,,,,1,2,,2,1,1,,,2,,1,1,,3,,1,5,2,4,1,4,4,4,2,1,3,5,3,2,2,10,2,3,3,4,2,2,2,4,3,5,5,8,5,8,6,5,9,11,9,13,14,13,12,11,13,11,6,9,9,15,15,6,11,6,7,9,9,6,6,7,2,2,,4,,1,,,,,,,,,,,,,,398
6302,5,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,2,1,1,,,2,3,,,3,1,,2,1,,,,4,3,2,1,,,1,1,,,2,1,3,,1,3,3,1,1,1,3,,6,5,3,3,1,2,2,4,4,3,3,,5,1,4,3,1,1,2,1,1,,,,,,,,,,,,,,,,,110
6303,5,1,,,,,,,,,,,,,,,,,,,,1,2,2,,1,1,1,,,1,,2,,1,,,2,1,1,1,1,,3,,,2,,2,,,,,3,2,2,3,2,,4,3,1,3,2,1,3,3,5,6,4,1,2,4,1,6,6,6,3,5,2,8,8,3,8,2,2,4,2,2,3,3,1,2,1,2,1,,1,,,,,,,,,,,,,,,,167
6304,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,1,1,,,,,1,,,1,1,1,,1,1,,,,3,,3,1,,1,3,1,2,2,,,1,1,3,2,1,2,,,1,1,1,1,2,,1,,,,,,,,,,,,,,,,46
6305,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,1,1,2,,3,,1,,,2,,,,1,,2,3,,1,2,2,,1,,1,,2,3,2,,,1,1,1,2,2,,3,5,4,7,2,,5,1,3,1,2,1,,2,4,2,1,3,1,2,1,3,2,2,,1,1,,,,,,,,,,,,,,,,,101
6306,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,2,,,,,,1,1,,,,,,,,,,,,,1,,2,,,,2,1,,2,2,,,1,1,4,3,2,1,,3,,,1,3,2,4,,1,5,,1,1,,,,,,1,,,,,,,,,,,,,,,50
6307,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,1,1,,1,,1,1,,,1,1,2,1,,,,1,,1,,,1,2,1,1,1,4,3,2,1,3,1,2,2,2,2,2,2,3,,1,2,3,2,1,1,1,,,,1,,,,,,,,,,,,,,,,63
6308,3,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,1,,,,1,,,1,,,,2,,1,1,,2,,,,,,,,1,,1,,1,1,,2,2,2,1,,,,1,,2,4,,,1,,2,3,,,,3,4,,2,1,,2,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,61
6309,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,1,,,,,1,,,,,,,,,,,1,1,2,1,,,1,,,,,1,,1,,1,1,1,,,2,,2,2,1,,,,,3,1,,2,,,,,,,,,,,,,,,,,,30
6310,2,,,,,,1,1,,,,,,,,,,2,1,,,,,,,1,2,,,,,,,,,,1,1,,1,2,2,1,,,,2,2,1,,,,1,,,4,2,3,,1,3,8,2,6,3,3,3,1,4,4,3,1,5,4,5,4,10,5,3,6,3,5,4,6,8,4,5,7,5,2,2,4,4,4,6,2,3,,,,,,,,,,,,,,,,,191
7101,37,3,4,1,1,2,,,2,1,3,,1,1,2,2,,1,1,4,1,6,3,1,1,2,2,1,4,2,1,3,3,6,,,3,1,3,5,6,9,8,3,6,8,7,8,10,8,8,17,11,13,8,12,7,13,16,10,11,19,11,11,15,20,18,19,22,19,21,24,20,25,26,42,37,28,27,34,27,25,32,31,26,25,31,25,19,22,17,19,18,14,14,9,6,9,4,3,3,2,,1,,,,,,,,,,1133
7102,6,,,,,,,1,,,1,,1,,1,,,1,1,1,2,,3,1,1,2,1,,1,,3,1,1,,,1,1,,1,2,1,,2,,1,1,,1,5,4,4,3,2,2,1,1,3,4,5,1,1,4,8,2,4,8,1,6,4,4,8,3,4,6,4,5,6,7,7,9,8,11,6,5,1,5,8,3,3,3,1,4,2,5,2,3,1,2,,2,1,,,,,,,,,,,,,252
7103,1,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,1,,1,,1,1,1,,,1,,,1,,1,,1,2,,1,,,,1,3,,1,1,3,2,1,1,4,2,4,2,1,,2,1,5,5,1,3,1,4,2,4,2,,4,2,,1,3,1,,,,,,1,,,,,,,,,,,86
7104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,2,2,,1,,,1,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,16
7105,3,1,1,,,,,,,,,,,1,,,,,,1,,1,,2,,,,,,1,,,,,1,,,1,1,1,,,1,1,1,,,,2,,,1,,,,1,,1,,,,2,2,1,1,1,,2,,1,1,2,,1,2,4,1,,2,4,1,3,1,,2,,2,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,63
7106,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,2,,1,,1,,,,,,1,,1,,1,,1,3,3,2,1,,,3,2,2,,3,,,,2,1,2,,,1,3,,,,,,,,,,,,,,,,,,,,42
7107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,1,,,,,,,,,1,,,1,,1,4,1,,2,1,2,,1,,1,2,2,2,1,2,1,2,1,1,,1,2,,1,1,2,1,,2,,,1,,,1,,1,,,,,,,,,,,,,,,47
7108,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,2,,1,,,,,,1,,1,1,3,,,,,2,,1,,1,1,1,1,4,,,1,2,3,,,2,,2,1,2,1,1,2,2,2,4,3,1,2,2,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,62
7109,2,1,1,1,,,,,,,,,,,,,,1,,2,2,,,,,,1,,,,1,,1,,2,2,1,1,,1,2,,,,,1,4,1,1,,1,1,1,2,2,1,4,1,1,3,2,5,1,3,4,3,2,4,6,2,7,10,6,7,10,8,7,4,5,7,6,9,7,6,7,7,8,7,8,3,2,3,1,1,,1,2,,3,,,,,,,,,,,,,,,230
7110,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,1,,,,1,,,,3,,,1,,1,,2,,,,1,,,2,,1,2,,2,,2,1,4,1,1,2,1,,1,1,3,2,3,,1,1,2,3,1,4,1,,,,,,,,,,,,,,,,,,,,,57
7201,7,1,,,1,,,1,,,,,,,,2,1,,,1,,2,,2,,1,,,,1,2,,,1,2,2,2,,2,2,,4,2,2,2,1,1,2,2,5,1,4,3,4,4,2,4,3,4,8,3,5,5,3,6,4,5,8,6,6,2,5,7,6,11,8,12,11,11,15,10,5,11,8,11,12,4,8,6,9,10,7,6,8,5,2,2,5,1,1,2,,,,1,,,,1,,,,,365
7202,2,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,2,1,,1,,,,1,,,,,,2,,2,,,,,1,,1,1,1,2,,,2,2,1,1,1,,1,2,,3,1,1,1,1,2,3,3,1,3,4,2,1,2,5,2,1,3,1,,,,1,1,,,,1,,,,,,,,,,,,,,,75
7203,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,1,,,,,,,1,,1,,1,1,,,,,1,,,1,2,1,,,,,1,1,,,,,,1,1,,1,,,1,,1,,1,,,1,3,,1,,,,,,,,,,1,,,,,,,,,,,,,,28
7301,12,1,,,,,1,,,,,1,1,,,1,1,2,4,1,3,2,,3,4,,1,2,1,,3,3,3,2,3,4,4,1,4,7,,8,13,3,3,3,3,3,10,11,8,7,8,7,3,5,6,12,8,8,15,10,11,12,14,9,10,12,19,17,14,15,13,16,19,14,16,18,14,20,20,19,18,15,14,11,20,14,15,16,14,7,8,4,4,1,2,4,1,,2,1,,,1,,,,,,,,,703
7302,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,3,1,1,,,,,1,1,,,,,,1,2,,1,1,1,1,,1,1,2,,1,1,1,,,1,2,,,1,1,2,2,2,1,1,3,3,1,,7,1,5,2,1,4,1,3,1,,1,,1,,,,,,,,,,,,,,,,72
7303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,1,,,,,,1,1,1,,,,1,,,1,,1,,1,1,,,1,,2,1,,,3,3,,1,5,1,,,2,2,,1,1,,,1,,1,,,,,1,,,,,,,,,,,,38
7304,12,,,1,,,,,,,,,,1,,,,,,,1,1,1,,,,,,2,,1,,1,,2,2,1,4,,2,3,5,1,,1,2,1,2,1,3,5,3,3,1,3,1,4,3,3,3,3,4,6,2,2,3,6,6,3,10,11,3,9,8,10,10,9,11,9,9,7,11,8,10,10,10,10,7,6,4,10,3,4,,3,2,,,1,1,1,,,1,,,,,,,,,,323
7305,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,1,1,,,,,,,,1,,1,,,2,,,1,,2,1,1,,,2,2,,1,1,,,2,1,1,1,2,,2,,3,,1,3,,1,1,1,,3,1,4,1,3,2,,2,,1,,,1,,,1,,,,,,,,,,,,,,,,58
7306,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,,,1,,2,,,1,1,,1,1,,,1,,,,2,1,,,,2,1,,1,2,1,3,2,1,2,,2,1,2,1,1,1,2,,2,1,3,,2,2,1,,1,1,1,,,,1,,,,1,,,,,,,,,,,,,,57
7307,2,,,,,,,,,,,,,,,1,,,,,,,,3,1,,,,,,,,,,,,2,,,1,,,,,1,1,1,1,,3,,3,1,1,,1,3,,1,2,1,,1,,2,1,2,1,4,2,2,4,,4,3,2,2,5,2,3,4,1,,2,2,5,1,1,1,4,4,1,2,,1,,2,,,,,,,,,,,,,,,,,101
7308,3,,,,1,,,1,,,,,,,,,,,,,1,,,1,,1,1,1,,,,2,,1,,1,,2,1,1,,,,,2,,,2,1,1,1,,1,1,1,3,,3,1,3,2,3,,3,2,1,4,1,6,3,2,2,3,3,2,1,3,2,2,4,5,6,1,5,4,1,5,5,2,3,4,3,1,3,1,,,,,,,,,,,,,,,,,,,136
7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,1,,,,1,,,1,2,,,1,,,,3,,,,,1,,1,1,1,,,,,2,3,,1,,,1,2,,,1,,,1,,,,,,,,,,,,,,,,,,,27
7401,16,1,,,2,,,,1,1,,,,1,1,,2,1,1,1,2,2,1,1,5,3,1,,,2,2,,2,2,2,4,2,3,2,4,3,2,2,2,3,2,4,2,5,5,4,3,7,5,4,8,7,,5,3,6,10,6,8,5,4,4,6,13,6,18,12,6,14,8,17,11,15,17,15,14,19,22,16,12,14,15,12,13,15,8,9,8,4,2,3,5,1,2,,1,2,1,,,,,,,,,,,543
7402,2,1,,,,,,,,,,1,1,,,,,,,,,,1,,1,2,,,1,1,,,1,,,,,,,1,1,,,,1,,1,,1,,3,,1,,1,,,,1,,1,1,2,2,2,,2,2,,4,,1,6,2,5,7,5,2,,4,4,1,1,2,3,1,5,7,,3,1,3,1,,,,,,,1,,,,,,,,,,,,,,104
7403,5,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,3,,,,1,,,4,,1,2,,2,1,,1,2,2,,2,2,1,1,1,1,3,1,3,4,3,4,3,4,1,,6,3,7,3,2,5,5,2,5,3,2,7,7,5,9,4,8,6,6,2,3,5,5,5,2,1,4,2,,1,1,,,1,,,,,,,,,,,,,,,188
7404,3,,,,,1,,,,,,,,,1,,1,1,,,,,,,,1,1,1,2,,1,2,1,1,1,1,1,,1,2,2,,,,3,3,,,1,2,2,2,2,2,2,2,3,4,4,1,3,5,9,1,6,4,4,4,6,9,7,10,5,10,5,5,11,10,2,8,6,2,6,6,7,8,5,6,6,7,3,7,5,5,6,3,1,1,,1,,1,,,,,,,,,,,,274
7405,,2,1,,,,,,,,,1,,,,,,,,,,,,,,1,,1,1,,,,,1,,,1,,1,1,,,,2,,1,1,2,1,1,4,1,,,1,2,,1,1,,1,2,3,1,3,1,2,2,2,3,6,1,3,1,3,4,3,,3,4,1,1,1,4,5,2,2,3,,,,,,1,1,,1,,,,,,,,,,,,,,,,,99
